corner,temp_c,vdd,band,corner_id,r3k_cg,r3k_off,ru_cg,ru_off,rsh_ratio,ibias_a_lo_ua,ibias_a_mid_ua,ibias_a_hi_ua,ibias_b_lo_ua,ibias_b_mid_ua,ibias_b_hi_ua,ibias_ratio_mid,ibias_a_100m_ua,ibias_b_100m_ua,ibias_ratio_100m,itail_a_lo_ua,itail_a_mid_ua,itail_a_hi_ua,itail_b_lo_ua,itail_b_mid_ua,itail_b_hi_ua,itail_ratio_mid,ihead_a_mid_ua,ihead_b_mid_ua,vbn_a_mid,vbn_b_mid,vbp_a_mid,vbp_b_mid,iring_a_mid_ua,iring_b_mid_ua,itail_a_100m_ua,itail_b_100m_ua,iring_a_100m_ua,iring_b_100m_ua,ivco_a_100m_ua,ivco_b_100m_ua,verdict
res_ff,27.0,3.63,band7,res_ff_27c_3.63v_band7,13658.195993,78006.631306,1778.03851,9860.9052345,7.6816086468,196.6101537,295.10013395,401.88439928,2633.4178473,3157.7427737,3633.1601794,10.700580618,149.93237351,1893.0983288,12.62634803,67.114382674,105.5440472,147.04645079,751.70960724,974.42377484,1189.8334861,9.2323897059,108.77238892,854.0432172,1.131716019,2.5908140521,2.3004063871,1.0067428487,527.72023598,4872.1188742,39.680813851,372.34616789,198.40406925,1861.7308394,348.33644276,3754.8291682,PASS
res_ff,125.0,2.97,band0,res_ff_125c_2.97v_band0,11918.366095,68117.324074,1757.8470204,9825.9776843,6.7800928958,77.430781241,95.108354835,114.37688614,651.10908559,751.52339326,864.43189587,7.9017599933,188.4412973,1391.2038534,7.3826909142,2.601968152,3.9754669032,5.4483568741,19.561326607,26.807822279,34.880867308,6.7433141646,4.3567293169,27.97206086,0.63591305855,0.83071298065,2.2166237638,1.9969295742,19.877334516,134.0391114,45.426858893,308.37994326,227.13429447,1541.8997163,415.57559177,2933.1035697,PASS
res_ff,125.0,2.97,band7,res_ff_125c_2.97v_band7,11918.366095,68117.324074,1757.8470204,9825.9776843,6.7800928958,245.06343032,353.3087778,470.09759709,1838.9546971,2166.4050402,2395.3406765,6.1317611572,188.44129733,1391.2038533,7.3826909124,78.060650718,119.97776285,165.0421159,584.02229329,717.1056865,769.34197118,5.9769883143,121.04113868,516.05725619,1.1743930058,2.4402814287,1.6165840153,0.71435147653,599.88881423,3585.5284325,45.426858894,308.37994323,227.13429447,1541.8997162,415.5755918,2933.1035695,PASS
res_ff,125.0,3.3,band0,res_ff_125c_3.30v_band0,11918.366095,68117.324074,1757.8470204,9825.9776843,6.7800928958,78.807842439,96.579607467,115.94823594,777.27706374,878.08928382,992.93225248,9.0918704978,191.93709049,1583.1423281,8.2482355237,2.7008728809,4.1058415006,5.6098259424,22.244760067,29.582235777,37.86908226,7.2049142112,4.5801477224,31.146285602,0.63736741364,0.84448285195,2.5429497584,2.309061075,20.529207503,147.91117888,46.554114669,339.72550238,232.77057335,1698.6275119,424.70766383,3281.76984,PASS
res_ff,125.0,3.3,band7,res_ff_125c_3.30v_band7,11918.366095,68117.324074,1757.8470204,9825.9776843,6.7800928958,250.62427523,360.3013147,478.71737582,2156.1209673,2544.6591327,2806.5484137,7.06258631,191.93709038,1583.142328,8.2482355276,80.174212039,122.77027717,168.57901003,664.82020288,836.02052073,909.38806421,6.8096329178,124.95478758,631.40803811,1.180659478,2.6467482043,1.936381318,0.84464175863,613.85138584,4180.1026037,46.554114664,339.72550234,232.77057332,1698.6275117,424.7076637,3281.7698397,PASS
res_ff,125.0,3.63,band0,res_ff_125c_3.63v_band0,11918.366095,68117.324074,1757.8470204,9825.9776843,6.7800928958,80.217830433,98.082695723,117.55043767,908.90343136,1010.0075275,1125.3529758,10.297509872,195.56264741,1779.6075044,9.0999356371,2.8090225888,4.2461215042,5.7813883592,24.964659615,32.376929156,40.765282737,7.6250595101,4.8303416182,34.394034984,0.63895867208,0.85768229988,2.8689241435,2.6217273607,21.230607521,161.88464578,47.735825916,371.00019238,238.67912958,1855.0009619,434.24177699,3634.6084663,PASS
res_ff,125.0,3.63,band7,res_ff_125c_3.63v_band7,11918.366095,68117.324074,1757.8470204,9825.9776843,6.7800928958,256.40095768,367.3424125,487.14809396,2478.189548,2914.2007327,3223.2536209,7.9331997437,195.56264754,1779.6075043,9.0999356304,82.382824496,125.59423443,172.06016291,745.2520009,942.22093325,1047.5657319,7.5021034011,128.82409771,747.33383402,1.1870573365,2.8260292873,2.2563458385,0.98712001511,627.97117213,4711.1046662,47.735825932,371.00019238,238.67912966,1855.0009619,434.2417772,3634.6084663,PASS
res_ss,-40.0,2.97,band0,res_ss_-40c_2.97v_band0,25639.498756,146625.74804,2639.1781159,14872.430708,9.7149558042,21.06212626,29.556828316,38.837442558,637.94018588,711.44069169,794.94089206,24.070265053,69.699541083,1160.0196394,16.643146014,1.0626758122,1.7295806973,2.4444435125,13.271999634,18.559353885,24.520807385,10.730551002,1.9461893395,19.49670003,0.75116906017,0.8954839016,2.0867688641,1.9294257995,8.6479034866,92.796769424,19.571664198,215.75138518,97.858320989,1078.7569259,167.55786207,2238.7765653,PASS
res_ss,-40.0,2.97,band7,res_ss_-40c_2.97v_band7,25639.498756,146625.74804,2639.1781159,14872.430708,9.7149558042,90.420424306,143.24859945,200.47400698,1532.9795864,1953.2423742,2378.8596513,13.635333132,69.699541129,1160.0196394,16.643146004,32.361067984,52.932391868,75.143405289,414.03651278,577.1044093,756.4396091,10.90267016,54.295564416,546.93965029,1.0122036985,1.869308081,1.7864492076,0.8847166213,264.66195934,2885.5220465,19.5716642,215.75138522,97.858320998,1078.7569261,167.55786213,2238.7765655,PASS
res_ss,-40.0,3.3,band0,res_ss_-40c_3.30v_band0,25639.498756,146625.74804,2639.1781159,14872.430708,9.7149558042,21.718552734,30.292132067,39.648739341,767.61552515,841.4150753,925.32743867,27.776687143,71.780871606,1332.8137876,18.567812813,1.1264121227,1.8201705627,2.5604582499,15.117642056,20.490856525,26.552954793,11.257657356,2.1054121166,21.81686706,0.75249986188,0.90326743548,2.4135422138,2.2479110329,9.1008528136,102.45428263,20.319037477,236.76617556,101.59518738,1183.8308778,173.37605899,2516.6446654,PASS
res_ss,-40.0,3.3,band7,res_ss_-40c_3.30v_band7,25639.498756,146625.74804,2639.1781159,14872.430708,9.7149558042,93.675975949,147.54032001,205.76642394,1779.1582435,2209.6526229,2675.1448226,14.976601804,71.780871606,1332.8137876,18.567812814,33.66606939,54.72735017,77.410019146,467.87979808,633.45286797,817.14496011,11.5747038,56.777482239,611.48210284,1.0159602359,1.9425085343,2.1092774087,1.1334574664,273.63675085,3167.2643398,20.319037469,236.76617555,101.59518735,1183.8308777,173.37605895,2516.6446653,PASS
res_ss,-40.0,3.63,band0,res_ss_-40c_3.63v_band0,25639.498756,146625.74804,2639.1781159,14872.430708,9.7149558042,22.450756195,31.106629464,40.542388461,900.2554008,974.3136269,1058.5371858,31.32173571,74.039244768,1507.2252138,20.357112211,1.1954577062,1.9172109473,2.6838584573,16.953424376,22.403619049,28.552040701,11.685526353,2.2812557336,24.171206604,0.75391153993,0.91051867279,2.7401620043,2.5668669971,9.5860547367,112.01809524,21.111460925,257.25421475,105.55730463,1286.2710738,179.59654939,2793.4962875,PASS
res_ss,-40.0,3.63,band7,res_ss_-40c_3.63v_band7,25639.498756,146625.74804,2639.1781159,14872.430708,9.7149558042,97.195024562,152.09432915,211.29916912,2024.7231585,2461.5727233,2945.4125116,16.1845135,74.039244995,1507.2252137,20.357112148,35.053239693,56.605391833,79.753001007,520.32823104,687.93921882,874.77495714,12.153245416,59.366174535,671.33964827,1.0198923266,2.0124574034,2.4318812321,1.3910439636,283.02695917,3439.6960941,21.111460947,257.25421472,105.55730473,1286.2710736,179.59654973,2793.4962873,PASS
res_ss,27.0,2.97,band0,res_ss_27c_2.97v_band0,22717.70417,129965.09636,2604.0189907,14728.319078,8.7240931235,25.311336922,34.888109252,45.306725608,593.14164893,666.01407273,748.40097541,19.090001924,80.673189766,1122.4329647,13.91333314,1.2100322433,1.9677102623,2.7762481674,13.683040039,18.956785448,24.869499993,9.6339312811,2.1998518012,19.904047205,0.68694063041,0.85055728606,2.156288533,1.9750787546,9.8385513114,94.78392724,22.338966787,219.73768242,111.69483393,1098.6884121,192.3680237,2221.1213768,PASS
res_ss,27.0,2.97,band7,res_ss_27c_2.97v_band7,22717.70417,129965.09636,2604.0189907,14728.319078,8.7240931235,103.40918818,162.91581656,227.0895647,1501.9619456,1892.7188993,2261.3560137,11.617772536,80.673189709,1122.4329647,13.91333315,36.450870316,59.624270875,84.52919206,421.52541369,580.59036442,750.09124143,9.7374836773,61.030609746,523.93274379,1.0090568611,1.9976887443,1.788767934,0.81827928771,298.12135438,2902.9518221,22.338966764,219.73768239,111.69483382,1098.6884119,192.36802353,2221.1213766,PASS
res_ss,27.0,3.3,band0,res_ss_27c_3.30v_band0,22717.70417,129965.09636,2604.0189907,14728.319078,8.7240931235,25.959761711,35.610939878,46.102669603,712.53552768,785.67883368,868.50395996,22.062850247,82.701961401,1285.8642557,15.548171215,1.2712613486,2.0542549617,2.88687521,15.54708428,20.896119201,26.903632623,10.172115726,2.3514034311,22.1983847,0.68828920652,0.85987635952,2.4828884752,2.2920715616,10.271274808,104.48059601,23.064753171,241.14571804,115.32376586,1205.7285902,198.02572726,2491.5928459,PASS
res_ss,27.0,3.3,band7,res_ss_27c_3.30v_band7,22717.70417,129965.09636,2604.0189907,14728.319078,8.7240931235,106.57339889,167.0792591,232.24490139,1741.2349465,2154.903806,2563.6553801,12.897494384,82.701961372,1285.8642558,15.548171222,37.718036669,61.367745928,86.742199367,476.36978299,638.18459209,814.83230817,10.399348753,63.45408576,601.93285693,1.0132054423,2.0832488065,2.1112741055,1.0337013011,306.83872964,3190.9229604,23.064753156,241.14571806,115.32376578,1205.7285903,198.02572715,2491.5928461,PASS
res_ss,27.0,3.63,band0,res_ss_27c_3.63v_band0,22717.70417,129965.09636,2604.0189907,14728.319078,8.7240931235,26.694803791,36.423257739,46.991352536,836.0479354,909.41699181,992.53524895,24.968029997,84.932345224,1452.5619678,17.102576927,1.338568012,2.1480167272,3.0056670965,17.42025492,22.835406075,28.920143285,10.630925628,2.5208831609,24.543261512,0.68975995358,0.86868146699,2.809240268,2.609499834,10.740083636,114.17703037,23.842973646,262.27252071,119.21486823,1311.3626035,204.14721345,2763.9245713,PASS
res_ss,27.0,3.63,band7,res_ss_27c_3.63v_band7,22717.70417,129965.09636,2604.0189907,14728.319078,8.7240931235,110.04464085,171.52935175,237.64498897,1982.0468983,2407.0015673,2853.3157728,14.032592922,84.932345409,1452.5619679,17.102576891,39.083731076,63.204031468,89.033858649,530.52528297,694.49714709,875.12122443,10.988177984,65.980391584,668.32539457,1.01760654,2.1658485864,2.4335121024,1.2713174354,316.02015734,3472.4857354,23.842973682,262.27252075,119.21486841,1311.3626038,204.14721382,2763.9245717,PASS
res_ss,125.0,2.97,band0,res_ss_125c_2.97v_band0,19830.52304,113495.45301,2582.3216371,14684.517633,7.6793389157,33.209283861,44.12813142,55.956405866,540.45382366,611.79478534,691.7872449,13.864053737,97.751327293,1072.9171051,10.975985031,1.4303312685,2.302767089,3.229244796,14.07236788,19.275698066,25.056516999,8.3706676885,2.5630049088,20.266840645,0.59763355767,0.78574223305,2.2588935243,2.0478485106,11.513835445,96.378490331,26.197287859,222.25009958,130.9864393,1111.2504979,228.73776659,2184.167603,PASS
res_ss,125.0,2.97,band7,res_ss_125c_2.97v_band7,19830.52304,113495.45301,2582.3216371,14684.517633,7.6793389157,124.34462881,192.13349611,264.87498676,1448.6538149,1786.5851973,2070.3051977,9.2986659457,97.751327411,1072.9171052,10.975985018,42.564126211,68.963223766,97.179849229,425.86355858,576.15007851,697.69720395,8.354453969,70.480111702,472.40498039,1.0116840332,2.1714803695,1.7940189028,0.79777729932,344.81611883,2880.7503925,26.197287888,222.25009959,130.98643944,1111.2504979,228.73776685,2184.1676031,PASS
res_ss,125.0,3.3,band0,res_ss_125c_3.30v_band0,19830.52304,113495.45301,2582.3216371,14684.517633,7.6793389157,33.917317219,44.905494249,56.804173641,645.42416089,717.00674746,797.53547099,15.967016051,99.827536999,1222.1860756,12.242975359,1.4909252215,2.3869898582,3.3361841361,15.930151163,21.198066106,27.072704555,8.8806686937,2.709978336,22.511975624,0.5990766267,0.79694967515,2.5852343704,2.362954305,11.934949291,105.99033053,26.921045269,243.72215271,134.60522634,1218.6107636,234.43276334,2440.7968392,PASS
res_ss,125.0,3.3,band7,res_ss_125c_3.30v_band7,19830.52304,113495.45301,2582.3216371,14684.517633,7.6793389157,127.57720842,196.33012556,270.07180687,1679.1433104,2044.1981031,2387.5078156,10.412045005,99.827536629,1222.1860754,12.242975402,43.84216586,70.706580002,99.399428724,480.82017264,635.00494786,791.25828791,8.9808465894,72.91261065,557.9453905,1.0164803998,2.2742232577,2.1159233354,0.97625063201,353.53290001,3175.0247393,26.921045169,243.72215267,134.60522585,1218.6107633,234.43276247,2440.7968387,PASS
res_ss,125.0,3.63,band0,res_ss_125c_3.63v_band0,19830.52304,113495.45301,2582.3216371,14684.517633,7.6793389157,34.72934873,45.788700662,57.761054789,754.72718496,826.5013221,907.3104998,18.050333601,102.14564317,1375.278713,13.463899882,1.5593423344,2.4801907319,3.4530680466,17.810907593,23.133912758,29.07681482,9.3274732706,2.8785661481,24.8193065,0.60071472269,0.80766122484,2.9111559649,2.6784734431,12.40095366,115.66956379,27.710702627,265.09447531,138.55351313,1325.4723765,240.6991563,2700.7510895,PASS
res_ss,125.0,3.63,band7,res_ss_125c_3.63v_band7,19830.52304,113495.45301,2582.3216371,14684.517633,7.6793389157,131.19036891,200.85369916,275.52082755,1909.6344089,2299.0275227,2674.9492549,11.446279219,102.14564313,1375.278713,13.463899887,45.247771642,72.559215119,101.70065998,535.60698563,692.43285756,860.27664904,9.5430036891,75.446953886,638.66552554,1.0216586928,2.3730680474,2.437500455,1.171711438,362.79607559,3462.1642878,27.710702551,265.0944753,138.55351276,1325.4723765,240.69915588,2700.7510895,PASS
moscap_ff,-40.0,2.97,band0,moscap_ff_-40c_2.97v_band0,20529.46348,117318.4629,2222.4766245,12416.853785,9.2372010814,27.288111728,37.814643377,49.348081373,703.69893773,790.19897618,888.87924405,20.896639651,87.814021162,1317.4139787,15.002319234,1.3284524343,2.1462835802,3.0264701953,15.587546665,21.785015489,28.802893965,10.150110493,2.3990591522,22.795855514,0.76111803293,0.90982599088,2.0768166426,1.9122375732,10.731417901,108.92507745,24.341931623,253.42212246,121.70965812,1267.1106123,209.52367928,2584.524591,PASS
moscap_ff,-40.0,2.97,band7,moscap_ff_-40c_2.97v_band7,20529.46348,117318.4629,2222.4766245,12416.853785,9.2372010814,114.25508607,179.41342114,250.22676468,1752.7880173,2227.0122751,2675.2929704,12.412740703,87.814021037,1317.4139789,15.002319257,40.536626027,65.864256861,93.303611136,485.78699686,674.93529608,878.96678624,10.247368273,67.251958074,619.15376031,1.0457595975,2.0024296035,1.7451401137,0.78687346878,329.3212843,3374.6764804,24.341931596,253.42212248,121.70965798,1267.1106124,209.52367902,2584.5245913,PASS
moscap_ff,-40.0,3.3,band0,moscap_ff_-40c_3.30v_band0,20529.46348,117318.4629,2222.4766245,12416.853785,9.2372010814,28.040140731,38.657187496,50.278540507,849.23988818,936.08891196,1035.2933592,24.215132362,90.227209913,1515.1567511,16.792680972,1.4044160688,2.25297965,3.1623882455,17.801949621,24.096337135,31.232185883,10.695319479,2.5859316715,25.537180665,0.76242897374,0.9183950953,2.4035933389,2.22962418,11.26489825,120.48168568,25.215588908,278.77158987,126.07794454,1393.8579493,216.30515446,2909.0147004,PASS
moscap_ff,-40.0,3.3,band7,moscap_ff_-40c_3.30v_band7,20529.46348,117318.4629,2222.4766245,12416.853785,9.2372010814,118.07200999,184.42362436,256.40866755,2040.0334651,2536.0691641,3038.9053893,13.751324825,90.227210027,1515.1567511,16.792680951,42.076879737,67.968374196,95.958269685,550.84384557,743.21135227,955.21611179,10.934664262,70.153996171,705.84906505,1.0498024159,2.0898441392,2.0675509526,1.0109179382,339.84187098,3716.0567613,25.21558895,278.77158987,126.07794475,1393.8579493,216.30515478,2909.0147004,PASS
moscap_ff,-40.0,3.63,band0,moscap_ff_-40c_3.63v_band0,20529.46348,117318.4629,2222.4766245,12416.853785,9.2372010814,28.874561457,39.585508716,51.297672334,999.40634597,1086.5508652,1186.1218375,27.448197596,92.830180979,1716.3265439,18.488885035,1.4863973812,2.3668563758,3.3063897771,20.020348192,26.40027586,33.633968995,11.154152035,2.7914354064,28.328729764,0.76381777993,0.92644994606,2.7302149885,2.5474720566,11.834281879,132.0013793,26.13786925,303.69268857,130.68934625,1518.4634428,223.51952723,3234.7899868,PASS
moscap_ff,-40.0,3.63,band7,moscap_ff_-40c_3.63v_band7,20529.46348,117318.4629,2222.4766245,12416.853785,9.2372010814,122.17098048,189.69822121,262.80958016,2328.6131772,2835.4467536,3381.5145099,14.947144657,92.830181099,1716.3265438,18.48888501,43.705966153,70.156365569,98.681286772,614.82429535,809.73258112,1026.3941575,11.541826241,73.153258867,781.40375241,1.0540122296,2.1742402568,2.3897847002,1.2528874674,350.78182784,4048.6629056,26.137869328,303.69268854,130.68934664,1518.4634427,223.51952774,3234.7899865,PASS
moscap_ff,27.0,2.97,band0,moscap_ff_27c_2.97v_band0,18187.950081,103985.86383,2191.0287503,12294.612156,8.3011006033,33.874135269,45.726585161,58.655289645,648.56668446,734.05815097,831.12343163,16.053202932,103.03845524,1267.712845,12.303298239,1.5269019551,2.4544439627,3.4480736124,15.991349513,22.150992599,29.087048032,9.0248516306,2.7261995221,23.172295762,0.69899889456,0.86726794189,2.1435252732,1.9556666334,12.272219814,110.754963,27.921897293,256.79116449,139.60948646,1283.9558224,242.64794171,2551.6686674,PASS
moscap_ff,27.0,2.97,band7,moscap_ff_27c_2.97v_band7,18187.950081,103985.86383,2191.0287503,12294.612156,8.3011006033,132.78451257,206.07095755,285.3307997,1703.5840836,2123.1168877,2492.110553,10.302843801,103.03845529,1267.7128451,12.303298235,46.116382727,74.601013327,105.30407046,491.6691791,674.14992714,841.27855952,9.0367395439,75.999001504,568.32395047,1.0532045693,2.1448848366,1.7370417947,0.74791703836,373.00506663,3370.7496357,27.921897312,256.79116454,139.60948656,1283.9558227,242.64794185,2551.6686678,PASS
moscap_ff,27.0,3.3,band0,moscap_ff_27c_3.30v_band0,18187.950081,103985.86383,2191.0287503,12294.612156,8.3011006033,34.648928448,46.58677537,59.600281657,779.64496562,865.4586903,963.12878206,18.577346971,105.4372725,1451.6631722,13.768026598,1.6005852359,2.5570508217,3.578356087,18.209294322,24.454864699,31.506552786,9.5636991222,2.9051270367,25.868412756,0.70033240564,0.87748938656,2.4701339729,2.2714990227,12.785254109,122.2743235,28.778313303,282.38747952,143.89156652,1411.9373976,249.32883901,2863.6005698,PASS
moscap_ff,27.0,3.3,band7,moscap_ff_27c_3.30v_band7,18187.950081,103985.86383,2191.0287503,12294.612156,8.3011006033,136.56719152,211.01452456,291.45251829,1981.0557169,2436.4451484,2866.0249748,11.546338592,105.43727229,1451.6631724,13.768026628,47.632595243,76.669561694,107.92715747,557.29005475,743.7211519,941.15446466,9.7003443801,78.87122519,670.55890405,1.0577145829,2.2464481208,2.0590223098,0.93049037481,383.34780847,3718.6057595,28.778313251,282.38747956,143.89156625,1411.9373978,249.32883854,2863.6005703,PASS
moscap_ff,27.0,3.63,band0,moscap_ff_27c_3.63v_band0,18187.950081,103985.86383,2191.0287503,12294.612156,8.3011006033,35.515792551,47.541554241,60.642526532,915.56814027,1001.6444857,1099.6699434,21.068820775,108.0463338,1639.598711,15.174959235,1.681127717,2.6676291691,3.7174615155,20.443778852,26.763705062,33.904451062,10.032768187,3.1041479716,28.623474316,0.70178040968,0.88718347788,2.7964999466,2.5877935654,13.338145846,133.81852531,29.690080091,307.73412642,148.45040046,1538.6706321,256.49673426,3178.2693431,PASS
moscap_ff,27.0,3.63,band7,moscap_ff_27c_3.63v_band7,18187.950081,103985.86383,2191.0287503,12294.612156,8.3011006033,140.66961653,216.23261934,297.77373535,2259.3911418,2740.6238702,3210.9251266,12.674423862,108.0463338,1639.5987113,15.174959238,49.252799699,78.827070154,110.6121823,622.3656405,811.67861044,1018.0865664,10.296952669,81.82732801,761.95689863,1.0624521612,2.3446413827,2.3808157594,1.1360923361,394.13535077,4058.3930522,29.690080084,307.73412649,148.45040042,1538.6706324,256.49673422,3178.2693437,PASS
moscap_ff,125.0,2.97,band0,moscap_ff_125c_2.97v_band0,15874.444568,90806.38854,2170.0843288,12255.247659,7.3151279687,47.105715253,60.592806203,75.239651224,588.38214043,671.74253105,765.48436316,11.086176283,128.49435647,1207.4374872,9.3968133725,1.8416660206,2.9062366291,4.0411923479,16.351563813,22.402054522,29.143845128,7.7082692776,3.213374983,23.471236386,0.61346550886,0.80536722389,2.2414814814,2.0256199247,14.531183146,112.01027261,33.120254584,258.11559737,165.60127292,1290.5779868,294.0956294,2498.015474,PASS
moscap_ff,125.0,2.97,band7,moscap_ff_125c_2.97v_band7,15874.444568,90806.38854,2170.0843288,12255.247659,7.3151279687,164.97520838,248.23148775,337.78672507,1620.5973368,1975.5944848,2220.2506853,7.9586780175,128.49435649,1207.4374871,9.3968133705,54.982372626,87.327959195,121.98752338,492.81555151,654.46600416,736.80119562,7.4943467155,88.776269889,498.69185286,1.0743491091,2.3210546017,1.7250155597,0.74732016169,436.63979597,3272.3300208,33.120254572,258.11559731,165.60127286,1290.5779865,294.09562935,2498.0154737,PASS
moscap_ff,125.0,3.3,band0,moscap_ff_125c_3.30v_band0,15874.444568,90806.38854,2170.0843288,12255.247659,7.3151279687,48.016526794,61.58298294,76.31173753,702.69770496,786.35328468,880.97404868,12.76900285,131.04294525,1374.7023475,10.490471996,1.9160404401,3.0074737269,4.1685009844,18.549074542,24.67424411,31.542655176,8.2043091147,3.3889591684,26.09938608,0.61489956629,0.81765837164,2.5678331485,2.3394642012,15.037368635,123.37122055,33.989553588,283.63181296,169.94776794,1418.1590648,300.99071319,2792.8614123,PASS
moscap_ff,125.0,3.3,band7,moscap_ff_125c_3.30v_band7,15874.444568,90806.38854,2170.0843288,12255.247659,7.3151279687,168.98555138,253.37722836,344.14984398,1890.2035268,2278.2882159,2592.09294,8.9916849697,131.04294523,1374.7023473,10.490471997,56.552010563,89.443102921,124.67579508,558.17758894,732.01538533,860.33022541,8.1841456906,91.729998005,598.19514455,1.0796647786,2.4544903662,2.0461751991,0.90366944135,447.21551461,3660.0769266,33.989553573,283.63181293,169.94776786,1418.1590646,300.99071309,2792.861412,PASS
moscap_ff,125.0,3.63,band0,moscap_ff_125c_3.63v_band0,15874.444568,90806.38854,2170.0843288,12255.247659,7.3151279687,49.020902301,62.667646047,77.480347124,821.88331241,905.76751944,1000.7432406,14.453511127,133.81619853,1546.2520019,11.555043551,1.9990296769,3.1183504738,4.3061895516,20.775638291,26.963640363,33.912627813,8.6467639187,3.5885424126,28.795704052,0.6165070021,0.82942716534,2.8937903875,2.6537669021,15.591752369,134.81820182,34.924273013,309.07095625,174.62136507,1545.3547812,308.4375636,3091.6067831,PASS
moscap_ff,125.0,3.63,band7,moscap_ff_125c_3.63v_band7,15874.444568,90806.38854,2170.0843288,12255.247659,7.3151279687,173.35218499,258.78734363,350.65185514,2159.796006,2574.4748902,2954.9862047,9.9482256518,133.81619832,1546.2520019,11.55504357,58.246488592,91.649481468,127.40774523,623.46259029,801.96716448,971.62979237,8.7503731787,94.745234234,695.10970889,1.0852863861,2.5724088529,2.3671712015,1.0750082767,458.24740734,4009.8358224,34.924272966,309.07095625,174.62136483,1545.3547813,308.43756315,3091.6067832,PASS
moscap_ss,-40.0,2.97,band0,moscap_ss_-40c_2.97v_band0,20529.46348,117318.4629,2222.4766245,12416.853785,9.2372010814,27.288111728,37.814643377,49.348081373,703.69893773,790.19897618,888.87924405,20.896639651,87.814021162,1317.4139787,15.002319234,1.3284524343,2.1462835802,3.0264701953,15.587546665,21.785015489,28.802893965,10.150110493,2.3990591522,22.795855514,0.76111803293,0.90982599088,2.0768166426,1.9122375732,10.731417901,108.92507745,24.341931623,253.42212246,121.70965812,1267.1106123,209.52367928,2584.524591,PASS
moscap_ss,-40.0,2.97,band7,moscap_ss_-40c_2.97v_band7,20529.46348,117318.4629,2222.4766245,12416.853785,9.2372010814,114.25508607,179.41342114,250.22676468,1752.7880173,2227.0122751,2675.2929704,12.412740703,87.814021037,1317.4139789,15.002319257,40.536626027,65.864256861,93.303611136,485.78699686,674.93529608,878.96678624,10.247368273,67.251958074,619.15376031,1.0457595975,2.0024296035,1.7451401137,0.78687346878,329.3212843,3374.6764804,24.341931596,253.42212248,121.70965798,1267.1106124,209.52367902,2584.5245913,PASS
moscap_ss,-40.0,3.3,band0,moscap_ss_-40c_3.30v_band0,20529.46348,117318.4629,2222.4766245,12416.853785,9.2372010814,28.040140731,38.657187496,50.278540507,849.23988818,936.08891196,1035.2933592,24.215132362,90.227209913,1515.1567511,16.792680972,1.4044160688,2.25297965,3.1623882455,17.801949621,24.096337135,31.232185883,10.695319479,2.5859316715,25.537180665,0.76242897374,0.9183950953,2.4035933389,2.22962418,11.26489825,120.48168568,25.215588908,278.77158987,126.07794454,1393.8579493,216.30515446,2909.0147004,PASS
moscap_ss,-40.0,3.3,band7,moscap_ss_-40c_3.30v_band7,20529.46348,117318.4629,2222.4766245,12416.853785,9.2372010814,118.07200999,184.42362436,256.40866755,2040.0334651,2536.0691641,3038.9053893,13.751324825,90.227210027,1515.1567511,16.792680951,42.076879737,67.968374196,95.958269685,550.84384557,743.21135227,955.21611179,10.934664262,70.153996171,705.84906505,1.0498024159,2.0898441392,2.0675509526,1.0109179382,339.84187098,3716.0567613,25.21558895,278.77158987,126.07794475,1393.8579493,216.30515478,2909.0147004,PASS
moscap_ss,-40.0,3.63,band0,moscap_ss_-40c_3.63v_band0,20529.46348,117318.4629,2222.4766245,12416.853785,9.2372010814,28.874561457,39.585508716,51.297672334,999.40634597,1086.5508652,1186.1218375,27.448197596,92.830180979,1716.3265439,18.488885035,1.4863973812,2.3668563758,3.3063897771,20.020348192,26.40027586,33.633968995,11.154152035,2.7914354064,28.328729764,0.76381777993,0.92644994606,2.7302149885,2.5474720566,11.834281879,132.0013793,26.13786925,303.69268857,130.68934625,1518.4634428,223.51952723,3234.7899868,PASS
moscap_ss,-40.0,3.63,band7,moscap_ss_-40c_3.63v_band7,20529.46348,117318.4629,2222.4766245,12416.853785,9.2372010814,122.17098048,189.69822121,262.80958016,2328.6131772,2835.4467536,3381.5145099,14.947144657,92.830181099,1716.3265438,18.48888501,43.705966153,70.156365569,98.681286772,614.82429535,809.73258112,1026.3941575,11.541826241,73.153258867,781.40375241,1.0540122296,2.1742402568,2.3897847002,1.2528874674,350.78182784,4048.6629056,26.137869328,303.69268854,130.68934664,1518.4634427,223.51952774,3234.7899865,PASS
moscap_ss,27.0,2.97,band0,moscap_ss_27c_2.97v_band0,18187.950081,103985.86383,2191.0287503,12294.612156,8.3011006033,33.874135269,45.726585161,58.655289645,648.56668446,734.05815097,831.12343163,16.053202932,103.03845524,1267.712845,12.303298239,1.5269019551,2.4544439627,3.4480736124,15.991349513,22.150992599,29.087048032,9.0248516306,2.7261995221,23.172295762,0.69899889456,0.86726794189,2.1435252732,1.9556666334,12.272219814,110.754963,27.921897293,256.79116449,139.60948646,1283.9558224,242.64794171,2551.6686674,PASS
