# campaign: devchar-cp
# generated_utc: 2026-07-31T03:24:39Z
# pdk_variant: gf180mcuD
# pdk_open_pdks_hash: c6d73a35f524070e85faff4a6a9eef49553ebc2b
# pdk_root: /Users/rwalters/.volare/gf180mcuD
# model_file: libs.tech/ngspice/sm141064.ngspice (+ sm141064_mim.ngspice via mimcap_* sections)
# switches: design.ngspice defaults (sw_stat_global=0, sw_stat_mismatch=0 -> nominal skew, no Monte Carlo)
# simulator: ngspice-46
# netlist: sim/devchar-cp/tb_cp_mirror.sp
# corners: process{typical,ff,ss,fs,sf} x temp{-40,27,125}C x vdd{2.97,3.30,3.63}V = 45 points, 6 stacks each
# stacks: n_simple/n_casc/n_ws (CP sink) and p_simple/p_casc/p_ws (CP source);
#   _casc = self-biased cascode, _ws = wide-swing (low-voltage) cascode
# sizing: NMOS W=5um, PMOS W=15um, L=1um, cascode-bias diode at W/4; Iref=20uA
# vcomp_i1pct/i5pct: output voltage where |Iout| first reaches 99%/95% of isat
# vcomp_ro50: output voltage where ro falls to 50% of its mid-rail value
# headroom_*: same boundary as distance from the stack's own rail
#   (ground for n_*, Vdd for p_*)
# vth_ref/vdsat_ref: operating point of the polarity's reference mirror device
stack,process,temp_c,vdd_v,iref_a,isat_a,iout_mid_a,gain_mid,ro_30pct_ohm,ro_50pct_ohm,ro_70pct_ohm,vcomp_i1pct_v,vcomp_i5pct_v,vcomp_ro50_v,headroom_i1pct_v,headroom_ro50_v,vth_ref_v,vdsat_ref_v
p_ws,ss,125,2.97,2e-05,2.00605e-05,2.0016e-05,1.0008,3.30688e+07,2.34028e+07,1.16158e+07,2.4300,2.5600,2.0800,0.5400,0.8900,0.80308,0.290862
p_ws,ss,125,3.30,2e-05,2.00701e-05,2.00229e-05,1.00114,3.6483e+07,2.62674e+07,1.40716e+07,2.7600,2.8900,2.3600,0.5400,0.9400,0.80308,0.290862
p_ws,ss,125,3.63,2e-05,2.00885e-05,2.00287e-05,1.00143,3.95961e+07,2.88642e+07,1.62088e+07,3.0900,3.2200,2.6300,0.5400,1.0000,0.80308,0.290862
p_ws,typical,-40,2.97,2e-05,2.00685e-05,2.00193e-05,1.00097,3.04553e+07,2.22025e+07,1.2475e+07,2.5700,2.6700,2.1600,0.4000,0.8100,0.852929,0.205069
p_ws,typical,-40,3.30,2e-05,2.00825e-05,2.00266e-05,1.00133,3.32392e+07,2.46731e+07,1.43e+07,2.8900,3.0000,2.4200,0.4100,0.8800,0.852929,0.205069
p_ws,typical,-40,3.63,2e-05,2.01133e-05,2.00328e-05,1.00164,3.5392e+07,2.68998e+07,1.60295e+07,3.2200,3.3300,2.6900,0.4100,0.9400,0.852929,0.205069
p_ws,typical,27,2.97,2e-05,2.00677e-05,2.00209e-05,1.00105,3.17813e+07,2.29516e+07,1.25353e+07,2.5200,2.6300,2.1300,0.4500,0.8400,0.783939,0.238274
p_ws,typical,27,3.30,2e-05,2.00796e-05,2.00279e-05,1.0014,3.48189e+07,2.5582e+07,1.4537e+07,2.8400,2.9600,2.4000,0.4600,0.9000,0.783939,0.238274
p_ws,typical,27,3.63,2e-05,2.01051e-05,2.00339e-05,1.0017,3.73902e+07,2.79603e+07,1.63961e+07,3.1700,3.2900,2.6700,0.4600,0.9600,0.783939,0.238274
p_ws,typical,125,2.97,2e-05,2.00685e-05,2.0024e-05,1.0012,3.31565e+07,2.37445e+07,1.22302e+07,2.4500,2.5700,2.1000,0.5200,0.8700,0.683027,0.282745
p_ws,typical,125,3.30,2e-05,2.00785e-05,2.00308e-05,1.00154,3.64564e+07,2.65393e+07,1.46199e+07,2.7700,2.9000,2.3700,0.5300,0.9300,0.683027,0.282745
p_ws,typical,125,3.63,2e-05,2.00983e-05,2.00366e-05,1.00183,3.94244e+07,2.90698e+07,1.67084e+07,3.1000,3.2300,2.6500,0.5300,0.9800,0.683027,0.282745
