# campaign: mc-cp-mismatch (dc)
# record_id: 20260923-095854-1655e11
# generated_utc: 2026-09-23T09:58:58Z
# pdk_variant: gf180mcuD
# pdk_open_pdks_hash: c6d73a35f524070e85faff4a6a9eef49553ebc2b
# pdk_root: /home/ubuntu/.volare/gf180mcuD
# model_file: libs.tech/ngspice/sm141064.ngspice (+ sm141064_mim.ngspice via mimcap_* sections)
# switches: design.ngspice defaults (sw_stat_global=0, sw_stat_mismatch=0 -> nominal skew, no Monte Carlo)
# simulator: ngspice-46
# netlist: design/cp.sch (xschem export)
# corners: 3 corners x N=100 mismatch samples/corner
corner,seed,vctrl_v,iup_a,idn_a,mism_pct
typical_27c_3.30v,32,0.9,5.13376e-06,5.07982e-06,1.0562
typical_27c_3.30v,32,1.65,5.12919e-06,5.10551e-06,0.4627
typical_27c_3.30v,32,2.4,5.11783e-06,5.12812e-06,-0.2009
typical_27c_3.30v,33,0.9,5.29601e-06,5.47933e-06,-3.4026
typical_27c_3.30v,33,1.65,5.29088e-06,5.5053e-06,-3.9721
typical_27c_3.30v,33,2.4,5.27806e-06,5.52804e-06,-4.6266
typical_27c_3.30v,34,0.9,5.20396e-06,5.12018e-06,1.6230
typical_27c_3.30v,34,1.65,5.19912e-06,5.14122e-06,1.1199
typical_27c_3.30v,34,2.4,5.18717e-06,5.15977e-06,0.5296
typical_27c_3.30v,35,0.9,5.2559e-06,5.07889e-06,3.4255
typical_27c_3.30v,35,1.65,5.25079e-06,5.1023e-06,2.8685
typical_27c_3.30v,35,2.4,5.23816e-06,5.12282e-06,2.2264
typical_27c_3.30v,36,0.9,5.2398e-06,5.04289e-06,3.8299
typical_27c_3.30v,36,1.65,5.23509e-06,5.06476e-06,3.3074
typical_27c_3.30v,36,2.4,5.22341e-06,5.08414e-06,2.7023
typical_27c_3.30v,37,0.9,5.18234e-06,4.96587e-06,4.2662
typical_27c_3.30v,37,1.65,5.17739e-06,4.98546e-06,3.7771
typical_27c_3.30v,37,2.4,5.16512e-06,5.00294e-06,3.1900
typical_27c_3.30v,38,0.9,5.23677e-06,5.12697e-06,2.1189
typical_27c_3.30v,38,1.65,5.23177e-06,5.15061e-06,1.5634
typical_27c_3.30v,38,2.4,5.21923e-06,5.17145e-06,0.9197
typical_27c_3.30v,39,0.9,5.20335e-06,4.97625e-06,4.4619
typical_27c_3.30v,39,1.65,5.19845e-06,4.99747e-06,3.9424
typical_27c_3.30v,39,2.4,5.18637e-06,5.01635e-06,3.3328
typical_27c_3.30v,40,0.9,5.24154e-06,5.03269e-06,4.0655
typical_27c_3.30v,40,1.65,5.23654e-06,5.05644e-06,3.4995
typical_27c_3.30v,40,2.4,5.22429e-06,5.07752e-06,2.8494
typical_27c_3.30v,41,0.9,5.21798e-06,5.42627e-06,-3.9137
typical_27c_3.30v,41,1.65,5.21331e-06,5.4598e-06,-4.6189
typical_27c_3.30v,41,2.4,5.20146e-06,5.4887e-06,-5.3739
typical_27c_3.30v,42,0.9,5.20142e-06,4.97264e-06,4.4973
typical_27c_3.30v,42,1.65,5.19677e-06,4.99512e-06,3.9571
typical_27c_3.30v,42,2.4,5.18522e-06,5.01514e-06,3.3348
typical_27c_3.30v,43,0.9,5.38009e-06,5.12582e-06,4.8405
typical_27c_3.30v,43,1.65,5.37467e-06,5.14816e-06,4.3051
typical_27c_3.30v,43,2.4,5.36127e-06,5.16801e-06,3.6709
typical_27c_3.30v,44,0.9,5.23901e-06,5.08034e-06,3.0752
typical_27c_3.30v,44,1.65,5.2344e-06,5.10509e-06,2.5013
typical_27c_3.30v,44,2.4,5.22302e-06,5.12689e-06,1.8576
typical_27c_3.30v,45,0.9,5.06283e-06,5.23111e-06,-3.2695
typical_27c_3.30v,45,1.65,5.05832e-06,5.25938e-06,-3.8974
typical_27c_3.30v,45,2.4,5.0473e-06,5.28414e-06,-4.5848
typical_27c_3.30v,46,0.9,5.2662e-06,4.93252e-06,6.5436
typical_27c_3.30v,46,1.65,5.26091e-06,4.95632e-06,5.9623
typical_27c_3.30v,46,2.4,5.248e-06,4.97716e-06,5.2975
typical_27c_3.30v,47,0.9,5.05507e-06,5.39323e-06,-6.4730
typical_27c_3.30v,47,1.65,5.05063e-06,5.41823e-06,-7.0227
typical_27c_3.30v,47,2.4,5.03966e-06,5.43973e-06,-7.6354
typical_27c_3.30v,48,0.9,5.22238e-06,5.18774e-06,0.6655
typical_27c_3.30v,48,1.65,5.21751e-06,5.21273e-06,0.0917
typical_27c_3.30v,48,2.4,5.2056e-06,5.23483e-06,-0.5599
typical_27c_3.30v,49,0.9,5.23138e-06,4.72054e-06,10.2662
typical_27c_3.30v,49,1.65,5.22626e-06,4.74609e-06,9.6300
typical_27c_3.30v,49,2.4,5.21371e-06,4.76849e-06,8.9203
typical_27c_3.30v,50,0.9,5.20538e-06,5.34093e-06,-2.5706
typical_27c_3.30v,50,1.65,5.19997e-06,5.3655e-06,-3.1334
typical_27c_3.30v,50,2.4,5.18657e-06,5.38699e-06,-3.7910
typical_27c_3.30v,51,0.9,5.20842e-06,5.27003e-06,-1.1759
typical_27c_3.30v,51,1.65,5.20356e-06,5.29906e-06,-1.8186
typical_27c_3.30v,51,2.4,5.19161e-06,5.32426e-06,-2.5229
typical_27c_3.30v,52,0.9,5.21974e-06,5.05529e-06,3.2010
typical_27c_3.30v,52,1.65,5.21516e-06,5.0772e-06,2.6808
typical_27c_3.30v,52,2.4,5.20371e-06,5.09668e-06,2.0782
typical_27c_3.30v,53,0.9,5.21528e-06,5.06281e-06,2.9669
typical_27c_3.30v,53,1.65,5.21072e-06,5.0869e-06,2.4048
typical_27c_3.30v,53,2.4,5.19933e-06,5.10803e-06,1.7715
typical_27c_3.30v,54,0.9,5.18812e-06,5.15869e-06,0.5689
typical_27c_3.30v,54,1.65,5.18336e-06,5.18639e-06,-0.0584
typical_27c_3.30v,54,2.4,5.17153e-06,5.21071e-06,-0.7548
typical_27c_3.30v,55,0.9,5.28398e-06,4.96354e-06,6.2540
typical_27c_3.30v,55,1.65,5.27898e-06,4.98673e-06,5.6937
typical_27c_3.30v,55,2.4,5.26666e-06,5.00729e-06,5.0491
typical_27c_3.30v,56,0.9,5.18295e-06,5.31049e-06,-2.4309
typical_27c_3.30v,56,1.65,5.17804e-06,5.33502e-06,-2.9864
typical_27c_3.30v,56,2.4,5.16588e-06,5.35653e-06,-3.6237
typical_27c_3.30v,57,0.9,5.32276e-06,5.29482e-06,0.5263
typical_27c_3.30v,57,1.65,5.31787e-06,5.31832e-06,-0.0085
typical_27c_3.30v,57,2.4,5.30567e-06,5.33907e-06,-0.6275
typical_27c_3.30v,58,0.9,5.22542e-06,5.6425e-06,-7.6754
typical_27c_3.30v,58,1.65,5.22053e-06,5.6733e-06,-8.3124
typical_27c_3.30v,58,2.4,5.20839e-06,5.69957e-06,-9.0059
typical_27c_3.30v,59,0.9,5.29411e-06,5.42681e-06,-2.4755
typical_27c_3.30v,59,1.65,5.28901e-06,5.4546e-06,-3.0826
typical_27c_3.30v,59,2.4,5.27633e-06,5.47894e-06,-3.7676
typical_27c_3.30v,60,0.9,5.30243e-06,5.21228e-06,1.7147
typical_27c_3.30v,60,1.65,5.29739e-06,5.23968e-06,1.0954
typical_27c_3.30v,60,2.4,5.28507e-06,5.26393e-06,0.4008
typical_27c_3.30v,61,0.9,5.35598e-06,5.1696e-06,3.5415
typical_27c_3.30v,61,1.65,5.35079e-06,5.19166e-06,3.0188
typical_27c_3.30v,61,2.4,5.3378e-06,5.21127e-06,2.3989
typical_27c_3.30v,62,0.9,5.26134e-06,5.15514e-06,2.0391
typical_27c_3.30v,62,1.65,5.25629e-06,5.17817e-06,1.4973
typical_27c_3.30v,62,2.4,5.24367e-06,5.1985e-06,0.8651
typical_27c_3.30v,63,0.9,5.28704e-06,5.24775e-06,0.7459
typical_27c_3.30v,63,1.65,5.28188e-06,5.27493e-06,0.1317
typical_27c_3.30v,63,2.4,5.26917e-06,5.29863e-06,-0.5575
typical_27c_3.30v,64,0.9,5.30837e-06,5.09442e-06,4.1133
typical_27c_3.30v,64,1.65,5.30342e-06,5.11985e-06,3.5223
typical_27c_3.30v,64,2.4,5.2912e-06,5.14221e-06,2.8560
typical_27c_3.30v,65,0.9,5.33495e-06,5.20205e-06,2.5225
typical_27c_3.30v,65,1.65,5.32961e-06,5.22385e-06,2.0043
typical_27c_3.30v,65,2.4,5.31619e-06,5.24332e-06,1.3802
typical_27c_3.30v,66,0.9,5.25825e-06,5.06274e-06,3.7886
typical_27c_3.30v,66,1.65,5.25321e-06,5.08534e-06,3.2475
typical_27c_3.30v,66,2.4,5.2406e-06,5.10548e-06,2.6120
typical_27c_3.30v,67,0.9,5.3439e-06,5.08932e-06,4.8802
typical_27c_3.30v,67,1.65,5.33872e-06,5.11272e-06,4.3248
typical_27c_3.30v,67,2.4,5.32591e-06,5.13329e-06,3.6833
typical_27c_3.30v,68,0.9,5.35356e-06,5.1425e-06,4.0217
typical_27c_3.30v,68,1.65,5.3483e-06,5.16725e-06,3.4435
typical_27c_3.30v,68,2.4,5.33532e-06,5.18885e-06,2.7835
typical_27c_3.30v,69,0.9,5.30841e-06,5.03652e-06,5.2565
typical_27c_3.30v,69,1.65,5.30325e-06,5.06195e-06,4.6560
typical_27c_3.30v,69,2.4,5.29037e-06,5.08433e-06,3.9720
typical_27c_3.30v,70,0.9,5.27749e-06,5.03609e-06,4.6812
typical_27c_3.30v,70,1.65,5.27243e-06,5.05834e-06,4.1447
typical_27c_3.30v,70,2.4,5.25975e-06,5.07799e-06,3.5164
typical_27c_3.30v,71,0.9,5.2954e-06,5.27445e-06,0.3964
typical_27c_3.30v,71,1.65,5.2902e-06,5.30183e-06,-0.2196
typical_27c_3.30v,71,2.4,5.27715e-06,5.32548e-06,-0.9117
typical_27c_3.30v,72,0.9,5.18311e-06,5.2168e-06,-0.6479
typical_27c_3.30v,72,1.65,5.17805e-06,5.24472e-06,-1.2793
typical_27c_3.30v,72,2.4,5.16553e-06,5.26913e-06,-1.9857
typical_27c_3.30v,73,0.9,5.11921e-06,5.21564e-06,-1.8661
typical_27c_3.30v,73,1.65,5.11465e-06,5.24502e-06,-2.5169
typical_27c_3.30v,73,2.4,5.10352e-06,5.27033e-06,-3.2160
typical_27c_3.30v,74,0.9,5.08859e-06,5.15522e-06,-1.3009
typical_27c_3.30v,74,1.65,5.08404e-06,5.17833e-06,-1.8376
typical_27c_3.30v,74,2.4,5.07299e-06,5.1988e-06,-2.4496
typical_27c_3.30v,75,0.9,5.29036e-06,5.43862e-06,-2.7637
typical_27c_3.30v,75,1.65,5.28527e-06,5.46765e-06,-3.3922
typical_27c_3.30v,75,2.4,5.27259e-06,5.49289e-06,-4.0927
typical_27c_3.30v,76,0.9,5.1536e-06,5.31791e-06,-3.1382
typical_27c_3.30v,76,1.65,5.1489e-06,5.34746e-06,-3.7834
typical_27c_3.30v,76,2.4,5.13724e-06,5.37349e-06,-4.4954
typical_27c_3.30v,77,0.9,5.17229e-06,5.38036e-06,-3.9435
typical_27c_3.30v,77,1.65,5.16758e-06,5.40442e-06,-4.4805
typical_27c_3.30v,77,2.4,5.15592e-06,5.42542e-06,-5.0939
typical_27c_3.30v,78,0.9,5.2982e-06,5.12857e-06,3.2537
typical_27c_3.30v,78,1.65,5.29326e-06,5.15411e-06,2.6638
typical_27c_3.30v,78,2.4,5.28097e-06,5.1764e-06,1.9999
typical_27c_3.30v,79,0.9,5.14159e-06,5.05401e-06,1.7180
typical_27c_3.30v,79,1.65,5.13657e-06,5.07835e-06,1.1399
typical_27c_3.30v,79,2.4,5.12403e-06,5.09957e-06,0.4785
typical_27c_3.30v,80,0.9,5.35379e-06,5.4927e-06,-2.5614
typical_27c_3.30v,80,1.65,5.34863e-06,5.52721e-06,-3.2840
typical_27c_3.30v,80,2.4,5.33569e-06,5.5571e-06,-4.0653
typical_27c_3.30v,81,0.9,5.36039e-06,5.08169e-06,5.3380
typical_27c_3.30v,81,1.65,5.35534e-06,5.1035e-06,4.8158
typical_27c_3.30v,81,2.4,5.34269e-06,5.12287e-06,4.2008
typical_27c_3.30v,82,0.9,5.30592e-06,5.31219e-06,-0.1181
typical_27c_3.30v,82,1.65,5.30078e-06,5.34212e-06,-0.7769
typical_27c_3.30v,82,2.4,5.28789e-06,5.36803e-06,-1.5041
typical_27c_3.30v,83,0.9,5.15687e-06,5.17798e-06,-0.4085
typical_27c_3.30v,83,1.65,5.15224e-06,5.19968e-06,-0.9165
typical_27c_3.30v,83,2.4,5.14077e-06,5.21877e-06,-1.5059
typical_27c_3.30v,84,0.9,5.26542e-06,5.10962e-06,3.0034
typical_27c_3.30v,84,1.65,5.26053e-06,5.13608e-06,2.3940
typical_27c_3.30v,84,2.4,5.24844e-06,5.15929e-06,1.7131
typical_27c_3.30v,85,0.9,5.2748e-06,5.15553e-06,2.2870
typical_27c_3.30v,85,1.65,5.26982e-06,5.17833e-06,1.7513
typical_27c_3.30v,85,2.4,5.25744e-06,5.19833e-06,1.1307
typical_27c_3.30v,86,0.9,5.20417e-06,5.10462e-06,1.9314
typical_27c_3.30v,86,1.65,5.19888e-06,5.12998e-06,1.3341
typical_27c_3.30v,86,2.4,5.18593e-06,5.15218e-06,0.6529
typical_27c_3.30v,87,0.9,5.2576e-06,5.16746e-06,1.7293
typical_27c_3.30v,87,1.65,5.25305e-06,5.19324e-06,1.1451
typical_27c_3.30v,87,2.4,5.24161e-06,5.21572e-06,0.4952
typical_27c_3.30v,88,0.9,5.32808e-06,5.33626e-06,-0.1534
typical_27c_3.30v,88,1.65,5.32314e-06,5.36359e-06,-0.7570
typical_27c_3.30v,88,2.4,5.31077e-06,5.38739e-06,-1.4324
typical_27c_3.30v,89,0.9,5.22737e-06,5.26544e-06,-0.7256
typical_27c_3.30v,89,1.65,5.22237e-06,5.29443e-06,-1.3704
typical_27c_3.30v,89,2.4,5.21006e-06,5.31932e-06,-2.0753
typical_27c_3.30v,90,0.9,5.07098e-06,5.31712e-06,-4.7389
typical_27c_3.30v,90,1.65,5.06668e-06,5.34273e-06,-5.3039
typical_27c_3.30v,90,2.4,5.05595e-06,5.36506e-06,-5.9324
typical_27c_3.30v,91,0.9,5.1843e-06,5.14249e-06,0.8097
typical_27c_3.30v,91,1.65,5.17927e-06,5.16516e-06,0.2728
typical_27c_3.30v,91,2.4,5.16699e-06,5.18535e-06,-0.3547
typical_27c_3.30v,92,0.9,5.35405e-06,5.02368e-06,6.3669
typical_27c_3.30v,92,1.65,5.34855e-06,5.04934e-06,5.7552
typical_27c_3.30v,92,2.4,5.33491e-06,5.07188e-06,5.0550
typical_27c_3.30v,93,0.9,5.09799e-06,5.12084e-06,-0.4472
typical_27c_3.30v,93,1.65,5.09369e-06,5.14955e-06,-1.0907
typical_27c_3.30v,93,2.4,5.08284e-06,5.17445e-06,-1.7862
typical_27c_3.30v,94,0.9,5.11601e-06,5.11473e-06,0.0250
typical_27c_3.30v,94,1.65,5.11145e-06,5.13806e-06,-0.5192
typical_27c_3.30v,94,2.4,5.10023e-06,5.15888e-06,-1.1434
typical_27c_3.30v,95,0.9,5.31452e-06,5.44393e-06,-2.4057
typical_27c_3.30v,95,1.65,5.30942e-06,5.47396e-06,-3.0517
typical_27c_3.30v,95,2.4,5.29673e-06,5.49974e-06,-3.7607
typical_27c_3.30v,96,0.9,5.15236e-06,5.12286e-06,0.5742
typical_27c_3.30v,96,1.65,5.14725e-06,5.1474e-06,-0.0029
typical_27c_3.30v,96,2.4,5.13471e-06,5.16918e-06,-0.6691
typical_27c_3.30v,97,0.9,5.24811e-06,5.12571e-06,2.3598
typical_27c_3.30v,97,1.65,5.24339e-06,5.14888e-06,1.8189
typical_27c_3.30v,97,2.4,5.23162e-06,5.16946e-06,1.1953
typical_27c_3.30v,98,0.9,5.16082e-06,5.1122e-06,0.9466
typical_27c_3.30v,98,1.65,5.15611e-06,5.13625e-06,0.3859
typical_27c_3.30v,98,2.4,5.14435e-06,5.15745e-06,-0.2543
typical_27c_3.30v,99,0.9,5.31639e-06,5.28178e-06,0.6531
typical_27c_3.30v,99,1.65,5.31113e-06,5.30658e-06,0.0857
typical_27c_3.30v,99,2.4,5.29822e-06,5.32833e-06,-0.5667
typical_27c_3.30v,100,0.9,5.31676e-06,5.35026e-06,-0.6281
typical_27c_3.30v,100,1.65,5.31168e-06,5.37723e-06,-1.2265
typical_27c_3.30v,100,2.4,5.2991e-06,5.40125e-06,-1.9093
