corner,temp_c,vdd,wc,corner_id,twin_r,twin_f,ctl_r,ctl_f,repl_err_pct,verdict
sf,27.0,3.3,w09,sf_27c_3.30v_w09,1.28099e-09,1.27754e-09,1.15688e-09,1.15359e-09,not measured,PASS
sf,27.0,3.3,w095,sf_27c_3.30v_w095,1.34303e-09,1.3395e-09,1.15688e-09,1.15359e-09,not measured,PASS
sf,27.0,3.3,w10,sf_27c_3.30v_w10,1.40507e-09,1.40146e-09,1.15688e-09,1.15359e-09,not measured,PASS
sf,27.0,3.3,w11,sf_27c_3.30v_w11,1.52904e-09,1.52531e-09,1.15688e-09,1.15359e-09,not measured,PASS
sf,27.0,3.3,w12,sf_27c_3.30v_w12,1.65301e-09,1.64915e-09,1.15688e-09,1.15359e-09,not measured,PASS
sf,27.0,3.3,w16,sf_27c_3.30v_w16,2.14878e-09,2.14447e-09,1.15688e-09,1.15359e-09,not measured,PASS
sf,27.0,3.3,w24,sf_27c_3.30v_w24,3.14012e-09,3.13505e-09,1.15688e-09,1.15359e-09,not measured,PASS
sf,27.0,3.3,w25,sf_27c_3.30v_w25,3.26403e-09,3.25886e-09,1.15688e-09,1.15359e-09,not measured,PASS
sf,27.0,3.3,w26,sf_27c_3.30v_w26,3.38794e-09,3.38268e-09,1.15688e-09,1.15359e-09,not measured,PASS
sf,27.0,3.63,w08,sf_27c_3.63v_w08,1.09963e-09,1.09227e-09,1.09962e-09,1.09226e-09,0.0009094050672128358,PASS
sf,27.0,3.63,w09,sf_27c_3.63v_w09,1.21786e-09,1.20979e-09,1.09962e-09,1.09226e-09,not measured,PASS
sf,27.0,3.63,w095,sf_27c_3.63v_w095,1.27696e-09,1.26855e-09,1.09962e-09,1.09226e-09,not measured,PASS
sf,27.0,3.63,w10,sf_27c_3.63v_w10,1.33606e-09,1.32731e-09,1.09962e-09,1.09226e-09,not measured,PASS
sf,27.0,3.63,w11,sf_27c_3.63v_w11,1.45419e-09,1.44475e-09,1.09962e-09,1.09226e-09,not measured,PASS
sf,27.0,3.63,w12,sf_27c_3.63v_w12,1.57231e-09,1.5622e-09,1.09962e-09,1.09226e-09,not measured,PASS
sf,27.0,3.63,w16,sf_27c_3.63v_w16,2.0447e-09,2.03193e-09,1.09962e-09,1.09225e-09,not measured,PASS
sf,27.0,3.63,w24,sf_27c_3.63v_w24,2.98931e-09,2.97134e-09,1.09962e-09,1.09226e-09,not measured,PASS
sf,27.0,3.63,w25,sf_27c_3.63v_w25,3.10738e-09,3.08877e-09,1.09962e-09,1.09226e-09,not measured,PASS
sf,27.0,3.63,w26,sf_27c_3.63v_w26,3.22545e-09,3.2062e-09,1.09962e-09,1.09226e-09,not measured,PASS
sf,125.0,2.97,w08,sf_125c_2.97v_w08,1.44426e-09,1.44313e-09,1.44425e-09,1.44312e-09,0.0006924009001127914,PASS
sf,125.0,2.97,w09,sf_125c_2.97v_w09,1.5989e-09,1.59804e-09,1.44425e-09,1.44312e-09,not measured,PASS
sf,125.0,2.97,w095,sf_125c_2.97v_w095,1.67622e-09,1.67548e-09,1.44425e-09,1.44312e-09,not measured,PASS
sf,125.0,2.97,w10,sf_125c_2.97v_w10,1.75352e-09,1.75293e-09,1.44425e-09,1.44312e-09,not measured,PASS
sf,125.0,2.97,w11,sf_125c_2.97v_w11,1.90808e-09,1.90777e-09,1.44425e-09,1.44312e-09,not measured,PASS
sf,125.0,2.97,w12,sf_125c_2.97v_w12,2.06262e-09,2.0626e-09,1.44425e-09,1.44311e-09,not measured,PASS
sf,125.0,2.97,w16,sf_125c_2.97v_w16,2.68068e-09,2.68189e-09,1.44425e-09,1.44311e-09,not measured,PASS
sf,125.0,2.97,w24,sf_125c_2.97v_w24,3.91656e-09,3.92033e-09,1.44425e-09,1.44311e-09,not measured,PASS
sf,125.0,2.97,w25,sf_125c_2.97v_w25,4.07104e-09,4.07513e-09,1.44425e-09,1.44311e-09,not measured,PASS
sf,125.0,2.97,w26,sf_125c_2.97v_w26,4.22551e-09,4.22992e-09,1.44425e-09,1.44311e-09,not measured,PASS
sf,125.0,3.3,w08,sf_125c_3.30v_w08,1.35325e-09,1.34686e-09,1.35324e-09,1.34685e-09,0.0007389672194204861,PASS
sf,125.0,3.3,w09,sf_125c_3.30v_w09,1.49849e-09,1.49166e-09,1.35324e-09,1.34685e-09,not measured,PASS
sf,125.0,3.3,w095,sf_125c_3.30v_w095,1.5711e-09,1.56405e-09,1.35324e-09,1.34685e-09,not measured,PASS
sf,125.0,3.3,w10,sf_125c_3.30v_w10,1.64371e-09,1.63644e-09,1.35324e-09,1.34685e-09,not measured,PASS
sf,125.0,3.3,w11,sf_125c_3.30v_w11,1.78888e-09,1.78119e-09,1.35324e-09,1.34685e-09,not measured,PASS
sf,125.0,3.3,w12,sf_125c_3.30v_w12,1.93404e-09,1.92593e-09,1.35324e-09,1.34685e-09,not measured,PASS
sf,125.0,3.3,w16,sf_125c_3.30v_w16,2.51458e-09,2.50486e-09,1.35324e-09,1.34684e-09,not measured,PASS
sf,125.0,3.3,w24,sf_125c_3.30v_w24,3.67546e-09,3.66261e-09,1.35324e-09,1.34684e-09,not measured,PASS
sf,125.0,3.3,w25,sf_125c_3.30v_w25,3.82056e-09,3.80733e-09,1.35324e-09,1.34684e-09,not measured,PASS
sf,125.0,3.3,w26,sf_125c_3.30v_w26,3.96566e-09,3.95204e-09,1.35324e-09,1.34684e-09,not measured,PASS
sf,125.0,3.63,w08,sf_125c_3.63v_w08,1.28208e-09,1.2725e-09,1.28207e-09,1.27249e-09,0.0007799886121568237,PASS
sf,125.0,3.63,w09,sf_125c_3.63v_w09,1.41994e-09,1.40947e-09,1.28207e-09,1.27249e-09,not measured,PASS
sf,125.0,3.63,w095,sf_125c_3.63v_w095,1.48887e-09,1.47795e-09,1.28207e-09,1.27249e-09,not measured,PASS
sf,125.0,3.63,w10,sf_125c_3.63v_w10,1.55779e-09,1.54643e-09,1.28207e-09,1.27249e-09,not measured,PASS
sf,125.0,3.63,w11,sf_125c_3.63v_w11,1.69559e-09,1.68337e-09,1.28207e-09,1.27248e-09,not measured,PASS
sf,125.0,3.63,w12,sf_125c_3.63v_w12,1.83339e-09,1.8203e-09,1.28207e-09,1.27248e-09,not measured,PASS
sf,125.0,3.63,w16,sf_125c_3.63v_w16,2.38449e-09,2.36797e-09,1.28207e-09,1.27248e-09,not measured,PASS
sf,125.0,3.63,w24,sf_125c_3.63v_w24,3.48653e-09,3.46329e-09,1.28207e-09,1.27248e-09,not measured,PASS
sf,125.0,3.63,w25,sf_125c_3.63v_w25,3.62428e-09,3.6002e-09,1.28207e-09,1.27248e-09,not measured,PASS
sf,125.0,3.63,w26,sf_125c_3.63v_w26,3.76202e-09,3.73711e-09,1.28207e-09,1.27248e-09,not measured,PASS
