# campaign: supply-sensitivity (issue #511)
# question: CAN the band-selection rule keep the loop off the bottom of the
#   control window, where DR-012 Decision 4b measured the criterion is lost?
# sweep: f_out 10-200 MHz in 5 MHz steps x 5 bundles x 3 temperatures x 3 supplies
# band_rule: the lowest band reaching f at all three supplies inside DR-003
#   Decision 5's measured 0.9-2.7 V window
# t_sys_ns: sim/pfd-deadzone's MEASURED open-loop systematic term at that Vctrl,
#   interpolated on its 0.90/1.65/2.40 V grid (record 20260916-051356-8cedbba)
# over_ratified: |t_sys| > the ratified 1 ns Lock criterion, on the SYSTEMATIC
#   term alone -- before mc-cp-mismatch's 0.576 ns statistical term and the
#   0.239 ns divider retiming term are added
# budget_sum_ns / over_budget: DR-012 Decision 4a's summed budget at this point,
#   t_sys + 0.576 statistical + 0.239 retiming, graded against the
#   same ratified 1 ns. A worst-case linear sum, as the budget states it.
# NOTE: t_sys is measured OPEN LOOP at f_ref = 12.5 MHz. A cell at another f_out
#   runs at another f_ref under the Icp trim-code rule; DR-012 measured f_ref
#   moves this term by -6.4 % over a 2:1 change, so it is carried as the
#   operating-point term it is, not as a closed-loop prediction.
# NO SIMULATION WAS RUN. Every column is arithmetic on committed data.
fout_mhz,bundle,temp_c,vdd_v,band_rule,vctrl_rule_v,t_sys_ns,budget_sum_ns,over_ratified,over_budget,note
90,sf,27,2.97,5,1.632,0.1374,0.9524,no,no,
90,sf,27,3.30,5,1.970,0.2882,1.1032,no,yes,
90,sf,27,3.63,5,2.278,0.2632,1.0782,no,yes,
90,sf,125,2.97,5,1.394,0.3677,1.1827,no,yes,
90,sf,125,3.30,5,1.691,0.2946,1.1096,no,yes,
90,sf,125,3.63,5,1.964,0.2711,1.0861,no,yes,
95,typical,-40,2.97,5,1.890,0.1424,0.9574,no,no,
95,typical,-40,3.30,5,2.279,0.2858,1.1008,no,yes,
95,typical,-40,3.63,5,2.633,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
95,typical,27,2.97,5,1.699,0.0528,0.8678,no,no,
95,typical,27,3.30,5,2.048,0.2613,1.0763,no,yes,
95,typical,27,3.63,5,2.370,0.2237,1.0387,no,yes,
95,typical,125,2.97,5,1.474,0.2702,1.0852,no,yes,
95,typical,125,3.30,5,1.779,0.3061,1.1211,no,yes,
95,typical,125,3.63,5,2.064,0.3670,1.1820,no,yes,
95,ff,-40,2.97,6,1.055,0.8318,1.6468,no,yes,
95,ff,-40,3.30,6,1.268,0.8241,1.6391,no,yes,
95,ff,-40,3.63,6,1.454,0.9411,1.7561,no,yes,
95,ff,27,2.97,5,1.863,0.2581,1.0731,no,yes,
95,ff,27,3.30,5,2.174,0.3362,1.1512,no,yes,
95,ff,27,3.63,5,2.461,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
95,ff,125,2.97,5,1.635,0.1126,0.9276,no,no,
95,ff,125,3.30,5,1.912,0.3967,1.2117,no,yes,
95,ff,125,3.63,5,2.168,0.3545,1.1695,no,yes,
95,ss,-40,2.97,5,1.691,0.0324,0.8474,no,no,
95,ss,-40,3.30,5,2.108,0.1954,1.0104,no,yes,
95,ss,-40,3.63,5,2.506,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
95,ss,27,2.97,5,1.506,0.1853,1.0003,no,yes,
95,ss,27,3.30,5,1.879,0.2137,1.0287,no,yes,
95,ss,27,3.63,5,2.233,0.2426,1.0576,no,yes,
95,ss,125,2.97,5,1.277,0.4543,1.2693,no,yes,
95,ss,125,3.30,5,1.606,0.2728,1.0878,no,yes,
95,ss,125,3.63,5,1.919,0.3896,1.2046,no,yes,
95,fs,-40,2.97,5,1.845,0.1518,0.9668,no,no,
95,fs,-40,3.30,5,2.219,0.3216,1.1366,no,yes,
95,fs,-40,3.63,5,2.566,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
95,fs,27,2.97,5,1.662,0.0565,0.8715,no,no,
95,fs,27,3.30,5,1.999,0.2703,1.0853,no,yes,
95,fs,27,3.63,5,2.316,0.3510,1.1660,no,yes,
95,fs,125,2.97,5,1.451,0.3601,1.1751,no,yes,
95,fs,125,3.30,5,1.748,0.2714,1.0864,no,yes,
95,fs,125,3.63,5,2.027,0.3980,1.2130,no,yes,
95,sf,-40,2.97,5,1.943,0.1759,0.9909,no,no,
95,sf,-40,3.30,5,2.337,0.3665,1.1815,no,yes,
95,sf,-40,3.63,5,2.694,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
95,sf,27,2.97,5,1.738,0.1546,0.9696,no,no,
95,sf,27,3.30,5,2.092,0.3012,1.1162,no,yes,
95,sf,27,3.63,5,2.417,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
95,sf,125,2.97,5,1.494,0.2300,1.0450,no,yes,
95,sf,125,3.30,5,1.804,0.2909,1.1059,no,yes,
95,sf,125,3.63,5,2.090,0.1996,1.0146,no,yes,
100,typical,-40,2.97,6,0.985,0.8208,1.6358,no,yes,
100,typical,-40,3.30,6,1.247,0.8466,1.6616,no,yes,
100,typical,-40,3.63,6,1.476,0.8354,1.6504,no,yes,
100,typical,27,2.97,5,1.800,0.1111,0.9261,no,no,
100,typical,27,3.30,5,2.168,0.2863,1.1013,no,yes,
100,typical,27,3.63,5,2.499,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
100,typical,125,2.97,5,1.566,0.1543,0.9693,no,no,
100,typical,125,3.30,5,1.883,0.3021,1.1171,no,yes,
100,typical,125,3.63,5,2.182,0.3075,1.1225,no,yes,
100,ff,-40,2.97,6,1.130,0.7435,1.5585,no,yes,
100,ff,-40,3.30,6,1.352,0.6827,1.4977,no,yes,
100,ff,-40,3.63,6,1.548,0.7849,1.5999,no,yes,
100,ff,27,2.97,5,1.967,0.3333,1.1483,no,yes,
100,ff,27,3.30,5,2.295,0.3548,1.1698,no,yes,
100,ff,27,3.63,5,2.595,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
100,ff,125,2.97,5,1.731,0.1498,0.9648,no,no,
100,ff,125,3.30,5,2.021,0.4059,1.2209,no,yes,
100,ff,125,3.63,5,2.289,0.2902,1.1052,no,yes,
100,ss,-40,2.97,5,1.795,0.0931,0.9081,no,no,
100,ss,-40,3.30,5,2.225,0.2123,1.0273,no,yes,
100,ss,-40,3.63,5,2.643,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
100,ss,27,2.97,5,1.601,0.0834,0.8984,no,no,
100,ss,27,3.30,5,1.988,0.2255,1.0405,no,yes,
100,ss,27,3.63,5,2.358,0.1847,0.9997,no,no,
100,ss,125,2.97,5,1.367,0.3478,1.1628,no,yes,
100,ss,125,3.30,5,1.708,0.2101,1.0251,no,yes,
100,ss,125,3.63,5,2.034,0.3341,1.1491,no,yes,
100,fs,-40,2.97,6,0.980,0.8055,1.6205,no,yes,
100,fs,-40,3.30,6,1.228,0.8560,1.6710,no,yes,
100,fs,-40,3.63,6,1.450,0.8214,1.6364,no,yes,
100,fs,27,2.97,5,1.759,0.1205,0.9355,no,no,
100,fs,27,3.30,5,2.111,0.2946,1.1096,no,yes,
100,fs,27,3.63,5,2.443,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
100,fs,125,2.97,5,1.541,0.2481,1.0631,no,yes,
100,fs,125,3.30,5,1.850,0.2864,1.1014,no,yes,
100,fs,125,3.63,5,2.142,0.3514,1.1664,no,yes,
100,sf,-40,2.97,6,0.989,0.8037,1.6187,no,yes,
100,sf,-40,3.30,6,1.263,0.7795,1.5945,no,yes,
100,sf,-40,3.63,6,1.495,0.7863,1.6013,no,yes,
100,sf,27,2.97,5,1.840,0.1974,1.0124,no,yes,
100,sf,27,3.30,5,2.210,0.3137,1.1287,no,yes,
100,sf,27,3.63,5,2.547,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
100,sf,125,2.97,5,1.587,0.1007,0.9157,no,no,
100,sf,125,3.30,5,1.911,0.2875,1.1025,no,yes,
100,sf,125,3.63,5,2.212,0.1303,0.9453,no,no,
105,typical,-40,2.97,6,1.056,0.7346,1.5496,no,yes,
105,typical,-40,3.30,6,1.326,0.7277,1.5427,no,yes,
105,typical,-40,3.63,6,1.566,0.6987,1.5137,no,yes,
105,typical,27,2.97,5,1.895,0.1663,0.9813,no,no,
105,typical,27,3.30,5,2.291,0.3117,1.1267,no,yes,
105,typical,27,3.63,5,2.627,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
105,typical,125,2.97,5,1.655,0.0504,0.8654,no,no,
105,typical,125,3.30,5,1.987,0.2982,1.1132,no,yes,
105,typical,125,3.63,5,2.299,0.2488,1.0638,no,yes,
105,ff,-40,2.97,6,1.205,0.6558,1.4708,no,yes,
105,ff,-40,3.30,6,1.435,0.5412,1.3562,no,yes,
105,ff,-40,3.63,6,1.640,0.6318,1.4468,no,yes,
105,ff,27,2.97,6,1.075,0.8271,1.6421,no,yes,
105,ff,27,3.30,6,1.290,0.8296,1.6446,no,yes,
105,ff,27,3.63,6,1.481,0.9201,1.7351,no,yes,
105,ff,125,2.97,5,1.826,0.2172,1.0322,no,yes,
105,ff,125,3.30,5,2.130,0.4149,1.2299,no,yes,
105,ff,125,3.63,5,2.411,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
105,ss,-40,,,,,,,,no single static band holds f across the supply range
105,ss,27,2.97,5,1.695,0.0533,0.8683,no,no,
105,ss,27,3.30,5,2.098,0.2374,1.0524,no,yes,
105,ss,27,3.63,5,2.481,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
105,ss,125,2.97,5,1.458,0.2413,1.0563,no,yes,
105,ss,125,3.30,5,1.810,0.2133,1.0283,no,yes,
105,ss,125,3.63,5,2.147,0.2794,1.0944,no,yes,
105,fs,-40,2.97,6,1.048,0.7284,1.5434,no,yes,
105,fs,-40,3.30,6,1.304,0.7182,1.5332,no,yes,
105,fs,-40,3.63,6,1.539,0.6653,1.4803,no,yes,
105,fs,27,2.97,5,1.854,0.1829,0.9979,no,no,
105,fs,27,3.30,5,2.219,0.3180,1.1330,no,yes,
105,fs,27,3.63,5,2.566,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
105,fs,125,2.97,5,1.627,0.1394,0.9544,no,no,
105,fs,125,3.30,5,1.949,0.3011,1.1161,no,yes,
105,fs,125,3.63,5,2.255,0.3058,1.1208,no,yes,
105,sf,-40,2.97,6,1.065,0.7138,1.5288,no,yes,
105,sf,-40,3.30,6,1.346,0.6551,1.4701,no,yes,
105,sf,-40,3.63,6,1.588,0.6342,1.4492,no,yes,
105,sf,27,2.97,5,1.940,0.2388,1.0538,no,yes,
105,sf,27,3.30,5,2.327,0.3262,1.1412,no,yes,
105,sf,27,3.63,5,2.678,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
105,sf,125,2.97,5,1.681,0.0312,0.8462,no,no,
105,sf,125,3.30,5,2.019,0.2840,1.0990,no,yes,
105,sf,125,3.63,5,2.333,0.0611,0.8761,no,no,
110,typical,-40,2.97,6,1.127,0.6484,1.4634,no,yes,
110,typical,-40,3.30,6,1.406,0.6089,1.4239,no,yes,
110,typical,-40,3.63,6,1.655,0.5692,1.3842,no,yes,
110,typical,27,2.97,6,0.992,0.8330,1.6480,no,yes,
110,typical,27,3.30,6,1.248,0.7862,1.6012,no,yes,
110,typical,27,3.63,6,1.478,0.8414,1.6564,no,yes,
110,typical,125,2.97,5,1.745,0.1057,0.9207,no,no,
110,typical,125,3.30,5,2.090,0.2944,1.1094,no,yes,
110,typical,125,3.63,5,2.415,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
110,ff,-40,2.97,6,1.274,0.5737,1.3887,no,yes,
110,ff,-40,3.30,6,1.518,0.4014,1.2164,no,yes,
110,ff,-40,3.63,6,1.732,0.5708,1.3858,no,yes,
110,ff,27,2.97,6,1.143,0.7421,1.5571,no,yes,
110,ff,27,3.30,6,1.365,0.7102,1.5252,no,yes,
110,ff,27,3.63,6,1.564,0.7903,1.6053,no,yes,
110,ff,125,2.97,5,1.918,0.2825,1.0975,no,yes,
110,ff,125,3.30,5,2.235,0.4238,1.2388,no,yes,
110,ff,125,3.63,5,2.529,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
110,ss,-40,2.97,6,0.941,0.7352,1.5502,no,yes,
110,ss,-40,3.30,6,1.255,0.6875,1.5025,no,yes,
110,ss,-40,3.63,6,1.541,0.5448,1.3598,no,yes,
110,ss,27,2.97,5,1.790,0.1014,0.9164,no,no,
110,ss,27,3.30,5,2.202,0.2487,1.0637,no,yes,
110,ss,27,3.63,5,2.604,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
110,ss,125,2.97,5,1.546,0.1374,0.9524,no,no,
110,ss,125,3.30,5,1.907,0.2165,1.0315,no,yes,
110,ss,125,3.63,5,2.258,0.2260,1.0410,no,yes,
110,fs,-40,2.97,6,1.116,0.6512,1.4662,no,yes,
110,fs,-40,3.30,6,1.381,0.5804,1.3954,no,yes,
110,fs,-40,3.63,6,1.628,0.5101,1.3251,no,yes,
110,fs,27,2.97,5,1.946,0.2441,1.0591,no,yes,
110,fs,27,3.30,5,2.327,0.3413,1.1563,no,yes,
110,fs,27,3.63,5,2.689,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
110,fs,125,2.97,5,1.714,0.1505,0.9655,no,no,
110,fs,125,3.30,5,2.049,0.3157,1.1307,no,yes,
110,fs,125,3.63,5,2.367,0.2602,1.0752,no,yes,
110,sf,-40,2.97,6,1.142,0.6239,1.4389,no,yes,
110,sf,-40,3.30,6,1.429,0.5307,1.3457,no,yes,
110,sf,-40,3.63,6,1.682,0.5169,1.3319,no,yes,
110,sf,27,2.97,6,0.991,0.8388,1.6538,no,yes,
110,sf,27,3.30,6,1.258,0.8253,1.6403,no,yes,
110,sf,27,3.63,6,1.493,0.7742,1.5892,no,yes,
110,sf,125,2.97,5,1.774,0.0835,0.8985,no,no,
110,sf,125,3.30,5,2.125,0.2806,1.0956,no,yes,
110,sf,125,3.63,5,2.452,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
115,typical,-40,2.97,6,1.198,0.5622,1.3772,no,yes,
115,typical,-40,3.30,6,1.486,0.4900,1.3050,no,yes,
115,typical,-40,3.63,6,1.743,0.5351,1.3501,no,yes,
115,typical,27,2.97,6,1.056,0.7544,1.5694,no,yes,
115,typical,27,3.30,6,1.319,0.6792,1.4942,no,yes,
115,typical,27,3.63,6,1.558,0.7126,1.5276,no,yes,
115,typical,125,2.97,5,1.833,0.1601,0.9751,no,no,
115,typical,125,3.30,5,2.189,0.2906,1.1056,no,yes,
115,typical,125,3.63,5,2.527,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
115,ff,-40,2.97,6,1.344,0.4917,1.3067,no,yes,
115,ff,-40,3.30,6,1.597,0.2672,1.0822,no,yes,
115,ff,-40,3.63,6,1.823,0.5218,1.3368,no,yes,
115,ff,27,2.97,6,1.210,0.6582,1.4732,no,yes,
115,ff,27,3.30,6,1.439,0.5907,1.4057,no,yes,
115,ff,27,3.63,6,1.647,0.6618,1.4768,no,yes,
115,ff,125,2.97,5,2.010,0.3477,1.1627,no,yes,
115,ff,125,3.30,5,2.340,0.4326,1.2476,no,yes,
115,ff,125,3.63,5,2.648,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
115,ss,-40,2.97,6,1.013,0.6617,1.4767,no,yes,
115,ss,-40,3.30,6,1.330,0.5814,1.3964,no,yes,
115,ss,-40,3.63,6,1.625,0.3979,1.2129,no,yes,
115,ss,27,,,,,,,,no single static band holds f across the supply range
115,ss,125,2.97,5,1.632,0.0358,0.8508,no,no,
115,ss,125,3.30,5,2.004,0.2196,1.0346,no,yes,
115,ss,125,3.63,5,2.369,0.1725,0.9875,no,no,
115,fs,-40,2.97,6,1.183,0.5741,1.3891,no,yes,
115,fs,-40,3.30,6,1.457,0.4426,1.2576,no,yes,
115,fs,-40,3.63,6,1.716,0.4452,1.2602,no,yes,
115,fs,27,2.97,6,1.052,0.7808,1.5958,no,yes,
115,fs,27,3.30,6,1.302,0.7400,1.5550,no,yes,
115,fs,27,3.63,6,1.535,0.6920,1.5070,no,yes,
115,fs,125,2.97,5,1.801,0.2041,1.0191,no,yes,
115,fs,125,3.30,5,2.146,0.3301,1.1451,no,yes,
115,fs,125,3.63,5,2.477,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
115,sf,-40,2.97,6,1.216,0.5365,1.3515,no,yes,
115,sf,-40,3.30,6,1.511,0.4073,1.2223,no,yes,
115,sf,-40,3.63,6,1.775,0.4666,1.2816,no,yes,
115,sf,27,2.97,6,1.059,0.7645,1.5795,no,yes,
115,sf,27,3.30,6,1.332,0.7175,1.5325,no,yes,
115,sf,27,3.63,6,1.575,0.6476,1.4626,no,yes,
115,sf,125,2.97,5,1.864,0.1340,0.9490,no,no,
115,sf,125,3.30,5,2.227,0.2773,1.0923,no,yes,
115,sf,125,3.63,5,2.568,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
120,typical,-40,2.97,6,1.263,0.4835,1.2985,no,yes,
120,typical,-40,3.30,6,1.561,0.3779,1.1929,no,yes,
120,typical,-40,3.63,6,1.830,0.5015,1.3165,no,yes,
120,typical,27,2.97,6,1.120,0.6758,1.4908,no,yes,
120,typical,27,3.30,6,1.390,0.5723,1.3873,no,yes,
120,typical,27,3.63,6,1.637,0.5860,1.4010,no,yes,
120,typical,125,2.97,5,1.919,0.2130,1.0280,no,yes,
120,typical,125,3.30,5,2.287,0.2869,1.1019,no,yes,
120,typical,125,3.63,5,2.639,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
120,ff,-40,2.97,6,1.414,0.4096,1.2246,no,yes,
120,ff,-40,3.30,6,1.676,0.1843,0.9993,no,no,
120,ff,-40,3.63,6,1.911,0.4745,1.2895,no,yes,
120,ff,27,2.97,6,1.272,0.5797,1.3947,no,yes,
120,ff,27,3.30,6,1.514,0.4726,1.2876,no,yes,
120,ff,27,3.63,6,1.730,0.6059,1.4209,no,yes,
120,ff,125,2.97,6,1.091,0.8269,1.6419,no,yes,
120,ff,125,3.30,6,1.307,0.8806,1.6956,no,yes,
120,ff,125,3.63,6,1.503,0.8717,1.6867,no,yes,
120,ss,-40,2.97,6,1.085,0.5882,1.4032,no,yes,
120,ss,-40,3.30,6,1.405,0.4752,1.2902,no,yes,
120,ss,-40,3.63,6,1.710,0.3362,1.1512,no,yes,
120,ss,27,2.97,6,0.936,0.8007,1.6157,no,yes,
120,ss,27,3.30,6,1.235,0.7956,1.6106,no,yes,
120,ss,27,3.63,6,1.511,0.7191,1.5341,no,yes,
120,ss,125,2.97,5,1.718,0.0495,0.8645,no,no,
120,ss,125,3.30,5,2.102,0.2227,1.0377,no,yes,
120,ss,125,3.63,5,2.476,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
120,fs,-40,2.97,6,1.248,0.5011,1.3161,no,yes,
120,fs,-40,3.30,6,1.531,0.3082,1.1232,no,yes,
120,fs,-40,3.63,6,1.805,0.4108,1.2258,no,yes,
120,fs,27,2.97,6,1.113,0.7061,1.5211,no,yes,
120,fs,27,3.30,6,1.371,0.6328,1.4478,no,yes,
120,fs,27,3.63,6,1.611,0.5686,1.3836,no,yes,
120,fs,125,2.97,5,1.884,0.2556,1.0706,no,yes,
120,fs,125,3.30,5,2.242,0.3442,1.1592,no,yes,
120,fs,125,3.63,5,2.587,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
120,sf,-40,2.97,6,1.284,0.4574,1.2724,no,yes,
120,sf,-40,3.30,6,1.589,0.2901,1.1051,no,yes,
120,sf,-40,3.63,6,1.863,0.4188,1.2338,no,yes,
120,sf,27,2.97,6,1.127,0.6902,1.5052,no,yes,
120,sf,27,3.30,6,1.406,0.6096,1.4246,no,yes,
120,sf,27,3.63,6,1.656,0.5289,1.3439,no,yes,
120,sf,125,2.97,5,1.953,0.1837,0.9987,no,no,
120,sf,125,3.30,5,2.329,0.2740,1.0890,no,yes,
120,sf,125,3.63,5,2.684,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
125,typical,-40,2.97,6,1.328,0.4050,1.2200,no,yes,
125,typical,-40,3.30,6,1.635,0.2672,1.0822,no,yes,
125,typical,-40,3.63,6,1.916,0.4687,1.2837,no,yes,
125,typical,27,2.97,6,1.184,0.5973,1.4123,no,yes,
125,typical,27,3.30,6,1.461,0.4653,1.2803,no,yes,
125,typical,27,3.63,6,1.716,0.5336,1.3486,no,yes,
125,typical,125,2.97,6,0.991,0.8853,1.7003,no,yes,
125,typical,125,3.30,6,1.240,0.9157,1.7307,no,yes,
125,typical,125,3.63,6,1.468,0.8694,1.6844,no,yes,
125,ff,-40,2.97,6,1.484,0.3276,1.1426,no,yes,
125,ff,-40,3.30,6,1.756,0.2042,1.0192,no,yes,
125,ff,-40,3.63,6,1.999,0.4272,1.2422,no,yes,
125,ff,27,2.97,6,1.334,0.5013,1.3163,no,yes,
125,ff,27,3.30,6,1.584,0.3600,1.1750,no,yes,
125,ff,27,3.63,6,1.812,0.5531,1.3681,no,yes,
125,ff,125,2.97,6,1.151,0.7482,1.5632,no,yes,
125,ff,125,3.30,6,1.373,0.7837,1.5987,no,yes,
125,ff,125,3.63,6,1.575,0.7521,1.5671,no,yes,
125,ss,-40,2.97,6,1.157,0.5147,1.3297,no,yes,
125,ss,-40,3.30,6,1.480,0.3690,1.1840,no,yes,
125,ss,-40,3.63,6,1.794,0.3100,1.1250,no,yes,
125,ss,27,2.97,6,1.000,0.7314,1.5464,no,yes,
125,ss,27,3.30,6,1.302,0.6969,1.5119,no,yes,
125,ss,27,3.63,6,1.586,0.6071,1.4221,no,yes,
125,ss,125,2.97,5,1.804,0.0934,0.9084,no,no,
125,ss,125,3.30,5,2.196,0.2257,1.0407,no,yes,
125,ss,125,3.63,5,2.583,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
125,fs,-40,2.97,6,1.311,0.4294,1.2444,no,yes,
125,fs,-40,3.30,6,1.603,0.1783,0.9933,no,no,
125,fs,-40,3.63,6,1.883,0.3800,1.1950,no,yes,
125,fs,27,2.97,6,1.174,0.6314,1.4464,no,yes,
125,fs,27,3.30,6,1.439,0.5256,1.3406,no,yes,
125,fs,27,3.63,6,1.687,0.4970,1.3120,no,yes,
125,fs,125,2.97,5,1.967,0.3070,1.1220,no,yes,
125,fs,125,3.30,5,2.338,0.3582,1.1732,no,yes,
125,fs,125,3.63,5,2.696,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
125,sf,-40,2.97,6,1.351,0.3782,1.1932,no,yes,
125,sf,-40,3.30,6,1.667,0.2027,1.0177,no,yes,
125,sf,-40,3.63,6,1.950,0.3719,1.1869,no,yes,
125,sf,27,2.97,6,1.195,0.6159,1.4309,no,yes,
125,sf,27,3.30,6,1.480,0.5018,1.3168,no,yes,
125,sf,27,3.63,6,1.738,0.4940,1.3090,no,yes,
125,sf,125,2.97,6,0.980,0.9385,1.7535,no,yes,
125,sf,125,3.30,6,1.239,0.8763,1.6913,no,yes,
125,sf,125,3.63,6,1.471,0.7599,1.5749,no,yes,
130,typical,-40,2.97,6,1.393,0.3265,1.1415,no,yes,
130,typical,-40,3.30,6,1.709,0.2485,1.0635,no,yes,
130,typical,-40,3.63,6,2.001,0.4359,1.2509,no,yes,
130,typical,27,2.97,6,1.244,0.5237,1.3387,no,yes,
130,typical,27,3.30,6,1.529,0.3613,1.1763,no,yes,
130,typical,27,3.63,6,1.795,0.4963,1.3113,no,yes,
130,typical,125,2.97,6,1.048,0.8127,1.6277,no,yes,
130,typical,125,3.30,6,1.302,0.8237,1.6387,no,yes,
130,typical,125,3.63,6,1.539,0.7552,1.5702,no,yes,
130,ff,-40,2.97,6,1.550,0.2494,1.0644,no,yes,
130,ff,-40,3.30,6,1.833,0.2236,1.0386,no,yes,
130,ff,-40,3.63,6,2.086,0.3799,1.1949,no,yes,
130,ff,27,2.97,6,1.397,0.4228,1.2378,no,yes,
130,ff,27,3.30,6,1.655,0.2561,1.0711,no,yes,
130,ff,27,3.63,6,1.890,0.5028,1.3178,no,yes,
130,ff,125,2.97,6,1.210,0.6706,1.4856,no,yes,
130,ff,125,3.30,6,1.438,0.6868,1.5018,no,yes,
130,ff,125,3.63,6,1.647,0.6324,1.4474,no,yes,
130,ss,-40,2.97,6,1.225,0.4442,1.2592,no,yes,
130,ss,-40,3.30,6,1.552,0.2673,1.0823,no,yes,
130,ss,-40,3.63,6,1.874,0.2851,1.1001,no,yes,
130,ss,27,2.97,6,1.064,0.6622,1.4772,no,yes,
130,ss,27,3.30,6,1.370,0.5981,1.4131,no,yes,
130,ss,27,3.63,6,1.661,0.5068,1.3218,no,yes,
130,ss,125,2.97,5,1.888,0.1358,0.9508,no,no,
130,ss,125,3.30,5,2.290,0.2288,1.0438,no,yes,
130,ss,125,3.63,5,2.689,unmeasured,,,,Vctrl outside the measured 0.90-2.40 V offset grid
130,fs,-40,2.97,6,1.374,0.3578,1.1728,no,yes,
130,fs,-40,3.30,6,1.675,0.1029,0.9179,no,no,
130,fs,-40,3.63,6,1.962,0.3492,1.1642,no,yes,
130,fs,27,2.97,6,1.233,0.5596,1.3746,no,yes,
130,fs,27,3.30,6,1.507,0.4192,1.2342,no,yes,
130,fs,27,3.63,6,1.763,0.4793,1.2943,no,yes,
130,fs,125,2.97,6,1.051,0.8628,1.6778,no,yes,
130,fs,125,3.30,6,1.295,0.8145,1.6295,no,yes,
130,fs,125,3.63,6,1.525,0.7563,1.5713,no,yes,
130,sf,-40,2.97,6,1.418,0.2991,1.1141,no,yes,
130,sf,-40,3.30,6,1.745,0.2218,1.0368,no,yes,
130,sf,-40,3.63,6,2.037,0.3250,1.1400,no,yes,
130,sf,27,2.97,6,1.256,0.5487,1.3637,no,yes,
130,sf,27,3.30,6,1.550,0.3994,1.2144,no,yes,
130,sf,27,3.63,6,1.819,0.4595,1.2745,no,yes,
130,sf,125,2.97,6,1.040,0.8554,1.6704,no,yes,
130,sf,125,3.30,6,1.304,0.7848,1.5998,no,yes,
130,sf,125,3.63,6,1.544,0.6335,1.4485,no,yes,
135,typical,-40,2.97,6,1.458,0.2480,1.0630,no,yes,
135,typical,-40,3.30,6,1.783,0.2533,1.0683,no,yes,
135,typical,-40,3.63,6,2.086,0.4031,1.2181,no,yes,
135,typical,27,2.97,6,1.302,0.4518,1.2668,no,yes,
135,typical,27,3.30,6,1.596,0.2609,1.0759,no,yes,
135,typical,27,3.63,6,1.870,0.4607,1.2757,no,yes,
135,typical,125,2.97,6,1.105,0.7401,1.5551,no,yes,
135,typical,125,3.30,6,1.364,0.7317,1.5467,no,yes,
135,typical,125,3.63,6,1.607,0.6443,1.4593,no,yes,
135,ff,-40,2.97,6,1.616,0.1724,0.9874,no,no,
135,ff,-40,3.30,6,1.908,0.2425,1.0575,no,yes,
135,ff,-40,3.63,6,2.173,0.3334,1.1484,no,yes,
135,ff,27,2.97,6,1.459,0.3444,1.1594,no,yes,
135,ff,27,3.30,6,1.726,0.2670,1.0820,no,yes,
135,ff,27,3.63,6,1.968,0.4525,1.2675,no,yes,
135,ff,125,2.97,6,1.265,0.5980,1.4130,no,yes,
135,ff,125,3.30,6,1.504,0.5902,1.4052,no,yes,
135,ff,125,3.63,6,1.720,0.5914,1.4064,no,yes,
135,ss,-40,2.97,6,1.290,0.3783,1.1933,no,yes,
135,ss,-40,3.30,6,1.623,0.1674,0.9824,no,no,
135,ss,-40,3.63,6,1.955,0.2602,1.0752,no,yes,
135,ss,27,2.97,6,1.128,0.5930,1.4080,no,yes,
