corner,temp_c,vdd,vc,d,corner_id,qnet2,qnet,width_up,width_dn,q_zero,verdict
sf,-40.0,2.97,v2p40,d0,sf_-40c_2.97v_v2p40_d0,-3.64367e-15,-1.82184e-15,1.57724e-09,1.60056e-09,-1.82184e-15,PASS
sf,-40.0,2.97,v2p40,d1n,sf_-40c_2.97v_v2p40_d1n,5.56689e-15,2.78344e-15,2.52173e-09,1.54442e-09,not measured,PASS
sf,-40.0,3.3,v0p90,d-1n,sf_-40c_3.30v_v0p90_d-1n,-2.29599e-14,-1.148e-14,1.4298e-09,2.45201e-09,not measured,PASS
sf,-40.0,3.3,v0p90,d0,sf_-40c_3.30v_v0p90_d0,-1.12589e-14,-5.62943e-15,1.44696e-09,1.46865e-09,-5.62943e-15,PASS
sf,-40.0,3.3,v0p90,d1n,sf_-40c_3.30v_v0p90_d1n,-5.94826e-15,-2.97413e-15,2.42863e-09,1.44953e-09,not measured,PASS
sf,-40.0,3.3,v1p65,d-1n,sf_-40c_3.30v_v1p65_d-1n,-1.33905e-14,-6.69526e-15,1.4306e-09,2.4504e-09,not measured,PASS
sf,-40.0,3.3,v1p65,d0,sf_-40c_3.30v_v1p65_d0,-1.96464e-15,-9.82322e-16,1.44148e-09,1.461e-09,-9.82322e-16,PASS
sf,-40.0,3.3,v1p65,d1n,sf_-40c_3.30v_v1p65_d1n,6.40836e-15,3.20418e-15,2.40963e-09,1.42833e-09,not measured,PASS
sf,-40.0,3.3,v2p40,d-1n,sf_-40c_3.30v_v2p40_d-1n,-1.28904e-14,-6.44518e-15,1.43292e-09,2.45809e-09,not measured,PASS
sf,-40.0,3.3,v2p40,d0,sf_-40c_3.30v_v2p40_d0,-3.70716e-15,-1.85358e-15,1.43955e-09,1.46445e-09,-1.85358e-15,PASS
sf,-40.0,3.3,v2p40,d1n,sf_-40c_3.30v_v2p40_d1n,6.53052e-15,3.26526e-15,2.39422e-09,1.41835e-09,not measured,PASS
sf,-40.0,3.63,v0p90,d-1n,sf_-40c_3.63v_v0p90_d-1n,-2.75835e-14,-1.37917e-14,1.33766e-09,2.35945e-09,not measured,PASS
sf,-40.0,3.63,v0p90,d0,sf_-40c_3.63v_v0p90_d0,-1.47882e-14,-7.39409e-15,1.35436e-09,1.37578e-09,-7.39409e-15,PASS
sf,-40.0,3.63,v0p90,d1n,sf_-40c_3.63v_v0p90_d1n,-1.07452e-14,-5.3726e-15,2.33597e-09,1.35632e-09,not measured,PASS
sf,-40.0,3.63,v1p65,d-1n,sf_-40c_3.63v_v1p65_d-1n,-1.74526e-14,-8.72629e-15,1.33823e-09,2.3593e-09,not measured,PASS
sf,-40.0,3.63,v1p65,d0,sf_-40c_3.63v_v1p65_d0,-5.47043e-15,-2.73521e-15,1.35052e-09,1.37134e-09,-2.73521e-15,PASS
sf,-40.0,3.63,v1p65,d1n,sf_-40c_3.63v_v1p65_d1n,3.03833e-15,1.51917e-15,2.3211e-09,1.34092e-09,not measured,PASS
sf,-40.0,3.63,v2p40,d-1n,sf_-40c_3.63v_v2p40_d-1n,-1.28634e-14,-6.43168e-15,1.33936e-09,2.36256e-09,not measured,PASS
sf,-40.0,3.63,v2p40,d0,sf_-40c_3.63v_v2p40_d0,-1.35574e-15,-6.7787e-16,1.3466e-09,1.36947e-09,-6.7787e-16,PASS
sf,-40.0,3.63,v2p40,d1n,sf_-40c_3.63v_v2p40_d1n,8.09752e-15,4.04876e-15,2.30532e-09,1.32707e-09,not measured,PASS
sf,27.0,2.97,v0p90,d-1n,sf_27c_2.97v_v0p90_d-1n,-2.04014e-14,-1.02007e-14,1.80245e-09,2.82809e-09,not measured,PASS
sf,27.0,2.97,v0p90,d0,sf_27c_2.97v_v0p90_d0,-8.64324e-15,-4.32162e-15,1.82449e-09,1.84952e-09,-4.32162e-15,PASS
sf,27.0,2.97,v0p90,d1n,sf_27c_2.97v_v0p90_d1n,-1.98628e-15,-9.93138e-16,2.79505e-09,1.81924e-09,not measured,PASS
sf,27.0,2.97,v1p65,d-1n,sf_27c_2.97v_v1p65_d-1n,-1.17206e-14,-5.8603e-15,1.80366e-09,2.82809e-09,not measured,PASS
sf,27.0,2.97,v1p65,d0,sf_27c_2.97v_v1p65_d0,-1.17763e-15,-5.88817e-16,1.81686e-09,1.84083e-09,-5.88817e-16,PASS
sf,27.0,2.97,v1p65,d1n,sf_27c_2.97v_v1p65_d1n,8.21185e-15,4.10593e-15,2.77077e-09,1.7937e-09,not measured,PASS
sf,27.0,2.97,v2p40,d-1n,sf_27c_2.97v_v2p40_d-1n,-1.28396e-14,-6.4198e-15,1.81854e-09,2.84226e-09,not measured,PASS
sf,27.0,2.97,v2p40,d0,sf_27c_2.97v_v2p40_d0,-3.99209e-15,-1.99604e-15,1.82878e-09,1.85242e-09,-1.99604e-15,PASS
sf,27.0,2.97,v2p40,d1n,sf_27c_2.97v_v2p40_d1n,5.7072e-15,2.8536e-15,2.7614e-09,1.78425e-09,not measured,PASS
sf,27.0,3.3,v0p90,d-1n,sf_27c_3.30v_v0p90_d-1n,-2.44322e-14,-1.22161e-14,1.64971e-09,2.67537e-09,not measured,PASS
sf,27.0,3.3,v0p90,d0,sf_27c_3.30v_v0p90_d0,-1.21189e-14,-6.05947e-15,1.67197e-09,1.69703e-09,-6.05947e-15,PASS
sf,27.0,3.3,v0p90,d1n,sf_27c_3.30v_v0p90_d1n,-6.44973e-15,-3.22486e-15,2.6457e-09,1.66977e-09,not measured,PASS
sf,27.0,3.3,v1p65,d-1n,sf_27c_3.30v_v1p65_d-1n,-1.48282e-14,-7.41412e-15,1.65039e-09,2.67579e-09,not measured,PASS
sf,27.0,3.3,v1p65,d0,sf_27c_3.30v_v1p65_d0,-2.69147e-15,-1.34573e-15,1.66388e-09,1.68898e-09,-1.34573e-15,PASS
sf,27.0,3.3,v1p65,d1n,sf_27c_3.30v_v1p65_d1n,6.36741e-15,3.18371e-15,2.62467e-09,1.64874e-09,not measured,PASS
sf,27.0,3.3,v2p40,d-1n,sf_27c_3.30v_v2p40_d-1n,-1.23483e-14,-6.17414e-15,1.65449e-09,2.68237e-09,not measured,PASS
sf,27.0,3.3,v2p40,d0,sf_27c_3.30v_v2p40_d0,-3.23811e-15,-1.61905e-15,1.66384e-09,1.69105e-09,-1.61905e-15,PASS
sf,27.0,3.3,v2p40,d1n,sf_27c_3.30v_v2p40_d1n,7.04083e-15,3.52041e-15,2.60729e-09,1.63333e-09,not measured,PASS
sf,27.0,3.63,v0p90,d-1n,sf_27c_3.63v_v0p90_d-1n,-2.76642e-14,-1.38321e-14,1.53576e-09,2.5604e-09,not measured,PASS
sf,27.0,3.63,v0p90,d0,sf_27c_3.63v_v0p90_d0,-1.4967e-14,-7.48351e-15,1.55874e-09,1.58293e-09,-7.48351e-15,PASS
sf,27.0,3.63,v0p90,d1n,sf_27c_3.63v_v0p90_d1n,-9.91766e-15,-4.95883e-15,2.53453e-09,1.55756e-09,not measured,PASS
sf,27.0,3.63,v1p65,d-1n,sf_27c_3.63v_v1p65_d-1n,-1.89153e-14,-9.45763e-15,1.53737e-09,2.56373e-09,not measured,PASS
sf,27.0,3.63,v1p65,d0,sf_27c_3.63v_v1p65_d0,-5.59639e-15,-2.79819e-15,1.55139e-09,1.57746e-09,-2.79819e-15,PASS
sf,27.0,3.63,v1p65,d1n,sf_27c_3.63v_v1p65_d1n,2.13894e-15,1.06947e-15,2.51611e-09,1.54096e-09,not measured,PASS
sf,27.0,3.63,v2p40,d-1n,sf_27c_3.63v_v2p40_d-1n,-1.22927e-14,-6.14636e-15,1.53796e-09,2.56621e-09,not measured,PASS
sf,27.0,3.63,v2p40,d0,sf_27c_3.63v_v2p40_d0,-2.14353e-15,-1.07176e-15,1.54705e-09,1.57495e-09,-1.07176e-15,PASS
sf,27.0,3.63,v2p40,d1n,sf_27c_3.63v_v2p40_d1n,8.02926e-15,4.01463e-15,2.4975e-09,1.52407e-09,not measured,PASS
sf,125.0,2.97,v0p90,d-1n,sf_125c_2.97v_v0p90_d-1n,-2.15535e-14,-1.07767e-14,2.14265e-09,3.17542e-09,not measured,PASS
sf,125.0,2.97,v0p90,d0,sf_125c_2.97v_v0p90_d0,-1.0013e-14,-5.00651e-15,2.17205e-09,2.20425e-09,-5.00651e-15,PASS
sf,125.0,2.97,v0p90,d1n,sf_125c_2.97v_v0p90_d1n,-2.46359e-15,-1.2318e-15,3.13538e-09,2.16631e-09,not measured,PASS
sf,125.0,2.97,v1p65,d-1n,sf_125c_2.97v_v1p65_d-1n,-1.26531e-14,-6.32656e-15,2.14404e-09,3.17753e-09,not measured,PASS
sf,125.0,2.97,v1p65,d0,sf_125c_2.97v_v1p65_d0,-1.48445e-16,-7.42223e-17,2.16164e-09,2.19471e-09,-7.42223e-17,PASS
sf,125.0,2.97,v1p65,d1n,sf_125c_2.97v_v1p65_d1n,8.44277e-15,4.22138e-15,3.10436e-09,2.13615e-09,not measured,PASS
sf,125.0,2.97,v2p40,d-1n,sf_125c_2.97v_v2p40_d-1n,-1.40486e-14,-7.02431e-15,2.16921e-09,3.19033e-09,not measured,PASS
sf,125.0,2.97,v2p40,d0,sf_125c_2.97v_v2p40_d0,-4.17888e-15,-2.08944e-15,2.18168e-09,2.20277e-09,-2.08944e-15,PASS
sf,125.0,2.97,v2p40,d1n,sf_125c_2.97v_v2p40_d1n,5.1841e-15,2.59205e-15,3.10193e-09,2.12184e-09,not measured,PASS
sf,125.0,3.3,v0p90,d-1n,sf_125c_3.30v_v0p90_d-1n,-2.54655e-14,-1.27327e-14,1.96374e-09,2.99496e-09,not measured,PASS
sf,125.0,3.3,v0p90,d0,sf_125c_3.30v_v0p90_d0,-1.25044e-14,-6.25221e-15,1.99303e-09,2.02373e-09,-6.25221e-15,PASS
sf,125.0,3.3,v0p90,d1n,sf_125c_3.30v_v0p90_d1n,-6.99658e-15,-3.49829e-15,2.96035e-09,1.98967e-09,not measured,PASS
sf,125.0,3.3,v1p65,d-1n,sf_125c_3.30v_v1p65_d-1n,-1.56883e-14,-7.84417e-15,1.96469e-09,2.99876e-09,not measured,PASS
sf,125.0,3.3,v1p65,d0,sf_125c_3.30v_v1p65_d0,-3.23114e-15,-1.61557e-15,1.98279e-09,2.01642e-09,-1.61557e-15,PASS
sf,125.0,3.3,v1p65,d1n,sf_125c_3.30v_v1p65_d1n,6.15088e-15,3.07544e-15,2.9334e-09,1.96586e-09,not measured,PASS
sf,125.0,3.3,v2p40,d-1n,sf_125c_3.30v_v2p40_d-1n,-1.27306e-14,-6.36532e-15,1.97407e-09,3.00292e-09,not measured,PASS
sf,125.0,3.3,v2p40,d0,sf_125c_3.30v_v2p40_d0,-2.83407e-15,-1.41704e-15,1.98706e-09,2.01548e-09,-1.41704e-15,PASS
sf,125.0,3.3,v2p40,d1n,sf_125c_3.30v_v2p40_d1n,8.13435e-15,4.06718e-15,2.91815e-09,1.94556e-09,not measured,PASS
sf,125.0,3.63,v0p90,d-1n,sf_125c_3.63v_v0p90_d-1n,-2.88884e-14,-1.44442e-14,1.82606e-09,2.85522e-09,not measured,PASS
sf,125.0,3.63,v0p90,d0,sf_125c_3.63v_v0p90_d0,-1.59083e-14,-7.95414e-15,1.8553e-09,1.88393e-09,-7.95414e-15,PASS
sf,125.0,3.63,v0p90,d1n,sf_125c_3.63v_v0p90_d1n,-1.06855e-14,-5.34274e-15,2.82588e-09,1.85296e-09,not measured,PASS
sf,125.0,3.63,v1p65,d-1n,sf_125c_3.63v_v1p65_d-1n,-2.13099e-14,-1.06549e-14,1.82696e-09,2.86101e-09,not measured,PASS
sf,125.0,3.63,v1p65,d0,sf_125c_3.63v_v1p65_d0,-5.3392e-15,-2.6696e-15,1.84587e-09,1.8796e-09,-2.6696e-15,PASS
sf,125.0,3.63,v1p65,d1n,sf_125c_3.63v_v1p65_d1n,2.4343e-15,1.21715e-15,2.80184e-09,1.83429e-09,not measured,PASS
sf,125.0,3.63,v2p40,d-1n,sf_125c_3.63v_v2p40_d-1n,-1.30596e-14,-6.5298e-15,1.8291e-09,2.86289e-09,not measured,PASS
sf,125.0,3.63,v2p40,d0,sf_125c_3.63v_v2p40_d0,-2.41754e-16,-1.20877e-16,1.84168e-09,1.87523e-09,-1.20877e-16,PASS
sf,125.0,3.63,v2p40,d1n,sf_125c_3.63v_v2p40_d1n,7.73751e-15,3.86875e-15,2.78173e-09,1.81372e-09,not measured,PASS
