# campaign: vco-tuning-range
# record_id: 20260731-175947-0a12e6c
# generated_utc: 2026-07-31T18:00:13Z
# pdk_variant: gf180mcuD
# pdk_open_pdks_hash: c6d73a35f524070e85faff4a6a9eef49553ebc2b
# pdk_root: /Users/rwalters/.volare/gf180mcuD
# model_file: libs.tech/ngspice/sm141064.ngspice (+ sm141064_mim.ngspice via mimcap_* sections)
# switches: design.ngspice defaults (sw_stat_global=0, sw_stat_mismatch=0 -> nominal skew, no Monte Carlo)
# simulator: ngspice-46
# netlist: design/vco.sch -> sim/vco-tuning-range/netlist-snapshots/20260731-175947-0a12e6c.spice
# corners: 7 bundles{typical,ff,ss,fs,sf,all-slow,all-fast} x temp{-40,27,125}C x vdd{2.97,3.30,3.63}V x band{0..7} x vctrl{0.9..2.7 in 0.3V} = 3528 points
# dut: 5-stage current-starved single-ended CMOS ring VCO (DR-001 Decision 2),
#   3-bit band select via three cascaded switched-ratio mirror stages
#   (x1.65 / x1.65^2 / x1.65^4), fine control by a source-degenerated V->I
#   converter offset by a 2*Vgs reference so I_sum ~ (Vctrl + Voff)/Rdeg.
#   Topology and sizing rationale: design/README.md.
# fosc_hz: measured at the buffered output CLK over 4 whole cycles after tsettle
# isupply_a: average current out of that instance's own VDD_VCO ammeter over
#   the measurement window (whole block: bias + ring + output buffer + decap)
# bundles: typical/ff/ss/fs/sf are MOS-only (res_typical, moscap_typical);
#   all-slow = ss+res_ss+moscap_ss ; all-fast = ff+res_ff+moscap_ff
bundle,temp_c,vdd_v,band,vctrl_v,fosc_hz,isupply_a
all-slow,27,3.63,4,2.1,4.17365e+07,0.000119523
all-slow,27,3.63,4,2.4,4.68909e+07,0.000130792
all-slow,27,3.63,4,2.7,5.24213e+07,0.000143733
all-slow,27,3.63,5,0.9,3.73497e+07,0.000104836
all-slow,27,3.63,5,1.2,4.45615e+07,0.000118564
all-slow,27,3.63,5,1.5,5.25818e+07,0.000134976
all-slow,27,3.63,5,1.8,6.11061e+07,0.000151749
all-slow,27,3.63,5,2.1,7.0002e+07,0.00016834
all-slow,27,3.63,5,2.4,7.92564e+07,0.000186175
all-slow,27,3.63,5,2.7,8.88111e+07,0.000205873
all-slow,27,3.63,6,0.9,6.46475e+07,0.000145659
all-slow,27,3.63,6,1.2,7.76499e+07,0.000168355
all-slow,27,3.63,6,1.5,9.21869e+07,0.000192121
all-slow,27,3.63,6,1.8,1.07744e+08,0.000217576
all-slow,27,3.63,6,2.1,1.24022e+08,0.000243455
all-slow,27,3.63,6,2.4,1.41044e+08,0.000270482
all-slow,27,3.63,6,2.7,1.58829e+08,0.000298088
all-slow,27,3.63,7,0.9,1.10193e+08,0.000214946
all-slow,27,3.63,7,1.2,1.33295e+08,0.000250649
all-slow,27,3.63,7,1.5,1.59178e+08,0.000291392
all-slow,27,3.63,7,1.8,1.86688e+08,0.000328153
all-slow,27,3.63,7,2.1,2.15274e+08,0.00036891
all-slow,27,3.63,7,2.4,2.44687e+08,0.000409899
all-slow,27,3.63,7,2.7,2.74469e+08,0.000451947
all-slow,125,2.97,0,0.9,3990910,4.32108e-05
all-slow,125,2.97,0,1.2,4735330,4.67626e-05
all-slow,125,2.97,0,1.5,5551510,5.07734e-05
all-slow,125,2.97,0,1.8,6396720,5.56874e-05
all-slow,125,2.97,0,2.1,7265130,6.03092e-05
all-slow,125,2.97,0,2.4,7998010,6.42481e-05
all-slow,125,2.97,0,2.7,9079320,6.93015e-05
all-slow,125,2.97,1,0.9,6559880,5.15723e-05
all-slow,125,2.97,1,1.2,7800000,5.61764e-05
all-slow,125,2.97,1,1.5,9153140,6.1678e-05
all-slow,125,2.97,1,1.8,1.05582e+07,6.79325e-05
all-slow,125,2.97,1,2.1,1.20318e+07,7.4527e-05
all-slow,125,2.97,1,2.4,1.35358e+07,8.01526e-05
all-slow,125,2.97,1,2.7,1.50828e+07,8.64832e-05
all-slow,125,2.97,2,0.9,1.09855e+07,5.73182e-05
all-slow,125,2.97,2,1.2,1.31135e+07,6.3352e-05
all-slow,125,2.97,2,1.5,1.54265e+07,6.98877e-05
all-slow,125,2.97,2,1.8,1.78833e+07,7.74558e-05
all-slow,125,2.97,2,2.1,2.04361e+07,8.48324e-05
all-slow,125,2.97,2,2.4,2.30557e+07,9.36438e-05
all-slow,125,2.97,2,2.7,2.57438e+07,0.000100184
all-slow,125,2.97,3,0.9,1.83578e+07,7.29786e-05
all-slow,125,2.97,3,1.2,2.19974e+07,8.18574e-05
all-slow,125,2.97,3,1.5,2.59827e+07,9.25462e-05
all-slow,125,2.97,3,1.8,3.02382e+07,0.000103319
all-slow,125,2.97,3,2.1,3.46453e+07,0.000113937
all-slow,125,2.97,3,2.4,3.92504e+07,0.000125264
all-slow,125,2.97,3,2.7,4.40243e+07,0.000135651
all-slow,125,2.97,4,0.9,3.26927e+07,8.11979e-05
all-slow,125,2.97,4,1.2,3.93434e+07,9.27395e-05
all-slow,125,2.97,4,1.5,4.67003e+07,0.0001038
all-slow,125,2.97,4,1.8,5.45364e+07,0.00011639
all-slow,125,2.97,4,2.1,6.2723e+07,0.000128994
all-slow,125,2.97,4,2.4,7.1277e+07,0.000140647
all-slow,125,2.97,4,2.7,8.01741e+07,0.000154141
all-slow,125,2.97,5,0.9,5.60901e+07,0.000112915
all-slow,125,2.97,5,1.2,6.7868e+07,0.000128841
all-slow,125,2.97,5,1.5,8.08939e+07,0.000146945
all-slow,125,2.97,5,1.8,9.47156e+07,0.000165549
all-slow,125,2.97,5,2.1,1.09157e+08,0.000183589
all-slow,125,2.97,5,2.4,1.23941e+08,0.000203525
all-slow,125,2.97,5,2.7,1.39004e+08,0.000222548
all-slow,125,2.97,6,0.9,9.88659e+07,0.000157019
all-slow,125,2.97,6,1.2,1.19755e+08,0.000182256
all-slow,125,2.97,6,1.5,1.42399e+08,0.000208882
all-slow,125,2.97,6,1.8,1.65889e+08,0.000237359
all-slow,125,2.97,6,2.1,1.89647e+08,0.000262951
all-slow,125,2.97,6,2.4,2.1345e+08,0.000290291
all-slow,125,2.97,6,2.7,2.37063e+08,0.000317494
all-slow,125,2.97,7,0.9,1.70477e+08,0.000234976
all-slow,125,2.97,7,1.2,2.04044e+08,0.000273176
all-slow,125,2.97,7,1.5,2.39169e+08,0.000310895
all-slow,125,2.97,7,1.8,2.74264e+08,0.00035365
all-slow,125,2.97,7,2.1,3.08568e+08,0.000391816
all-slow,125,2.97,7,2.4,3.41774e+08,0.000431991
all-slow,125,2.97,7,2.7,3.73616e+08,0.000469838
all-slow,125,3.30,0,0.9,3581470,4.62573e-05
all-slow,125,3.30,0,1.2,4236440,5.0049e-05
all-slow,125,3.30,0,1.5,4941090,5.44214e-05
all-slow,125,3.30,0,1.8,5673720,5.9032e-05
all-slow,125,3.30,0,2.1,6432080,6.42377e-05
all-slow,125,3.30,0,2.4,7197500,6.80448e-05
all-slow,125,3.30,0,2.7,7981120,7.30446e-05
all-slow,125,3.30,1,0.9,5833580,5.45793e-05
all-slow,125,3.30,1,1.2,6901260,6.02533e-05
all-slow,125,3.30,1,1.5,8069180,6.57673e-05
all-slow,125,3.30,1,1.8,9271080,7.17233e-05
all-slow,125,3.30,1,2.1,1.05357e+07,7.80905e-05
all-slow,125,3.30,1,2.4,1.18058e+07,8.45876e-05
all-slow,125,3.30,1,2.7,1.31054e+07,9.05297e-05
all-slow,125,3.30,2,0.9,9689840,6.17255e-05
all-slow,125,3.30,2,1.2,1.1499e+07,6.72142e-05
all-slow,125,3.30,2,1.5,1.3481e+07,7.46819e-05
all-slow,125,3.30,2,1.8,1.55561e+07,8.16623e-05
all-slow,125,3.30,2,2.1,1.76879e+07,8.91856e-05
all-slow,125,3.30,2,2.4,1.98895e+07,9.68091e-05
all-slow,125,3.30,2,2.7,2.21484e+07,0.000103996
all-slow,125,3.30,3,0.9,1.59803e+07,7.81774e-05
all-slow,125,3.30,3,1.2,1.90424e+07,8.67574e-05
all-slow,125,3.30,3,1.5,2.23885e+07,9.70163e-05
all-slow,125,3.30,3,1.8,2.58929e+07,0.0001082
all-slow,125,3.30,3,2.1,2.95572e+07,0.000118689
all-slow,125,3.30,3,2.4,3.33481e+07,0.000130403
all-slow,125,3.30,3,2.7,3.72791e+07,0.000141666
all-slow,125,3.30,4,0.9,2.81573e+07,8.63452e-05
all-slow,125,3.30,4,1.2,3.36558e+07,9.73705e-05
all-slow,125,3.30,4,1.5,3.97201e+07,0.000109889
all-slow,125,3.30,4,1.8,4.61367e+07,0.000121891
all-slow,125,3.30,4,2.1,5.28422e+07,0.00013509
all-slow,125,3.30,4,2.4,5.98168e+07,0.000146647
all-slow,125,3.30,4,2.7,6.70959e+07,0.000160207
all-slow,125,3.30,5,0.9,4.75101e+07,0.000117826
all-slow,125,3.30,5,1.2,5.71243e+07,0.000135722
all-slow,125,3.30,5,1.5,6.77994e+07,0.000153205
all-slow,125,3.30,5,1.8,7.91787e+07,0.000172326
all-slow,125,3.30,5,2.1,9.12087e+07,0.000190413
all-slow,125,3.30,5,2.4,1.0368e+08,0.000211561
all-slow,125,3.30,5,2.7,1.16532e+08,0.000231359
all-slow,125,3.30,6,0.9,8.31234e+07,0.000165394
all-slow,125,3.30,6,1.2,1.00704e+08,0.000189612
all-slow,125,3.30,6,1.5,1.20131e+08,0.000217245
all-slow,125,3.30,6,1.8,1.40747e+08,0.000245408
all-slow,125,3.30,6,2.1,1.62093e+08,0.000274045
all-slow,125,3.30,6,2.4,1.83906e+08,0.000304402
all-slow,125,3.30,6,2.7,2.06032e+08,0.000332482
all-slow,125,3.30,7,0.9,1.45159e+08,0.000244023
all-slow,125,3.30,7,1.2,1.75555e+08,0.000284353
all-slow,125,3.30,7,1.5,2.08255e+08,0.000326556
all-slow,125,3.30,7,1.8,2.41857e+08,0.000369447
all-slow,125,3.30,7,2.1,2.7555e+08,0.000412328
all-slow,125,3.30,7,2.4,3.08922e+08,0.000452415
all-slow,125,3.30,7,2.7,3.41543e+08,0.000497765
all-slow,125,3.63,0,0.9,3300780,5.01119e-05
all-slow,125,3.63,0,1.2,3888460,5.36058e-05
all-slow,125,3.63,0,1.5,4521830,5.89919e-05
all-slow,125,3.63,0,1.8,5176240,6.25868e-05
all-slow,125,3.63,0,2.1,5850210,6.75354e-05
all-slow,125,3.63,0,2.4,6532590,7.1761e-05
all-slow,125,3.63,0,2.7,7240780,7.79382e-05
all-slow,125,3.63,1,0.9,5329220,5.81153e-05
all-slow,125,3.63,1,1.2,6285410,6.33e-05
all-slow,125,3.63,1,1.5,7313400,6.94322e-05
all-slow,125,3.63,1,1.8,8385790,7.60241e-05
all-slow,125,3.63,1,2.1,9491810,8.24405e-05
all-slow,125,3.63,1,2.4,1.06104e+07,8.89254e-05
all-slow,125,3.63,1,2.7,1.17483e+07,9.57395e-05
all-slow,125,3.63,2,0.9,8797590,6.45339e-05
all-slow,125,3.63,2,1.2,1.0396e+07,7.17373e-05
all-slow,125,3.63,2,1.5,1.21386e+07,7.91497e-05
all-slow,125,3.63,2,1.8,1.39328e+07,8.67304e-05
all-slow,125,3.63,2,2.1,1.58191e+07,9.40582e-05
all-slow,125,3.63,2,2.4,1.77427e+07,0.000102134
all-slow,125,3.63,2,2.7,1.96877e+07,0.000109977
all-slow,125,3.63,3,0.9,1.43584e+07,8.2893e-05
all-slow,125,3.63,3,1.2,1.70306e+07,9.20361e-05
all-slow,125,3.63,3,1.5,1.99114e+07,0.000102073
all-slow,125,3.63,3,1.8,2.29486e+07,0.000113402
all-slow,125,3.63,3,2.1,2.61267e+07,0.000124567
all-slow,125,3.63,3,2.4,2.9353e+07,0.000135735
all-slow,125,3.63,3,2.7,3.26953e+07,0.000147624
all-slow,125,3.63,4,0.9,2.51161e+07,9.24023e-05
all-slow,125,3.63,4,1.2,2.98604e+07,0.000102983
all-slow,125,3.63,4,1.5,3.50542e+07,0.000116058
all-slow,125,3.63,4,1.8,4.05214e+07,0.000128695
all-slow,125,3.63,4,2.1,4.62306e+07,0.000141255
all-slow,125,3.63,4,2.4,5.2095e+07,0.000154431
all-slow,125,3.63,4,2.7,5.82633e+07,0.000167939
all-slow,125,3.63,5,0.9,4.17946e+07,0.000124548
all-slow,125,3.63,5,1.2,4.99554e+07,0.000141753
all-slow,125,3.63,5,1.5,5.89334e+07,0.000159124
all-slow,125,3.63,5,1.8,6.85257e+07,0.000178406
all-slow,125,3.63,5,2.1,7.86118e+07,0.000198976
all-slow,125,3.63,5,2.4,8.90857e+07,0.000218963
all-slow,125,3.63,5,2.7,9.99493e+07,0.000237899
all-slow,125,3.63,6,0.9,7.22525e+07,0.000173685
all-slow,125,3.63,6,1.2,8.70571e+07,0.00019981
all-slow,125,3.63,6,1.5,1.03558e+08,0.000226952
all-slow,125,3.63,6,1.8,1.21206e+08,0.000253895
all-slow,125,3.63,6,2.1,1.39731e+08,0.000285449
all-slow,125,3.63,6,2.4,1.58922e+08,0.000315007
all-slow,125,3.63,6,2.7,1.78581e+08,0.000344677
all-slow,125,3.63,7,0.9,1.25319e+08,0.000257387
all-slow,125,3.63,7,1.2,1.51839e+08,0.000296673
all-slow,125,3.63,7,1.5,1.80324e+08,0.000338084
all-slow,125,3.63,7,1.8,2.11567e+08,0.000384968
all-slow,125,3.63,7,2.1,2.4296e+08,0.000429616
all-slow,125,3.63,7,2.4,2.74686e+08,0.000474337
all-slow,125,3.63,7,2.7,3.06366e+08,0.00052057
ff,-40,2.97,0,0.9,4042050,4.25782e-05
ff,-40,2.97,0,1.2,4904500,4.57695e-05
ff,-40,2.97,0,1.5,5800620,5.07614e-05
ff,-40,2.97,0,1.8,6714280,5.5527e-05
ff,-40,2.97,0,2.1,7655950,5.95071e-05
ff,-40,2.97,0,2.4,8598530,6.54415e-05
ff,-40,2.97,0,2.7,9554990,7.02782e-05
ff,-40,2.97,1,0.9,6502100,4.87819e-05
ff,-40,2.97,1,1.2,7894620,5.47942e-05
ff,-40,2.97,1,1.5,9214780,6.13738e-05
ff,-40,2.97,1,1.8,1.08305e+07,6.91294e-05
ff,-40,2.97,1,2.1,1.23693e+07,7.34481e-05
ff,-40,2.97,1,2.4,1.38934e+07,8.10245e-05
ff,-40,2.97,1,2.7,1.54617e+07,8.80677e-05
ff,-40,2.97,2,0.9,1.09464e+07,5.59262e-05
ff,-40,2.97,2,1.2,1.32927e+07,6.31717e-05
ff,-40,2.97,2,1.5,1.57399e+07,7.0691e-05
ff,-40,2.97,2,1.8,1.82842e+07,7.86098e-05
ff,-40,2.97,2,2.1,2.08946e+07,8.58834e-05
ff,-40,2.97,2,2.4,2.35407e+07,9.35331e-05
ff,-40,2.97,2,2.7,2.625e+07,0.000102732
ff,-40,2.97,3,0.9,1.76996e+07,7.11862e-05
ff,-40,2.97,3,1.2,2.15418e+07,8.25323e-05
ff,-40,2.97,3,1.5,2.56313e+07,9.28519e-05
ff,-40,2.97,3,1.8,2.98789e+07,0.000104445
ff,-40,2.97,3,2.1,3.41514e+07,0.000115428
ff,-40,2.97,3,2.4,3.86709e+07,0.000126817
ff,-40,2.97,3,2.7,4.30768e+07,0.000137819
ff,-40,2.97,4,0.9,2.94052e+07,8.00285e-05
ff,-40,2.97,4,1.2,3.59231e+07,9.13757e-05
ff,-40,2.97,4,1.5,4.28981e+07,0.000103952
ff,-40,2.97,4,1.8,5.00904e+07,0.000116795
ff,-40,2.97,4,2.1,5.75909e+07,0.00013047
ff,-40,2.97,4,2.4,6.53419e+07,0.000143439
ff,-40,2.97,4,2.7,7.30345e+07,0.000157181
ff,-40,2.97,5,0.9,4.84333e+07,0.000107803
ff,-40,2.97,5,1.2,5.94863e+07,0.000125158
ff,-40,2.97,5,1.5,7.12886e+07,0.000144256
ff,-40,2.97,5,1.8,8.37916e+07,0.000163126
ff,-40,2.97,5,2.1,9.66183e+07,0.000184441
ff,-40,2.97,5,2.4,1.09949e+08,0.000202754
ff,-40,2.97,5,2.7,1.23926e+08,0.000225034
ff,-40,2.97,6,0.9,8.46632e+07,0.000152523
ff,-40,2.97,6,1.2,1.04667e+08,0.000179653
ff,-40,2.97,6,1.5,1.26174e+08,0.000206951
ff,-40,2.97,6,1.8,1.49083e+08,0.000237086
ff,-40,2.97,6,2.1,1.72913e+08,0.000265944
ff,-40,2.97,6,2.4,1.97641e+08,0.000298528
ff,-40,2.97,6,2.7,2.23363e+08,0.000329219
ff,-40,2.97,7,0.9,1.43658e+08,0.000224235
ff,-40,2.97,7,1.2,1.79061e+08,0.000267256
ff,-40,2.97,7,1.5,2.1745e+08,0.000312105
ff,-40,2.97,7,1.8,2.58282e+08,0.000358964
ff,-40,2.97,7,2.1,3.00293e+08,0.00040524
ff,-40,2.97,7,2.4,3.43734e+08,0.000453426
ff,-40,2.97,7,2.7,3.8762e+08,0.000500943
ff,-40,3.30,0,0.9,3734600,4.92443e-05
ff,-40,3.30,0,1.2,4511090,5.299e-05
ff,-40,3.30,0,1.5,5308130,5.69383e-05
ff,-40,3.30,0,1.8,6129910,6.18839e-05
ff,-40,3.30,0,2.1,6964230,6.78248e-05
ff,-40,3.30,0,2.4,7805500,7.15102e-05
ff,-40,3.30,0,2.7,8661860,7.75521e-05
ff,-40,3.30,1,0.9,5953080,5.60901e-05
ff,-40,3.30,1,1.2,7193420,6.26792e-05
ff,-40,3.30,1,1.5,8477420,6.87693e-05
ff,-40,3.30,1,1.8,9815790,7.46548e-05
ff,-40,3.30,1,2.1,1.11333e+07,8.28878e-05
ff,-40,3.30,1,2.4,1.25105e+07,8.91001e-05
ff,-40,3.30,1,2.7,1.3871e+07,9.41224e-05
ff,-40,3.30,2,0.9,9971350,6.28962e-05
ff,-40,3.30,2,1.2,1.20398e+07,7.00088e-05
ff,-40,3.30,2,1.5,1.42131e+07,7.85444e-05
ff,-40,3.30,2,1.8,1.64199e+07,8.65915e-05
ff,-40,3.30,2,2.1,1.87237e+07,9.47719e-05
ff,-40,3.30,2,2.4,2.10164e+07,0.000101197
ff,-40,3.30,2,2.7,2.33568e+07,0.000111379
ff,-40,3.30,3,0.9,1.5944e+07,8.01699e-05
ff,-40,3.30,3,1.2,1.93244e+07,8.96777e-05
ff,-40,3.30,3,1.5,2.28474e+07,0.00010251
ff,-40,3.30,3,1.8,2.65046e+07,0.000112743
ff,-40,3.30,3,2.1,3.02709e+07,0.000122592
ff,-40,3.30,3,2.4,3.40546e+07,0.000138439
ff,-40,3.30,3,2.7,3.77971e+07,0.000145388
ff,-40,3.30,4,0.9,2.63762e+07,8.76273e-05
ff,-40,3.30,4,1.2,3.20459e+07,0.000101612
ff,-40,3.30,4,1.5,3.80097e+07,0.000112676
ff,-40,3.30,4,1.8,4.42041e+07,0.000126535
ff,-40,3.30,4,2.1,5.05363e+07,0.000138562
ff,-40,3.30,4,2.4,5.70706e+07,0.000153013
ff,-40,3.30,4,2.7,6.37372e+07,0.000166701
ff,-40,3.30,5,0.9,4.28648e+07,0.000116541
ff,-40,3.30,5,1.2,5.22619e+07,0.000135788
ff,-40,3.30,5,1.5,6.23285e+07,0.000156665
ff,-40,3.30,5,1.8,7.27605e+07,0.000174975
ff,-40,3.30,5,2.1,8.36316e+07,0.000196597
ff,-40,3.30,5,2.4,9.48147e+07,0.00021717
ff,-40,3.30,5,2.7,1.06195e+08,0.000237867
ff,-40,3.30,6,0.9,7.40637e+07,0.000163043
ff,-40,3.30,6,1.2,9.0905e+07,0.000192281
ff,-40,3.30,6,1.5,1.08871e+08,0.000223318
ff,-40,3.30,6,1.8,1.27792e+08,0.000251677
ff,-40,3.30,6,2.1,1.47781e+08,0.00028159
ff,-40,3.30,6,2.4,1.68238e+08,0.000313923
ff,-40,3.30,6,2.7,1.89601e+08,0.000344909
ff,-40,3.30,7,0.9,1.2366e+08,0.000240081
ff,-40,3.30,7,1.2,1.52953e+08,0.000281735
ff,-40,3.30,7,1.5,1.84752e+08,0.00032819
ff,-40,3.30,7,1.8,2.18521e+08,0.000375076
ff,-40,3.30,7,2.1,2.53763e+08,0.000424147
ff,-40,3.30,7,2.4,2.90882e+08,0.00047225
ff,-40,3.30,7,2.7,3.28582e+08,0.000522891
ff,-40,3.63,0,0.9,3540440,5.72709e-05
ff,-40,3.63,0,1.2,4251150,6.21566e-05
ff,-40,3.63,0,1.5,4991200,6.69287e-05
ff,-40,3.63,0,1.8,5742870,6.96094e-05
ff,-40,3.63,0,2.1,6495870,7.58263e-05
ff,-40,3.63,0,2.4,7261810,8.20081e-05
ff,-40,3.63,0,2.7,8008620,8.31306e-05
ff,-40,3.63,1,0.9,5592820,6.56626e-05
ff,-40,3.63,1,1.2,6725310,7.01338e-05
ff,-40,3.63,1,1.5,7892810,7.69631e-05
ff,-40,3.63,1,1.8,9091170,8.32043e-05
ff,-40,3.63,1,2.1,1.03093e+07,9.23106e-05
ff,-40,3.63,1,2.4,1.15226e+07,9.69827e-05
ff,-40,3.63,1,2.7,1.27479e+07,0.000103799
ff,-40,3.63,2,0.9,9321590,7.13881e-05
ff,-40,3.63,2,1.2,1.11956e+07,7.98543e-05
ff,-40,3.63,2,1.5,1.31622e+07,8.62318e-05
ff,-40,3.63,2,1.8,1.51853e+07,9.54231e-05
ff,-40,3.63,2,2.1,1.72153e+07,0.000100589
ff,-40,3.63,2,2.4,1.92581e+07,0.000110156
ff,-40,3.63,2,2.7,2.13366e+07,0.000118813
ff,-40,3.63,3,0.9,1.47759e+07,8.92443e-05
ff,-40,3.63,3,1.2,1.78072e+07,9.9007e-05
ff,-40,3.63,3,1.5,2.09704e+07,0.000112289
ff,-40,3.63,3,1.8,2.41976e+07,0.000123201
ff,-40,3.63,3,2.1,2.74788e+07,0.000135676
ff,-40,3.63,3,2.4,3.09042e+07,0.000148909
ff,-40,3.63,3,2.7,3.43274e+07,0.000160396
ff,-40,3.63,4,0.9,2.43782e+07,9.89304e-05
ff,-40,3.63,4,1.2,2.94448e+07,0.000112498
ff,-40,3.63,4,1.5,3.47496e+07,0.00012353
ff,-40,3.63,4,1.8,4.025e+07,0.000139551
ff,-40,3.63,4,2.1,4.57638e+07,0.000150412
ff,-40,3.63,4,2.4,5.15895e+07,0.000167276
ff,-40,3.63,4,2.7,5.74312e+07,0.000180061
ff,-40,3.63,5,0.9,3.91542e+07,0.000129071
ff,-40,3.63,5,1.2,4.74704e+07,0.000147249
ff,-40,3.63,5,1.5,5.63199e+07,0.00016885
ff,-40,3.63,5,1.8,6.54324e+07,0.000190709
ff,-40,3.63,5,2.1,7.4845e+07,0.000210687
ff,-40,3.63,5,2.4,8.45896e+07,0.000231788
ff,-40,3.63,5,2.7,9.43549e+07,0.000254907
ff,-40,3.63,6,0.9,6.70946e+07,0.000178269
ff,-40,3.63,6,1.2,8.17737e+07,0.000206716
ff,-40,3.63,6,1.5,9.74048e+07,0.000237042
ff,-40,3.63,6,1.8,1.13709e+08,0.000267186
ff,-40,3.63,6,2.1,1.30771e+08,0.000299497
ff,-40,3.63,6,2.4,1.48204e+08,0.000332769
ff,-40,3.63,6,2.7,1.66354e+08,0.000363709
ff,-40,3.63,7,0.9,1.10467e+08,0.000255378
ff,-40,3.63,7,1.2,1.3564e+08,0.000302021
ff,-40,3.63,7,1.5,1.62821e+08,0.000346574
ff,-40,3.63,7,1.8,1.91208e+08,0.000395839
ff,-40,3.63,7,2.1,2.2135e+08,0.000446519
ff,-40,3.63,7,2.4,2.52402e+08,0.000495482
ff,-40,3.63,7,2.7,2.85111e+08,0.000547211
ff,27,2.97,0,0.9,4242720,4.99123e-05
ff,27,2.97,0,1.2,5143630,5.50103e-05
ff,27,2.97,0,1.5,6079750,5.86561e-05
ff,27,2.97,0,1.8,7052660,6.39355e-05
ff,27,2.97,0,2.1,8048020,6.98294e-05
ff,27,2.97,0,2.4,9033110,7.49339e-05
ff,27,2.97,0,2.7,1.00424e+07,8.01818e-05
ff,27,2.97,1,0.9,6856740,5.76417e-05
ff,27,2.97,1,1.2,8324780,6.43535e-05
ff,27,2.97,1,1.5,9857320,7.19701e-05
ff,27,2.97,1,1.8,1.14449e+07,7.77913e-05
ff,27,2.97,1,2.1,1.3053e+07,8.56103e-05
ff,27,2.97,1,2.4,1.4718e+07,9.22876e-05
ff,27,2.97,1,2.7,1.6372e+07,9.91987e-05
ff,27,2.97,2,0.9,1.14452e+07,6.51544e-05
ff,27,2.97,2,1.2,1.39054e+07,7.36927e-05
ff,27,2.97,2,1.5,1.65186e+07,8.14303e-05
ff,27,2.97,2,1.8,1.91977e+07,8.90543e-05
ff,27,2.97,2,2.1,2.19708e+07,0.000100009
ff,27,2.97,2,2.4,2.47642e+07,0.000106693
ff,27,2.97,2,2.7,2.76399e+07,0.000116731
ff,27,2.97,3,0.9,1.86563e+07,8.27893e-05
ff,27,2.97,3,1.2,2.27494e+07,9.34184e-05
ff,27,2.97,3,1.5,2.70921e+07,0.000108206
ff,27,2.97,3,1.8,3.15661e+07,0.000118958
ff,27,2.97,3,2.1,3.61932e+07,0.00013306
ff,27,2.97,3,2.4,4.1034e+07,0.000143914
ff,27,2.97,3,2.7,4.58152e+07,0.000157834
ff,27,2.97,4,0.9,3.18286e+07,9.15926e-05
ff,27,2.97,4,1.2,3.89711e+07,0.000104953
ff,27,2.97,4,1.5,4.65376e+07,0.000119492
ff,27,2.97,4,1.8,5.44924e+07,0.000134526
ff,27,2.97,4,2.1,6.26504e+07,0.000147332
ff,27,2.97,4,2.4,7.11273e+07,0.000161552
ff,27,2.97,4,2.7,7.98296e+07,0.0001787
ff,27,2.97,5,0.9,5.28673e+07,0.000123455
ff,27,2.97,5,1.2,6.50661e+07,0.00014418
ff,27,2.97,5,1.5,7.81949e+07,0.000163896
ff,27,2.97,5,1.8,9.19856e+07,0.000186949
ff,27,2.97,5,2.1,1.06419e+08,0.000209063
ff,27,2.97,5,2.4,1.21515e+08,0.0002328
ff,27,2.97,5,2.7,1.36999e+08,0.000254749
ff,27,2.97,6,0.9,9.20247e+07,0.000170952
ff,27,2.97,6,1.2,1.14227e+08,0.000203483
ff,27,2.97,6,1.5,1.38277e+08,0.000235587
ff,27,2.97,6,1.8,1.63816e+08,0.000269483
ff,27,2.97,6,2.1,1.90606e+08,0.000303651
ff,27,2.97,6,2.4,2.18317e+08,0.000336358
ff,27,2.97,6,2.7,2.47063e+08,0.000370911
ff,27,2.97,7,0.9,1.58564e+08,0.000254976
ff,27,2.97,7,1.2,1.98433e+08,0.000302777
ff,27,2.97,7,1.5,2.41523e+08,0.00035469
ff,27,2.97,7,1.8,2.86683e+08,0.000406852
ff,27,2.97,7,2.1,3.331e+08,0.000459281
ff,27,2.97,7,2.4,3.80284e+08,0.000511067
ff,27,2.97,7,2.7,4.2738e+08,0.000561152
ff,27,3.30,0,0.9,3904640,5.48447e-05
ff,27,3.30,0,1.2,4715350,6.10545e-05
ff,27,3.30,0,1.5,5557450,6.6523e-05
ff,27,3.30,0,1.8,6411230,7.09713e-05
ff,27,3.30,0,2.1,7293280,7.5059e-05
ff,27,3.30,0,2.4,8187270,8.19921e-05
ff,27,3.30,0,2.7,9087250,8.61297e-05
ff,27,3.30,1,0.9,6258160,6.45361e-05
ff,27,3.30,1,1.2,7564460,6.97656e-05
ff,27,3.30,1,1.5,8919100,7.94543e-05
ff,27,3.30,1,1.8,1.03185e+07,8.44074e-05
ff,27,3.30,1,2.1,1.17337e+07,9.20569e-05
ff,27,3.30,1,2.4,1.31729e+07,9.91437e-05
ff,27,3.30,1,2.7,1.46518e+07,0.000108485
ff,27,3.30,2,0.9,1.03839e+07,7.17575e-05
ff,27,3.30,2,1.2,1.25772e+07,7.88574e-05
ff,27,3.30,2,1.5,1.48475e+07,8.76027e-05
ff,27,3.30,2,1.8,1.71997e+07,9.62403e-05
ff,27,3.30,2,2.1,1.95949e+07,0.000106264
ff,27,3.30,2,2.4,2.20635e+07,0.000116054
