bundle,temp_c,vdd_v,band,vctrl_v,fosc_hz,kvco_hz_per_v,kvco_over_f_per_v,isupply_a,inside_v1_band
fs,27,3.30,3,2.70,4.29073e+07,1.5027e+07,0.35022,0.000155398,1
fs,27,3.30,4,0.90,3.01917e+07,2.1893e+07,0.72513,8.90447e-05,1
fs,27,3.30,4,1.20,3.67596e+07,2.264683e+07,0.61608,0.000103788,1
fs,27,3.30,4,1.50,4.37798e+07,2.39235e+07,0.54645,0.000116689,1
fs,27,3.30,4,1.80,5.11137e+07,2.496233e+07,0.48837,0.000131079,1
fs,27,3.30,4,2.10,5.87572e+07,2.581817e+07,0.4394,0.000146117,1
fs,27,3.30,4,2.40,6.66046e+07,2.653917e+07,0.39846,0.000160898,1
fs,27,3.30,4,2.70,7.46807e+07,2.692033e+07,0.36047,0.000177009,1
fs,27,3.30,5,0.90,5.00582e+07,3.753033e+07,0.74973,0.000122076,1
fs,27,3.30,5,1.20,6.13173e+07,3.894033e+07,0.63506,0.000143288,1
fs,27,3.30,5,1.50,7.34224e+07,4.138917e+07,0.56371,0.000164439,1
fs,27,3.30,5,1.80,8.61508e+07,4.341933e+07,0.50399,0.00018538,1
fs,27,3.30,5,2.10,9.9474e+07,4.540867e+07,0.45649,0.000206862,1
fs,27,3.30,5,2.40,1.13396e+08,4.6605e+07,0.41099,0.000230424,1
fs,27,3.30,5,2.70,1.27437e+08,4.680333e+07,0.36727,0.000251957,1
fs,27,3.30,6,0.90,8.71619e+07,6.779367e+07,0.77779,0.000174145,1
fs,27,3.30,6,1.20,1.075e+08,7.050683e+07,0.65588,0.000202297,1
fs,27,3.30,6,1.50,1.29466e+08,7.556e+07,0.58363,0.00023473,1
fs,27,3.30,6,1.80,1.52836e+08,7.949667e+07,0.52014,0.000266863,1
fs,27,3.30,6,2.10,1.77164e+08,8.241667e+07,0.4652,0.000300243,1
fs,27,3.30,6,2.40,2.02286e+08,8.440667e+07,0.41726,0.000334061,0
fs,27,3.30,6,2.70,2.27808e+08,8.507333e+07,0.37344,0.000369444,0
fs,27,3.30,7,0.90,1.49434e+08,1.197233e+08,0.80118,0.000256201,1
fs,27,3.30,7,1.20,1.85351e+08,1.242167e+08,0.67017,0.000305909,1
fs,27,3.30,7,1.50,2.23964e+08,1.313383e+08,0.58643,0.000353679,0
fs,27,3.30,7,1.80,2.64154e+08,1.351767e+08,0.51173,0.000404513,0
fs,27,3.30,7,2.10,3.0507e+08,1.36905e+08,0.44877,0.000453414,0
fs,27,3.30,7,2.40,3.46297e+08,1.3751e+08,0.39709,0.000504709,0
fs,27,3.30,7,2.70,3.87576e+08,1.375967e+08,0.35502,0.000555793,0
fs,27,3.63,0,0.90,3753480,2515267,0.67012,5.23972e-05,0
fs,27,3.63,0,1.20,4508060,2577950,0.57185,5.69755e-05,0
fs,27,3.63,0,1.50,5300250,2662450,0.50233,6.33584e-05,0
fs,27,3.63,0,1.80,6105530,2693350,0.44113,6.7286e-05,0
fs,27,3.63,0,2.10,6916260,2741083,0.39632,7.36133e-05,0
fs,27,3.63,0,2.40,7750180,2802167,0.36156,7.86333e-05,0
fs,27,3.63,0,2.70,8597560,2824600,0.32854,8.39979e-05,0
fs,27,3.63,1,0.90,6000880,4023533,0.67049,6.159e-05,0
fs,27,3.63,1,1.20,7207940,4133017,0.5734,6.83679e-05,0
fs,27,3.63,1,1.50,8480690,4300117,0.50705,7.65131e-05,0
fs,27,3.63,1,1.80,9788010,4413683,0.45093,8.24112e-05,0
fs,27,3.63,1,2.10,1.11289e+07,4489817,0.40344,8.9247e-05,1
fs,27,3.63,1,2.40,1.24819e+07,4531500,0.36305,9.80407e-05,1
fs,27,3.63,1,2.70,1.38478e+07,4553000,0.32879,0.000103852,1
fs,27,3.63,2,0.90,9955720,6758933,0.6789,6.85534e-05,0
fs,27,3.63,2,1.20,1.19834e+07,6923967,0.5778,7.79197e-05,1
fs,27,3.63,2,1.50,1.41101e+07,7216667,0.51145,8.62042e-05,1
fs,27,3.63,2,1.80,1.63134e+07,7387833,0.45287,9.46335e-05,1
fs,27,3.63,2,2.10,1.85428e+07,7525500,0.40584,0.00010374,1
fs,27,3.63,2,2.40,2.08287e+07,7730167,0.37113,0.000112964,1
fs,27,3.63,2,2.70,2.31809e+07,7840667,0.33824,0.000121418,1
fs,27,3.63,3,0.90,1.60276e+07,1.106e+07,0.69006,8.61807e-05,1
fs,27,3.63,3,1.20,1.93456e+07,1.1354e+07,0.5869,9.96308e-05,1
fs,27,3.63,3,1.50,2.284e+07,1.194617e+07,0.52304,0.000112211,1
fs,27,3.63,3,1.80,2.65133e+07,1.22915e+07,0.4636,0.000126027,1
fs,27,3.63,3,2.10,3.02149e+07,1.25555e+07,0.41554,0.000137808,1
fs,27,3.63,3,2.40,3.40466e+07,1.294583e+07,0.38024,0.000150202,1
fs,27,3.63,3,2.70,3.79824e+07,1.311933e+07,0.34541,0.000165419,1
fs,27,3.63,4,0.90,2.71858e+07,1.910433e+07,0.70273,9.75222e-05,1
fs,27,3.63,4,1.20,3.29171e+07,1.96765e+07,0.59776,0.00010983,1
fs,27,3.63,4,1.50,3.89917e+07,2.069583e+07,0.53078,0.00012622,1
fs,27,3.63,4,1.80,4.53346e+07,2.14855e+07,0.47393,0.000139248,1
fs,27,3.63,4,2.10,5.1883e+07,2.20395e+07,0.42479,0.000155289,1
fs,27,3.63,4,2.40,5.85583e+07,2.254867e+07,0.38506,0.000170972,1
fs,27,3.63,4,2.70,6.54122e+07,2.284633e+07,0.34927,0.000186101,1
fs,27,3.63,5,0.90,4.45233e+07,3.226367e+07,0.72465,0.000132012,1
fs,27,3.63,5,1.20,5.42024e+07,3.339283e+07,0.61608,0.000152946,1
fs,27,3.63,5,1.50,6.4559e+07,3.537117e+07,0.54789,0.000174354,1
fs,27,3.63,5,1.80,7.54251e+07,3.68215e+07,0.48819,0.000195376,1
fs,27,3.63,5,2.10,8.66519e+07,3.807817e+07,0.43944,0.000218008,1
fs,27,3.63,5,2.40,9.8272e+07,3.965017e+07,0.40347,0.000239815,1
fs,27,3.63,5,2.70,1.10442e+08,4.056667e+07,0.36731,0.000263121,1
fs,27,3.63,6,0.90,7.67547e+07,5.749933e+07,0.74913,0.000185031,1
fs,27,3.63,6,1.20,9.40045e+07,5.990217e+07,0.63723,0.000213166,1
fs,27,3.63,6,1.50,1.12696e+08,6.39975e+07,0.56788,0.000246091,1
fs,27,3.63,6,1.80,1.32403e+08,6.7295e+07,0.50826,0.000279803,1
fs,27,3.63,6,2.10,1.53073e+08,7.014333e+07,0.45823,0.000313926,1
fs,27,3.63,6,2.40,1.74489e+08,7.273667e+07,0.41686,0.000347582,1
fs,27,3.63,6,2.70,1.96715e+08,7.408667e+07,0.37662,0.000383337,1
fs,27,3.63,7,0.90,1.29891e+08,1.0194e+08,0.78481,0.000270093,1
fs,27,3.63,7,1.20,1.60473e+08,1.062517e+08,0.66212,0.000317626,1
fs,27,3.63,7,1.50,1.93642e+08,1.13845e+08,0.58791,0.00037012,1
fs,27,3.63,7,1.80,2.2878e+08,1.19375e+08,0.52179,0.000421528,0
fs,27,3.63,7,2.10,2.65267e+08,1.231283e+08,0.46417,0.000475812,0
fs,27,3.63,7,2.40,3.02657e+08,1.258617e+08,0.41586,0.000527065,0
fs,27,3.63,7,2.70,3.40784e+08,1.2709e+08,0.37293,0.000580312,0
fs,125,2.97,0,0.90,4822690,3294900,0.68321,5.75686e-05,0
fs,125,2.97,0,1.20,5811160,3378000,0.5813,6.29731e-05,0
fs,125,2.97,0,1.50,6849490,3533700,0.51591,6.8259e-05,0
fs,125,2.97,0,1.80,7931380,3621000,0.45654,7.39445e-05,0
fs,125,2.97,0,2.10,9022090,3693200,0.40935,8.04431e-05,0
fs,125,2.97,0,2.40,1.01473e+07,3777017,0.37222,8.69346e-05,1
fs,125,2.97,0,2.70,1.12883e+07,3803333,0.33693,9.19361e-05,1
fs,125,2.97,1,0.90,7884990,5456967,0.69207,6.72956e-05,0
fs,125,2.97,1,1.20,9522080,5608017,0.58895,7.43937e-05,0
fs,125,2.97,1,1.50,1.12498e+07,5868867,0.52169,8.22274e-05,1
fs,125,2.97,1,1.80,1.30434e+07,6019667,0.46151,9.01238e-05,1
fs,125,2.97,1,2.10,1.48616e+07,6216333,0.41828,9.80237e-05,1
fs,125,2.97,1,2.40,1.67732e+07,6370333,0.37979,0.000106421,1
fs,125,2.97,1,2.70,1.86838e+07,6368667,0.34087,0.000113769,1
fs,125,2.97,2,0.90,1.31634e+07,9283333,0.70524,7.50482e-05,1
fs,125,2.97,2,1.20,1.59484e+07,9573667,0.60029,8.4288e-05,1
fs,125,2.97,2,1.50,1.89076e+07,1.005483e+07,0.53179,9.23717e-05,1
fs,125,2.97,2,1.80,2.19813e+07,1.041217e+07,0.47368,0.000102661,1
fs,125,2.97,2,2.10,2.51549e+07,1.07515e+07,0.42741,0.000112072,1
fs,125,2.97,2,2.40,2.84322e+07,1.102367e+07,0.38772,0.00012169,1
fs,125,2.97,2,2.70,3.17691e+07,1.1123e+07,0.35012,0.000131744,1
fs,125,2.97,3,0.90,2.18775e+07,1.575567e+07,0.72018,9.45687e-05,1
fs,125,2.97,3,1.20,2.66042e+07,1.630533e+07,0.61289,0.000107616,1
fs,125,2.97,3,1.50,3.16607e+07,1.724983e+07,0.54483,0.000120561,1
fs,125,2.97,3,1.80,3.69541e+07,1.800383e+07,0.48719,0.000135096,1
fs,125,2.97,3,2.10,4.2463e+07,1.86815e+07,0.43995,0.000149016,1
fs,125,2.97,3,2.40,4.8163e+07,1.915483e+07,0.39771,0.000163975,1
fs,125,2.97,3,2.70,5.39559e+07,1.930967e+07,0.35788,0.000177424,1
fs,125,2.97,4,0.90,3.88346e+07,2.867567e+07,0.73841,0.000105488,1
fs,125,2.97,4,1.20,4.74373e+07,2.9703e+07,0.62615,0.00012093,1
fs,125,2.97,4,1.50,5.66564e+07,3.16265e+07,0.55822,0.00013597,1
fs,125,2.97,4,1.80,6.64132e+07,3.322867e+07,0.50033,0.000153092,1
fs,125,2.97,4,2.10,7.65936e+07,3.451367e+07,0.45061,0.00016842,1
fs,125,2.97,4,2.40,8.71214e+07,3.58245e+07,0.4112,0.000185674,1
fs,125,2.97,4,2.70,9.80883e+07,3.655633e+07,0.37269,0.000202088,1
fs,125,2.97,5,0.90,6.60953e+07,5.057667e+07,0.76521,0.000144444,1
fs,125,2.97,5,1.20,8.12683e+07,5.2598e+07,0.64721,0.000167893,1
fs,125,2.97,5,1.50,9.76541e+07,5.616283e+07,0.57512,0.000190226,1
fs,125,2.97,5,1.80,1.14966e+08,5.89315e+07,0.5126,0.000214908,1
fs,125,2.97,5,2.10,1.33013e+08,6.119e+07,0.46003,0.000240949,1
fs,125,2.97,5,2.40,1.5168e+08,6.273167e+07,0.41358,0.000265058,1
fs,125,2.97,5,2.70,1.70652e+08,6.324e+07,0.37058,0.000290626,1
fs,125,2.97,6,0.90,1.16243e+08,9.128667e+07,0.78531,0.000201858,1
fs,125,2.97,6,1.20,1.43629e+08,9.428167e+07,0.65643,0.000234398,1
fs,125,2.97,6,1.50,1.72812e+08,9.899333e+07,0.57284,0.000270946,1
fs,125,2.97,6,1.80,2.03025e+08,1.014433e+08,0.49966,0.000306713,0
fs,125,2.97,6,2.10,2.33678e+08,1.023183e+08,0.43786,0.000342178,0
fs,125,2.97,6,2.40,2.64416e+08,1.021783e+08,0.38643,0.000377578,0
fs,125,2.97,6,2.70,2.94985e+08,1.018967e+08,0.34543,0.00041298,0
fs,125,2.97,7,0.90,2.02003e+08,1.5157e+08,0.75034,0.000296082,0
fs,125,2.97,7,1.20,2.47474e+08,1.533467e+08,0.61965,0.000348184,0
fs,125,2.97,7,1.50,2.94011e+08,1.547067e+08,0.52619,0.000401104,0
fs,125,2.97,7,1.80,3.40298e+08,1.52465e+08,0.44803,0.000454435,0
fs,125,2.97,7,2.10,3.8549e+08,1.48175e+08,0.38438,0.000506796,0
fs,125,2.97,7,2.40,4.29203e+08,1.427433e+08,0.33258,0.000558316,0
fs,125,2.97,7,2.70,4.71136e+08,1.397767e+08,0.29668,0.000607619,0
fs,125,3.30,0,0.90,4361610,2918367,0.6691,6.12688e-05,0
fs,125,3.30,0,1.20,5237120,2989667,0.57086,6.82188e-05,0
fs,125,3.30,0,1.50,6155410,3078083,0.50006,7.22216e-05,0
fs,125,3.30,0,1.80,7083970,3152767,0.44506,7.84661e-05,0
fs,125,3.30,0,2.10,8047070,3232500,0.4017,8.50274e-05,0
fs,125,3.30,0,2.40,9023470,3302217,0.36596,9.07981e-05,0
fs,125,3.30,0,2.70,1.00284e+07,3349767,0.33403,9.62078e-05,1
fs,125,3.30,1,0.90,7077560,4750433,0.6712,7.23188e-05,0
fs,125,3.30,1,1.20,8502690,4877067,0.57359,7.99929e-05,0
fs,125,3.30,1,1.50,1.00038e+07,5070350,0.50684,8.70469e-05,1
fs,125,3.30,1,1.80,1.15449e+07,5235833,0.45352,9.49566e-05,1
fs,125,3.30,1,2.10,1.31453e+07,5363333,0.408,0.000102782,1
fs,125,3.30,1,2.40,1.47629e+07,5450500,0.3692,0.000112589,1
fs,125,3.30,1,2.70,1.64156e+07,5509000,0.3356,0.000120235,1
fs,125,3.30,2,0.90,1.17291e+07,8041000,0.68556,8.02512e-05,1
fs,125,3.30,2,1.20,1.41414e+07,8262333,0.58427,8.91787e-05,1
fs,125,3.30,2,1.50,1.66865e+07,8626167,0.51695,9.84953e-05,1
fs,125,3.30,2,1.80,1.93171e+07,8895667,0.46051,0.000107716,1
fs,125,3.30,2,2.10,2.20239e+07,8609500,0.39092,0.00011858,1
fs,125,3.30,2,2.40,2.44828e+07,9376000,0.38296,0.000128772,1
fs,125,3.30,2,2.70,2.76495e+07,1.055567e+07,0.38177,0.000137812,1
fs,125,3.30,3,0.90,1.92674e+07,1.347367e+07,0.6993,0.000100861,1
fs,125,3.30,3,1.20,2.33095e+07,1.387633e+07,0.59531,0.000113817,1
fs,125,3.30,3,1.50,2.75932e+07,1.460883e+07,0.52944,0.000127202,1
fs,125,3.30,3,1.80,3.20748e+07,1.519183e+07,0.47364,0.000140575,1
fs,125,3.30,3,2.10,3.67083e+07,1.56745e+07,0.427,0.000156011,1
fs,125,3.30,3,2.40,4.14795e+07,1.607733e+07,0.3876,0.00017045,1
fs,125,3.30,3,2.70,4.63547e+07,1.625067e+07,0.35057,0.000185468,1
fs,125,3.30,4,0.90,3.3835e+07,2.4425e+07,0.72189,0.000112322,1
fs,125,3.30,4,1.20,4.11625e+07,2.514067e+07,0.61077,0.000128056,1
fs,125,3.30,4,1.50,4.89194e+07,2.6464e+07,0.54097,0.00014339,1
fs,125,3.30,4,1.80,5.70409e+07,2.770267e+07,0.48566,0.000158632,1
fs,125,3.30,4,2.10,6.5541e+07,2.873367e+07,0.43841,0.000176365,1
fs,125,3.30,4,2.40,7.42811e+07,2.965817e+07,0.39927,0.000193174,1
fs,125,3.30,4,2.70,8.33359e+07,3.018267e+07,0.36218,0.00021052,1
fs,125,3.30,5,0.90,5.68945e+07,4.209333e+07,0.73985,0.000150547,1
fs,125,3.30,5,1.20,6.95225e+07,4.374233e+07,0.62918,0.000175023,1
fs,125,3.30,5,1.50,8.31399e+07,4.66065e+07,0.56058,0.000199553,1
fs,125,3.30,5,1.80,9.74864e+07,4.905517e+07,0.5032,0.000223256,1
fs,125,3.30,5,2.10,1.12573e+08,5.128267e+07,0.45555,0.000248842,1
fs,125,3.30,5,2.40,1.28256e+08,5.325667e+07,0.41524,0.00027438,1
fs,125,3.30,5,2.70,1.44527e+08,5.423667e+07,0.37527,0.000300128,1
fs,125,3.30,6,0.90,9.91325e+07,7.672167e+07,0.77393,0.000209668,1
fs,125,3.30,6,1.20,1.22149e+08,7.989917e+07,0.65411,0.000245355,1
fs,125,3.30,6,1.50,1.47072e+08,8.531167e+07,0.58007,0.000282077,1
fs,125,3.30,6,1.80,1.73336e+08,8.900667e+07,0.51349,0.000318872,1
fs,125,3.30,6,2.10,2.00476e+08,9.164833e+07,0.45715,0.000354471,0
fs,125,3.30,6,2.40,2.28325e+08,9.336167e+07,0.4089,0.000393594,0
fs,125,3.30,6,2.70,2.56493e+08,9.389333e+07,0.36607,0.000430736,0
fs,125,3.30,7,0.90,1.72828e+08,1.348167e+08,0.78006,0.000310802,1
fs,125,3.30,7,1.20,2.13273e+08,1.385217e+08,0.6495,0.000365425,0
fs,125,3.30,7,1.50,2.55941e+08,1.437667e+08,0.56172,0.000420258,0
fs,125,3.30,7,1.80,2.99533e+08,1.4547e+08,0.48566,0.000477195,0
fs,125,3.30,7,2.10,3.43223e+08,1.448033e+08,0.42189,0.000532872,0
fs,125,3.30,7,2.40,3.86415e+08,1.425083e+08,0.3688,0.000584472,0
fs,125,3.30,7,2.70,4.28728e+08,1.410433e+08,0.32898,0.00064316,0
fs,125,3.63,0,0.90,4042930,2641500,0.65336,6.65411e-05,0
fs,125,3.63,0,1.20,4835380,2686300,0.55555,7.12621e-05,0
fs,125,3.63,0,1.50,5654710,2790250,0.49344,7.87405e-05,0
fs,125,3.63,0,1.80,6509530,2869750,0.44085,8.45649e-05,0
fs,125,3.63,0,2.10,7376560,2880350,0.39047,9.0377e-05,0
fs,125,3.63,0,2.40,8237740,2942850,0.35724,9.6227e-05,0
fs,125,3.63,0,2.70,9142270,3015100,0.3298,0.000103462,0
fs,125,3.63,1,0.90,6502840,4278567,0.65795,7.85133e-05,0
fs,125,3.63,1,1.20,7786410,4365617,0.56067,8.45946e-05,0
fs,125,3.63,1,1.50,9122210,4535983,0.49725,9.24845e-05,0
fs,125,3.63,1,1.80,1.0508e+07,4654650,0.44296,0.000102342,1
fs,125,3.63,1,2.10,1.1915e+07,4744500,0.3982,0.000109829,1
fs,125,3.63,1,2.40,1.33547e+07,4831500,0.36178,0.000116824,1
fs,125,3.63,1,2.70,1.48139e+07,4864000,0.32834,0.000126186,1
fs,125,3.63,2,0.90,1.07277e+07,7140333,0.6656,8.77743e-05,1
fs,125,3.63,2,1.20,1.28698e+07,7317333,0.56857,9.46114e-05,1
fs,125,3.63,2,1.50,1.51181e+07,7640833,0.50541,0.000104703,1
fs,125,3.63,2,1.80,1.74543e+07,7858833,0.45025,0.000115079,1
fs,125,3.63,2,2.10,1.98334e+07,8070833,0.40693,0.000124337,1
fs,125,3.63,2,2.40,2.22968e+07,8223333,0.36881,0.000133972,1
fs,125,3.63,2,2.70,2.47674e+07,8235333,0.33251,0.000144585,1
fs,125,3.63,3,0.90,1.74536e+07,1.183033e+07,0.67782,0.000106968,1
fs,125,3.63,3,1.20,2.10027e+07,1.217333e+07,0.57961,0.000120276,1
fs,125,3.63,3,1.50,2.47576e+07,1.27305e+07,0.51421,0.000134151,1
fs,125,3.63,3,1.80,2.8641e+07,1.319983e+07,0.46087,0.000149475,1
fs,125,3.63,3,2.10,3.26775e+07,1.36665e+07,0.41822,0.00016292,1
fs,125,3.63,3,2.40,3.68409e+07,1.3937e+07,0.3783,0.000178158,1
fs,125,3.63,3,2.70,4.10397e+07,1.3996e+07,0.34104,0.00019275,1
fs,125,3.63,4,0.90,3.05454e+07,2.106267e+07,0.68955,0.00011926,1
fs,125,3.63,4,1.20,3.68642e+07,2.17065e+07,0.58882,0.000135622,1
fs,125,3.63,4,1.50,4.35693e+07,2.28815e+07,0.52517,0.000152842,1
fs,125,3.63,4,1.80,5.05931e+07,2.376733e+07,0.46977,0.000168327,1
fs,125,3.63,4,2.10,5.78297e+07,2.463417e+07,0.42598,0.000186321,1
fs,125,3.63,4,2.40,6.53736e+07,2.5416e+07,0.38878,0.000202911,1
fs,125,3.63,4,2.70,7.30793e+07,2.568567e+07,0.35148,0.000219911,1
fs,125,3.63,5,0.90,5.05932e+07,3.6122e+07,0.71397,0.000161331,1
fs,125,3.63,5,1.20,6.14298e+07,3.746317e+07,0.60985,0.000184039,1
fs,125,3.63,5,1.50,7.30711e+07,3.9773e+07,0.54431,0.00020925,1
fs,125,3.63,5,1.80,8.52936e+07,4.176617e+07,0.48968,0.000233299,1
fs,125,3.63,5,2.10,9.81308e+07,4.359233e+07,0.44423,0.00025963,1
fs,125,3.63,5,2.40,1.11449e+08,4.511533e+07,0.40481,0.000285843,1
fs,125,3.63,5,2.70,1.252e+08,4.583667e+07,0.36611,0.000310674,1
fs,125,3.63,6,0.90,8.72461e+07,6.544633e+07,0.75013,0.000220384,1
fs,125,3.63,6,1.20,1.0688e+08,6.810983e+07,0.63726,0.000257307,1
fs,125,3.63,6,1.50,1.28112e+08,7.301833e+07,0.56996,0.000294186,1
fs,125,3.63,6,1.80,1.50691e+08,7.705e+07,0.51131,0.000329837,1
fs,125,3.63,6,2.10,1.74342e+08,8.015167e+07,0.45974,0.000370804,1
fs,125,3.63,6,2.40,1.98782e+08,8.250667e+07,0.41506,0.000409424,1
fs,125,3.63,6,2.70,2.23846e+08,8.354667e+07,0.37323,0.000447934,0
fs,125,3.63,7,0.90,1.50685e+08,1.173567e+08,0.77882,0.000325036,1
fs,125,3.63,7,1.20,1.85892e+08,1.217917e+08,0.65517,0.000377327,1
fs,125,3.63,7,1.50,2.2376e+08,1.2892e+08,0.57615,0.00043854,0
fs,125,3.63,7,1.80,2.63244e+08,1.331067e+08,0.50564,0.000496902,0
fs,125,3.63,7,2.10,3.03624e+08,1.351883e+08,0.44525,0.000555047,0
fs,125,3.63,7,2.40,3.44357e+08,1.3574e+08,0.39418,0.000612798,0
fs,125,3.63,7,2.70,3.85068e+08,1.357033e+08,0.35241,0.00067024,0
sf,-40,2.97,0,0.90,4236250,2569300,0.6065,3.87118e-05,0
sf,-40,2.97,0,1.20,5007040,2691183,0.53748,4.32276e-05,0
sf,-40,2.97,0,1.50,5850960,2871200,0.49072,4.79114e-05,0
sf,-40,2.97,0,1.80,6729760,2988967,0.44414,5.16925e-05,0
sf,-40,2.97,0,2.10,7644340,3095067,0.40488,5.55737e-05,0
sf,-40,2.97,0,2.40,8586800,3129500,0.36445,6.13949e-05,0
sf,-40,2.97,0,2.70,9522040,3117467,0.32739,6.58835e-05,0
sf,-40,2.97,1,0.90,6850290,4243600,0.61948,4.71373e-05,0
sf,-40,2.97,1,1.20,8123370,4450800,0.5479,5.19371e-05,0
sf,-40,2.97,1,1.50,9520770,4733717,0.4972,5.75549e-05,0
sf,-40,2.97,1,1.80,1.09636e+07,4909383,0.44779,6.42623e-05,1
sf,-40,2.97,1,2.10,1.24664e+07,5041500,0.40441,6.98994e-05,1
sf,-40,2.97,1,2.40,1.39885e+07,5167167,0.36939,7.55239e-05,1
sf,-40,2.97,1,2.70,1.55667e+07,5260667,0.33794,8.21463e-05,1
sf,-40,2.97,2,0.90,1.16031e+07,7119000,0.61354,5.27997e-05,1
sf,-40,2.97,2,1.20,1.37388e+07,7546667,0.5493,5.96873e-05,1
sf,-40,2.97,2,1.50,1.61311e+07,8141833,0.50473,6.54683e-05,1
sf,-40,2.97,2,1.80,1.86239e+07,8428333,0.45255,7.34994e-05,1
sf,-40,2.97,2,2.10,2.11881e+07,8710333,0.4111,8.17981e-05,1
sf,-40,2.97,2,2.40,2.38501e+07,9017167,0.37808,8.90239e-05,1
sf,-40,2.97,2,2.70,2.65984e+07,9161000,0.34442,9.67669e-05,1
sf,-40,2.97,3,0.90,1.89503e+07,1.210233e+07,0.63864,6.89905e-05,1
sf,-40,2.97,3,1.20,2.2581e+07,1.268483e+07,0.56175,7.90279e-05,1
sf,-40,2.97,3,1.50,2.65612e+07,1.36335e+07,0.51329,8.81129e-05,1
sf,-40,2.97,3,1.80,3.07611e+07,1.422033e+07,0.46228,9.94887e-05,1
sf,-40,2.97,3,2.10,3.50934e+07,1.491017e+07,0.42487,0.000109237,1
sf,-40,2.97,3,2.40,3.97072e+07,1.526417e+07,0.38442,0.000120601,1
sf,-40,2.97,3,2.70,4.42519e+07,1.5149e+07,0.34234,0.000131865,1
sf,-40,2.97,4,0.90,3.17459e+07,2.055333e+07,0.64743,7.55483e-05,1
sf,-40,2.97,4,1.20,3.79119e+07,2.1852e+07,0.57639,8.61272e-05,1
sf,-40,2.97,4,1.50,4.48571e+07,2.364133e+07,0.52704,9.85769e-05,1
sf,-40,2.97,4,1.80,5.20967e+07,2.495883e+07,0.47909,0.00010913,1
sf,-40,2.97,4,2.10,5.98324e+07,2.613217e+07,0.43676,0.000121949,1
sf,-40,2.97,4,2.40,6.7776e+07,2.66635e+07,0.39341,0.000135204,1
sf,-40,2.97,4,2.70,7.58305e+07,2.684833e+07,0.35406,0.000147355,1
sf,-40,2.97,5,0.90,5.30698e+07,3.5587e+07,0.67057,0.000104586,1
sf,-40,2.97,5,1.20,6.37459e+07,3.795533e+07,0.59542,0.000120318,1
sf,-40,2.97,5,1.50,7.5843e+07,4.133583e+07,0.54502,0.000138566,1
sf,-40,2.97,5,1.80,8.85474e+07,4.366e+07,0.49307,0.000156256,1
sf,-40,2.97,5,2.10,1.02039e+08,4.614267e+07,0.45221,0.000174582,1
sf,-40,2.97,5,2.40,1.16233e+08,4.772333e+07,0.41058,0.000194584,1
sf,-40,2.97,5,2.70,1.30673e+08,4.813333e+07,0.36835,0.000214627,1
sf,-40,2.97,6,0.90,9.41827e+07,6.537433e+07,0.69412,0.000151333,1
sf,-40,2.97,6,1.20,1.13795e+08,6.98155e+07,0.61352,0.00017423,1
sf,-40,2.97,6,1.50,1.36072e+08,7.643167e+07,0.5617,0.000200895,1
sf,-40,2.97,6,1.80,1.59654e+08,8.0675e+07,0.50531,0.00022829,1
sf,-40,2.97,6,2.10,1.84477e+08,8.420833e+07,0.45647,0.000256628,1
sf,-40,2.97,6,2.40,2.10179e+08,8.620667e+07,0.41016,0.000285916,0
sf,-40,2.97,6,2.70,2.36201e+08,8.674e+07,0.36723,0.000314501,0
sf,-40,2.97,7,0.90,1.62786e+08,1.152833e+08,0.70819,0.000225309,1
sf,-40,2.97,7,1.20,1.97371e+08,1.216417e+08,0.61631,0.000263608,1
sf,-40,2.97,7,1.50,2.35771e+08,1.308133e+08,0.55483,0.000306232,0
sf,-40,2.97,7,1.80,2.75859e+08,1.35535e+08,0.49132,0.000348379,0
sf,-40,2.97,7,2.10,3.17092e+08,1.374267e+08,0.4334,0.000391774,0
sf,-40,2.97,7,2.40,3.58315e+08,1.375883e+08,0.38399,0.00043487,0
sf,-40,2.97,7,2.70,3.99645e+08,1.377667e+08,0.34472,0.000477396,0
sf,-40,3.30,0,0.90,3866780,2277367,0.58896,4.44908e-05,0
sf,-40,3.30,0,1.20,4549990,2395867,0.52657,4.75647e-05,0
sf,-40,3.30,0,1.50,5304300,2540233,0.4789,5.32529e-05,0
sf,-40,3.30,0,1.80,6074130,2638117,0.43432,5.73402e-05,0
sf,-40,3.30,0,2.10,6887170,2680467,0.3892,6.12827e-05,0
sf,-40,3.30,0,2.40,7682410,2717167,0.35369,6.63692e-05,0
sf,-40,3.30,0,2.70,8517470,2783533,0.3268,7.06202e-05,0
sf,-40,3.30,1,0.90,6194530,3682367,0.59445,5.20745e-05,0
sf,-40,3.30,1,1.20,7299240,3872850,0.53058,5.66282e-05,0
sf,-40,3.30,1,1.50,8518240,4115650,0.48316,6.2955e-05,0
sf,-40,3.30,1,1.80,9768630,4257600,0.43584,6.86619e-05,0
sf,-40,3.30,1,2.10,1.10728e+07,4384617,0.39598,7.47694e-05,1
sf,-40,3.30,1,2.40,1.23994e+07,4498000,0.36276,8.26394e-05,1
sf,-40,3.30,1,2.70,1.37716e+07,4574000,0.33213,8.74483e-05,1
sf,-40,3.30,2,0.90,1.04026e+07,6214000,0.59735,5.79778e-05,1
sf,-40,3.30,2,1.20,1.22668e+07,6521833,0.53167,6.63015e-05,1
sf,-40,3.30,2,1.50,1.43157e+07,6982167,0.48773,7.26342e-05,1
