bundle,temp_c,vdd_v,band,f_at_vctrl_min_hz,f_at_vctrl_max_hz,fine_range_ratio,kvco_min_hz_per_v,kvco_max_hz_per_v,kvco_mean_hz_per_v,isupply_min_a,isupply_max_a
ss,27,3.63,7,1.4457e+08,3.49004e+08,2.414,9.82733e+07,1.19978e+08,1.13574e+08,0.000272917,0.00055805
ss,125,2.97,0,5224330,1.15749e+07,2.216,3.09053e+06,3.81133e+06,3.52809e+06,5.83062e-05,9.15984e-05
ss,125,2.97,1,8610180,1.92848e+07,2.24,5.14807e+06,6.36617e+06,5.93034e+06,6.84923e-05,0.000113349
ss,125,2.97,2,1.44964e+07,3.32006e+07,2.29,8.89667e+06,1.13617e+07,1.03912e+07,7.66346e-05,0.00013
ss,125,2.97,3,2.43891e+07,5.72878e+07,2.349,1.5335e+07,2.049e+07,1.82771e+07,9.7392e-05,0.000175626
ss,125,2.97,4,4.37339e+07,1.04522e+08,2.39,2.8388e+07,3.75313e+07,3.37712e+07,0.000109708,0.000197901
ss,125,2.97,5,7.56541e+07,1.7937e+08,2.371,5.02823e+07,6.113e+07,5.76199e+07,0.000148247,0.000282942
ss,125,2.97,6,1.33368e+08,2.97651e+08,2.232,8.59e+07,9.36467e+07,9.12683e+07,0.000208874,0.000397642
ss,125,2.97,7,2.25349e+08,4.5096e+08,2.001,1.12377e+08,1.32198e+08,1.25339e+08,0.000306187,0.00057964
ss,125,3.30,0,4668120,1.0113e+07,2.166,2.66833e+06,3.2018e+06,3.02493e+06,6.20604e-05,9.52075e-05
ss,125,3.30,1,7614760,1.66832e+07,2.191,4.41293e+06,5.42533e+06,5.03802e+06,7.27527e-05,0.000118338
ss,125,3.30,2,1.27034e+07,2.83935e+07,2.235,7.53667e+06,9.57233e+06,8.71672e+06,8.10074e-05,0.000135823
ss,125,3.30,3,2.10762e+07,4.80956e+07,2.282,1.27673e+07,1.64897e+07,1.50108e+07,0.000102626,0.000180555
ss,125,3.30,4,3.73396e+07,8.73852e+07,2.34,2.324e+07,3.1639e+07,2.78031e+07,0.000114747,0.000204655
ss,125,3.30,5,6.36149e+07,1.52218e+08,2.393,4.1261e+07,5.45e+07,4.92239e+07,0.000155587,0.000292749
ss,125,3.30,6,1.12501e+08,2.6472e+08,2.353,7.48567e+07,8.847e+07,8.45661e+07,0.000216914,0.000417546
ss,125,3.30,7,1.95552e+08,4.23605e+08,2.166,1.20457e+08,1.30757e+08,1.26696e+08,0.000321765,0.000614554
ss,125,3.63,0,4278220,9111140,2.13,2.4142e+06,2.83113e+06,2.68496e+06,6.62934e-05,9.94373e-05
ss,125,3.63,1,6920170,1.48743e+07,2.149,3.91293e+06,4.765e+06,4.41896e+06,7.80473e-05,0.000122478
ss,125,3.63,2,1.14678e+07,2.5087e+07,2.188,6.61e+06,8.24633e+06,7.56622e+06,8.65277e-05,0.000140693
ss,125,3.63,3,1.88097e+07,4.18999e+07,2.228,1.10703e+07,1.40383e+07,1.28279e+07,0.000108033,0.000188876
ss,125,3.63,4,3.30687e+07,7.5209e+07,2.274,1.97757e+07,2.6232e+07,2.34113e+07,0.000121174,0.000212168
ss,125,3.63,5,5.54787e+07,1.30511e+08,2.352,3.4729e+07,4.70033e+07,4.16846e+07,0.000163024,0.000303016
ss,125,3.63,6,9.72038e+07,2.32593e+08,2.393,6.38307e+07,8.18733e+07,7.52162e+07,0.000223869,0.000434274
ss,125,3.63,7,1.69797e+08,3.88791e+08,2.29,1.1158e+08,1.25198e+08,1.21663e+08,0.000331758,0.000644757
typical,-40,2.97,0,4218750,9786170,2.32,2.8089e+06,3.29613e+06,3.09301e+06,3.73518e-05,6.5914e-05
typical,-40,2.97,1,6841340,1.59989e+07,2.339,4.5848e+06,5.461e+06,5.08753e+06,4.55569e-05,8.13977e-05
typical,-40,2.97,2,1.15916e+07,2.74661e+07,2.369,7.79733e+06,9.672e+06,8.81917e+06,5.07769e-05,9.51907e-05
typical,-40,2.97,3,1.89559e+07,4.58404e+07,2.418,1.29913e+07,1.67273e+07,1.49358e+07,6.69487e-05,0.000132247
typical,-40,2.97,4,3.17462e+07,7.82558e+07,2.465,2.23207e+07,2.837e+07,2.58387e+07,7.28917e-05,0.000146961
typical,-40,2.97,5,5.31151e+07,1.34667e+08,2.535,3.83347e+07,5.12e+07,4.53066e+07,0.000101491,0.000213143
typical,-40,2.97,6,9.4072e+07,2.40855e+08,2.56,7.01533e+07,8.83167e+07,8.15461e+07,0.000146568,0.00031307
typical,-40,2.97,7,1.61692e+08,4.04157e+08,2.5,1.2226e+08,1.3942e+08,1.34703e+08,0.000218906,0.00047559
typical,-40,3.30,0,3842450,8694320,2.263,2.47157e+06,2.79315e+06,2.69548e+06,4.27848e-05,7.09213e-05
typical,-40,3.30,1,6164730,1.40787e+07,2.284,3.975e+06,4.745e+06,4.39665e+06,4.9865e-05,8.73057e-05
typical,-40,3.30,2,1.0358e+07,2.37818e+07,2.296,6.707e+06,7.864e+06,7.45767e+06,5.53529e-05,0.000101102
typical,-40,3.30,3,1.67054e+07,3.90223e+07,2.336,1.10787e+07,1.33497e+07,1.23983e+07,7.38896e-05,0.000138738
typical,-40,3.30,4,2.77518e+07,6.62491e+07,2.387,1.88143e+07,2.335e+07,2.13874e+07,8.09798e-05,0.000155453
typical,-40,3.30,5,4.56146e+07,1.1196e+08,2.454,3.1917e+07,4.05403e+07,3.68586e+07,0.000111118,0.000223867
typical,-40,3.30,6,7.98306e+07,2.01522e+08,2.524,5.74317e+07,7.51667e+07,6.76063e+07,0.000154843,0.000327723
typical,-40,3.30,7,1.3541e+08,3.48055e+08,2.57,1.01427e+08,1.2765e+08,1.18136e+08,0.000230828,0.000498482
typical,-40,3.63,0,3590840,7992200,2.226,2.23263e+06,2.57273e+06,2.4452e+06,4.79443e-05,7.50097e-05
typical,-40,3.63,1,5708810,1.27645e+07,2.236,3.5957e+06,4.109e+06,3.91983e+06,5.44103e-05,9.5306e-05
typical,-40,3.63,2,9534260,2.14668e+07,2.252,6.00813e+06,7.15533e+06,6.62919e+06,6.24542e-05,0.000107789
typical,-40,3.63,3,1.52192e+07,3.47234e+07,2.282,9.76733e+06,1.15533e+07,1.08357e+07,7.9598e-05,0.000149363
typical,-40,3.63,4,2.51662e+07,5.84128e+07,2.321,1.65067e+07,2.02247e+07,1.84703e+07,8.90839e-05,0.00016666
typical,-40,3.63,5,4.08407e+07,9.73133e+07,2.383,2.7336e+07,3.45193e+07,3.13737e+07,0.00011771,0.000234911
typical,-40,3.63,6,7.06206e+07,1.73187e+08,2.452,4.8901e+07,6.25933e+07,5.69813e+07,0.000166348,0.000344922
typical,-40,3.63,7,1.17975e+08,3.00113e+08,2.544,8.51933e+07,1.12423e+08,1.01188e+08,0.000245213,0.000519301
typical,27,2.97,0,4469790,1.03362e+07,2.312,2.96413e+06,3.46903e+06,3.25912e+06,4.41464e-05,7.59759e-05
typical,27,2.97,1,7271450,1.70195e+07,2.341,4.86437e+06,5.76067e+06,5.41558e+06,5.34268e-05,9.40374e-05
typical,27,2.97,2,1.22051e+07,2.90012e+07,2.376,8.30067e+06,1.00517e+07,9.33117e+06,6.06441e-05,0.000110561
typical,27,2.97,3,2.01005e+07,4.87386e+07,2.425,1.38557e+07,1.75097e+07,1.59101e+07,7.65882e-05,0.00014965
typical,27,2.97,4,3.45736e+07,8.58016e+07,2.482,2.43927e+07,3.1947e+07,2.846e+07,8.595e-05,0.000168918
typical,27,2.97,5,5.82235e+07,1.48768e+08,2.555,4.2699e+07,5.57333e+07,5.03025e+07,0.000118433,0.000243669
typical,27,2.97,6,1.02807e+08,2.64233e+08,2.57,7.82167e+07,9.59533e+07,8.96811e+07,0.000167888,0.000355178
typical,27,2.97,7,1.78592e+08,4.3717e+08,2.448,1.35133e+08,1.47142e+08,1.43654e+08,0.000251807,0.000534146
typical,27,3.30,0,4054040,9197010,2.269,2.60067e+06,2.98938e+06,2.85721e+06,4.89798e-05,7.97192e-05
typical,27,3.30,1,6535660,1.49525e+07,2.288,4.22263e+06,4.92533e+06,4.67602e+06,5.75927e-05,9.87206e-05
typical,27,3.30,2,1.08893e+07,2.52127e+07,2.315,7.14167e+06,8.404e+06,7.95744e+06,6.48945e-05,0.000116661
typical,27,3.30,3,1.77096e+07,4.17545e+07,2.358,1.18683e+07,1.43743e+07,1.33583e+07,8.36628e-05,0.000157164
typical,27,3.30,4,3.01861e+07,7.26911e+07,2.408,2.07047e+07,2.57353e+07,2.36139e+07,9.17253e-05,0.000176181
typical,27,3.30,5,5.01145e+07,1.24434e+08,2.483,3.52933e+07,4.997e+07,4.12886e+07,0.000125411,0.000252955
typical,27,3.30,6,8.73476e+07,2.23877e+08,2.563,6.4108e+07,8.47033e+07,7.58497e+07,0.000178373,0.000370408
typical,27,3.30,7,1.50374e+08,3.8469e+08,2.558,1.1483e+08,1.37407e+08,1.30176e+08,0.000263481,0.000559866
typical,27,3.63,0,3770840,8425700,2.234,2.37367e+06,2.7163e+06,2.58603e+06,5.5498e-05,8.46358e-05
typical,27,3.63,1,6025320,1.35362e+07,2.247,3.83397e+06,4.40833e+06,4.17271e+06,6.32554e-05,0.000106258
typical,27,3.63,2,9988470,2.26647e+07,2.269,6.37977e+06,7.46233e+06,7.04235e+06,7.2833e-05,0.000122693
typical,27,3.63,3,1.60905e+07,3.70904e+07,2.305,1.0445e+07,1.2644e+07,1.16666e+07,8.96212e-05,0.000164891
typical,27,3.63,4,2.73044e+07,6.39544e+07,2.342,1.80917e+07,2.22557e+07,2.03611e+07,0.000100358,0.000185124
typical,27,3.63,5,4.47083e+07,1.07876e+08,2.413,3.0448e+07,3.92703e+07,3.50932e+07,0.000135537,0.000264128
typical,27,3.63,6,7.70861e+07,1.92818e+08,2.501,5.46057e+07,7.20767e+07,6.42955e+07,0.000189343,0.000383119
typical,27,3.63,7,1.30767e+08,3.36383e+08,2.572,9.70967e+07,1.25527e+08,1.14231e+08,0.000276777,0.000581125
typical,125,2.97,0,4835710,1.10008e+07,2.275,3.1008e+06,3.62373e+06,3.42505e+06,5.98565e-05,9.37429e-05
typical,125,2.97,1,7908990,1.81869e+07,2.3,5.1139e+06,6.18467e+06,5.70995e+06,6.99893e-05,0.000116069
typical,125,2.97,2,1.31879e+07,3.09178e+07,2.344,8.731e+06,1.06147e+07,9.84994e+06,7.77935e-05,0.000133325
typical,125,2.97,3,2.19117e+07,5.25147e+07,2.397,1.48517e+07,1.873e+07,1.70017e+07,9.81917e-05,0.000179698
typical,125,2.97,4,3.88647e+07,9.54991e+07,2.457,2.70113e+07,3.49343e+07,3.14636e+07,0.000108696,0.000202875
typical,125,2.97,5,6.62356e+07,1.67388e+08,2.527,4.78643e+07,6.214e+07,5.61958e+07,0.000148763,0.000292618
typical,125,2.97,6,1.17067e+08,2.92731e+08,2.501,8.756e+07,1.01857e+08,9.75911e+07,0.000207389,0.000416581
typical,125,2.97,7,2.05017e+08,4.71874e+08,2.302,1.39823e+08,1.53168e+08,1.48254e+08,0.000304202,0.000613584
typical,125,3.30,0,4387810,9804030,2.234,2.7436e+06,3.21553e+06,3.00901e+06,6.4443e-05,9.88765e-05
typical,125,3.30,1,7112540,1.60516e+07,2.257,4.49187e+06,5.305e+06,4.96614e+06,7.49423e-05,0.000121425
typical,125,3.30,2,1.17909e+07,2.70192e+07,2.292,7.56633e+06,9.139e+06,8.46017e+06,8.34546e-05,0.000139624
typical,125,3.30,3,1.93693e+07,4.52749e+07,2.337,1.2717e+07,1.56613e+07,1.4392e+07,0.000104099,0.000186219
typical,125,3.30,4,3.40721e+07,8.12807e+07,2.386,2.2768e+07,2.88047e+07,2.6227e+07,0.000115084,0.00021155
typical,125,3.30,5,5.71898e+07,1.41448e+08,2.473,3.97707e+07,5.24e+07,4.68101e+07,0.000154984,0.000301002
typical,125,3.30,6,9.988e+07,2.53052e+08,2.534,7.31567e+07,9.27467e+07,8.50956e+07,0.000215259,0.00043409
typical,125,3.30,7,1.74958e+08,4.27072e+08,2.441,1.29953e+08,1.4398e+08,1.40063e+08,0.000319909,0.000648964
typical,125,3.63,0,4079470,8954310,2.195,2.5003e+06,2.82217e+06,2.70824e+06,6.85719e-05,0.000104453
typical,125,3.63,1,6560840,1.45343e+07,2.215,4.048e+06,4.71533e+06,4.4297e+06,8.09468e-05,0.000127602
typical,125,3.63,2,1.08145e+07,2.42923e+07,2.246,6.75167e+06,7.93433e+06,7.48767e+06,8.99336e-05,0.000147048
typical,125,3.63,3,1.75931e+07,4.0246e+07,2.288,1.12547e+07,1.3665e+07,1.25849e+07,0.000112279,0.00019417
typical,125,3.63,4,3.07858e+07,7.15458e+07,2.324,1.99173e+07,2.4672e+07,2.26444e+07,0.000124316,0.000221027
typical,125,3.63,5,5.101e+07,1.22729e+08,2.406,3.4238e+07,4.46333e+07,3.98439e+07,0.000165956,0.000313637
typical,125,3.63,6,8.80897e+07,2.20381e+08,2.502,6.2281e+07,8.16567e+07,7.34952e+07,0.000226022,0.000448779
typical,125,3.63,7,1.52578e+08,3.82099e+08,2.504,1.12653e+08,1.34465e+08,1.27512e+08,0.000333326,0.000675563
