corner,temp_c,vdd,terr,trim,corner_id,twin_r,twin_f,ta_asrt,tb_asrt,tc_asrt,td_asrt,te_asrt,la_lvl,lb_lvl,lc_lvl,ld_lvl,le_lvl,va_lvl,te_deas,le_pre,iavg,lock_pass,verdict
ff,-40.0,3.63,e10.0n,c11,ff_-40c_3.63v_e10.0n_c11,1.15976e-09,1.14453e-09,not measured,6.79576e-07,not measured,not measured,6.79576e-07,7.93541e-09,3.63,7.93541e-09,6.31359e-09,-1.9496e-10,0.0654623,2.40413e-06,3.63,-0.000199876,1.0,PASS
fs,-40.0,3.63,e0.2n,c6,fs_-40c_3.63v_e0.2n_c6,1.11845e-09,1.09219e-09,8.45867e-07,8.45867e-07,not measured,not measured,8.45867e-07,3.63,3.63,7.36912e-09,5.3541e-09,1.64952e-09,3.58218,2.40436e-06,3.63,-0.000138915,1.0,PASS
fs,-40.0,3.63,e0.5n,c6,fs_-40c_3.63v_e0.5n_c6,1.10844e-09,1.0883e-09,8.4592e-07,8.4592e-07,not measured,not measured,8.4592e-07,3.63,3.63,9.95548e-09,5.82205e-09,1.62886e-09,3.58218,2.40429e-06,3.63,-0.000155242,1.0,PASS
fs,-40.0,3.63,e0.8n,c6,fs_-40c_3.63v_e0.8n_c6,1.1108e-09,1.08488e-09,8.45841e-07,8.45841e-07,not measured,not measured,8.45841e-07,3.63,3.63,7.99976e-09,4.88589e-09,1.53893e-09,3.58218,2.40438e-06,3.63,-0.000164627,1.0,PASS
fs,-40.0,3.63,e1.0n,c6,fs_-40c_3.63v_e1.0n_c6,1.11109e-09,1.0919e-09,8.45843e-07,8.45843e-07,not measured,not measured,8.45843e-07,3.63,3.63,6.77595e-09,5.14016e-09,1.94755e-09,3.58218,2.40437e-06,3.63,-0.000164937,1.0,PASS
fs,-40.0,3.63,e1.2n,c6,fs_-40c_3.63v_e1.2n_c6,1.12212e-09,1.09367e-09,not measured,8.45834e-07,not measured,not measured,8.45834e-07,5.94169e-09,3.63,8.32461e-09,5.15261e-09,1.49e-09,0.264575,2.40435e-06,3.63,-0.00016898,1.0,PASS
fs,-40.0,3.63,e1.5n,c6,fs_-40c_3.63v_e1.5n_c6,1.12212e-09,1.09367e-09,not measured,8.45909e-07,not measured,not measured,8.45909e-07,6.6163e-09,3.63,6.39069e-09,4.15536e-09,3.44471e-09,0.103579,2.40432e-06,3.63,-0.000168866,1.0,PASS
fs,-40.0,3.63,e2.0n,c6,fs_-40c_3.63v_e2.0n_c6,1.12212e-09,1.09367e-09,not measured,8.45833e-07,not measured,not measured,8.45833e-07,9.32777e-09,3.63,9.50649e-09,5.75766e-09,9.4236e-10,0.0739788,2.40426e-06,3.63,-0.000168911,1.0,PASS
fs,-40.0,3.63,e3.0n,c6,fs_-40c_3.63v_e3.0n_c6,1.12212e-09,1.09367e-09,not measured,8.45834e-07,not measured,not measured,8.45834e-07,7.16766e-09,3.63,7.15832e-09,4.60366e-09,1.40623e-09,0.0664846,2.40433e-06,3.63,-0.000169039,1.0,PASS
fs,-40.0,3.63,e5.0n,c6,fs_-40c_3.63v_e5.0n_c6,1.12212e-09,1.09367e-09,not measured,8.45929e-07,not measured,not measured,8.45929e-07,7.78067e-09,3.63,7.82455e-09,4.9285e-09,1.88162e-09,0.058666,2.40427e-06,3.63,-0.00016904,1.0,PASS
fs,-40.0,3.63,e10.0n,c6,fs_-40c_3.63v_e10.0n_c6,1.12212e-09,1.09367e-09,not measured,8.45903e-07,not measured,not measured,8.45903e-07,8.23931e-09,3.63,8.23931e-09,5.13533e-09,1.60862e-09,0.0412719,2.40427e-06,3.63,-0.000169045,1.0,PASS
fs,-40.0,3.63,e1.1n,c6,fs_-40c_3.63v_e1.1n_c6,1.12212e-09,1.09367e-09,8.45913e-07,8.45913e-07,not measured,not measured,8.45913e-07,3.63,3.63,7.04802e-09,4.55963e-09,1.70931e-09,3.58218,2.40429e-06,3.63,-0.000166148,1.0,PASS
fs,-40.0,3.63,e1.12n,c6,fs_-40c_3.63v_e1.12n_c6,1.12207e-09,1.09373e-09,8.45924e-07,8.45924e-07,not measured,not measured,8.45924e-07,3.63,3.63,7.21385e-09,4.92091e-09,1.72903e-09,3.58218,2.40432e-06,3.63,-0.000166684,1.0,PASS
fs,-40.0,3.63,e1.14n,c6,fs_-40c_3.63v_e1.14n_c6,1.12197e-09,1.09373e-09,1.35752e-06,8.45933e-07,not measured,not measured,8.45933e-07,3.63,3.63,8.0421e-09,5.26971e-09,1.70387e-09,2.57108,2.40435e-06,3.63,-0.000181668,1.0,PASS
fs,-40.0,3.63,e1.16n,c6,fs_-40c_3.63v_e1.16n_c6,1.12198e-09,1.09371e-09,not measured,8.45891e-07,not measured,not measured,8.45891e-07,8.68125e-09,3.63,9.32415e-09,5.85792e-09,1.53636e-09,0.335516,2.40434e-06,3.63,-0.000168531,1.0,PASS
fs,-40.0,3.63,e1.18n,c6,fs_-40c_3.63v_e1.18n_c6,1.12204e-09,1.09374e-09,not measured,8.45842e-07,not measured,not measured,8.45842e-07,6.1356e-09,3.63,9.83537e-09,6.07993e-09,1.48538e-09,0.294678,2.40434e-06,3.63,-0.000168668,1.0,PASS
fs,-40.0,3.63,e1.22n,c6,fs_-40c_3.63v_e1.22n_c6,1.12212e-09,1.09372e-09,not measured,8.45845e-07,not measured,not measured,8.45845e-07,8.63532e-09,3.63,7.8866e-09,4.92553e-09,1.58836e-09,0.290299,2.40437e-06,3.63,-0.000168857,1.0,PASS
fs,-40.0,3.63,e1.24n,c6,fs_-40c_3.63v_e1.24n_c6,1.12212e-09,1.09373e-09,not measured,8.45858e-07,not measured,not measured,8.45858e-07,9.82628e-09,3.63,6.85556e-09,4.48349e-09,1.57785e-09,0.223113,2.40429e-06,3.63,-0.000168952,1.0,PASS
fs,-40.0,3.63,e1.26n,c6,fs_-40c_3.63v_e1.26n_c6,1.12212e-09,1.0937e-09,not measured,8.45875e-07,not measured,not measured,8.45875e-07,1.01681e-08,3.63,7.851e-09,5.03912e-09,1.66164e-09,0.193502,2.40437e-06,3.63,-0.000168765,1.0,PASS
ss,125.0,2.97,e1.72n,c3,ss_125c_2.97v_e1.72n_c3,1.73409e-09,1.71542e-09,1.91254e-06,1.91254e-06,not measured,not measured,1.91254e-06,2.97,2.97,1.09993e-08,1.17265e-08,1.28648e-08,2.34821,2.40551e-06,2.97,-0.000176876,1.0,PASS
ss,125.0,2.97,e1.74n,c3,ss_125c_2.97v_e1.74n_c3,1.73178e-09,1.71622e-09,1.91254e-06,1.91254e-06,not measured,not measured,1.91254e-06,2.97,2.97,1.10282e-08,1.17394e-08,1.28745e-08,2.34821,2.4055e-06,2.97,-0.000176967,1.0,PASS
ss,125.0,2.97,e1.76n,c3,ss_125c_2.97v_e1.76n_c3,1.73245e-09,1.71417e-09,1.91254e-06,1.91254e-06,not measured,not measured,1.91254e-06,2.97,2.97,1.10259e-08,1.17351e-08,1.28947e-08,2.34821,2.40542e-06,2.97,-0.000177117,1.0,PASS
ss,125.0,2.97,e1.78n,c3,ss_125c_2.97v_e1.78n_c3,1.73339e-09,1.71455e-09,1.91625e-06,1.91254e-06,not measured,not measured,1.91254e-06,2.97,2.97,1.08967e-08,1.1674e-08,1.29479e-08,2.34664,2.4054e-06,2.97,-0.000177668,1.0,PASS
ss,125.0,2.97,e1.8n,c3,ss_125c_2.97v_e1.8n_c3,1.73349e-09,1.71496e-09,not measured,1.91254e-06,not measured,not measured,1.91254e-06,6.10707e-09,2.97,1.06117e-08,1.15385e-08,1.29207e-08,1.42564,2.40542e-06,2.97,-0.000199483,1.0,PASS
ss,125.0,2.97,e1.82n,c3,ss_125c_2.97v_e1.82n_c3,1.73385e-09,1.71547e-09,not measured,1.91254e-06,not measured,not measured,1.91254e-06,6.88334e-09,2.97,1.01327e-08,1.12998e-08,1.29062e-08,0.230761,2.40543e-06,2.97,-0.000158789,1.0,PASS
ss,125.0,2.97,e1.84n,c3,ss_125c_2.97v_e1.84n_c3,1.73461e-09,1.71596e-09,not measured,1.91254e-06,not measured,not measured,1.91254e-06,6.70729e-09,2.97,9.26248e-09,1.08768e-08,1.28958e-08,0.159147,2.40545e-06,2.97,-0.000158946,1.0,PASS
ss,125.0,2.97,e1.86n,c3,ss_125c_2.97v_e1.86n_c3,1.73564e-09,1.71649e-09,not measured,1.91254e-06,not measured,not measured,1.91254e-06,5.78206e-09,2.97,8.09199e-09,1.02794e-08,1.28881e-08,0.141382,2.40547e-06,2.97,-0.000158872,1.0,PASS
ss,125.0,2.97,e1.88n,c3,ss_125c_2.97v_e1.88n_c3,1.73681e-09,1.71678e-09,not measured,1.91254e-06,not measured,not measured,1.91254e-06,5.83545e-09,2.97,7.65096e-09,1.00496e-08,1.28807e-08,0.123889,2.40548e-06,2.97,-0.000158766,1.0,PASS
ss,125.0,2.97,e1.9n,c3,ss_125c_2.97v_e1.9n_c3,1.7382e-09,1.71715e-09,not measured,1.91254e-06,not measured,not measured,1.91254e-06,6.36005e-09,2.97,7.48226e-09,9.95487e-09,1.28728e-08,0.111469,2.4055e-06,2.97,-0.000158682,1.0,PASS
