# gf180-pll :: pll-top-smoke acquisition transient
# record_id: 20260801-085349-0e5c22d
# corner: typical_27c_3.30v (typical,res_typical,moscap_typical,mimcap_typical)
# config: N=8 band=5 icp_code=2 fref=9e6
# decimation: nearest-sample at 20e-9 s from the full ngspice trace
t_s,vctrl_v,lock_v,fb_v
1.93652982e-05,1.48996,5.62157e-09,1.21155e-06
1.9385343e-05,1.4863,5.48106e-09,-1.49198e-06
1.94053751e-05,1.50774,2.61162e-08,3.3
1.94254328e-05,1.50161,2.57153e-08,3.3
1.94454336e-05,1.49662,5.65846e-09,3.3
1.94654521e-05,1.49223,5.64504e-09,-5.34399e-06
1.9485542e-05,1.48834,5.58044e-09,6.196e-06
1.95055517e-05,1.49551,1.08012e-09,1.00172e-06
1.9525563e-05,1.50445,2.86518e-08,3.3
1.95456366e-05,1.49918,-1.68674e-08,3.30001
1.95657149e-05,1.49451,5.65493e-09,3.3
1.9585809e-05,1.4904,5.62593e-09,-4.36896e-06
1.96058107e-05,1.4868,5.49986e-09,4.13576e-06
1.96258331e-05,1.5079,4.29663e-08,3.30001
1.96458648e-05,1.50181,-3.08962e-08,3.29999
1.96659181e-05,1.49689,-3.00454e-08,3.29999
1.96859473e-05,1.49256,5.64695e-09,5.73897e-07
1.97059774e-05,1.48875,5.58917e-09,-6.63516e-07
1.97259855e-05,1.49195,4.0234e-07,3.83853e-06
1.97460752e-05,1.50455,-3.64277e-08,3.3
1.97661734e-05,1.49937,4.68294e-08,3.30001
1.97861904e-05,1.4948,5.6554e-09,3.3
1.98062643e-05,1.49076,5.62978e-09,3.30566e-06
1.9826276e-05,1.48722,5.51669e-09,-4.35173e-06
1.9846294e-05,1.50775,-2.45655e-08,3.3
1.98663916e-05,1.502,-2.83321e-08,3.3
1.98864267e-05,1.49716,-2.75888e-08,3.3
1.99064758e-05,1.49289,5.64856e-09,-8.93096e-06
1.99265678e-05,1.48913,5.59664e-09,3.97458e-06
1.9946591e-05,1.48931,7.62198e-05,3.03144e-08
1.99666491e-05,1.50459,-2.35741e-08,3.3
1.99867306e-05,1.49951,3.42237e-08,3.3
